"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
3377084	0	0	299	0	0	6	0	0	7	1		0	0	0	608	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	86	0			0	0	0	0	55	0	168	0	0	0		0	0	0	0	
3377235	0	0	0	0	0	0	0	0	1	1			0	0	149	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	149	0	0	0	0	0				0	0	0	0	
3377374	0	0	0	0	0	0	0	0	4	4			0	0	183	0	0	0											0	4	0	0			0	0	0	0	0	0			0	0	0	0	0	0	183	0				0	0	0	0	
3377954	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0											0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3378773	0	0	0	0	0	0	0	0	11	2		0	0	0	1289	0	0	0		0	0		0	0	0		0	0	0	0	0	3			0	0	0	6	179	0			0	0	87	0	538	0	485	0	0	0		0	0	0	0	
3379426	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3379471	0	0	0	0	0	0	0	0	142	5		0	0	0	729	446	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	5	12	273	8			0	0	0	0	0	0	0	120	0	0		0	0	2	0	
3382547	0	0	0	0	0	0	0	0	155	0		0	0	0	1084	0	0	0		0	0		0	0	0		0	0	0	0	0	0			1084	155	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3382967	0	0	0	0	0	0	0	0	13	12			0	0	107	21	0	1											0	0	0	0			0	0	0	1	35	0			0	0	0	0	0	0	50	0				0	0	0	0	
3383076	0	0	0	0	0	0	0	0	536	521			0	0	710	0	0	0											0	0	160	0			0	0	0	0	0	0			368	15	182	0	0	0	0	0				0	0	0	0	
3383366	0	0	0	0	0	0	0	0	0	0			0	0	112	112	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3383599	0	0	0	0	0	0	0	0	17	17			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3383601	0	0	0	0	0	0	0	0	97	0			0	0	14	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	14	97				0	0	0	0	
3383665	0	0	0	0	0	0	0	0	3	1			0	1	2	0	0	0											0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
3384318	0	0	0	0	0	0	0	0	3	0		0	0	0	99	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	79	0			0	3	7	0	0	0	0	0	0	0		12	0	1	0	
3384372	0	0	0	0	0	0	0	0	0	0			0	0	206	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	206	0	0	0				0	0	0	0	
3384466	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3384868	0	0	0	0	0	0	0	0	3	0			0	0	356	56	0	0											0	0	0	0			0	0	0	0	150	0			0	0	0	0	150	0	0	3				0	0	0	0	
3384934	0	0	0	0	0	0	0	0	0	0			0	0	77	0	0	0											0	0	0	0			6	0	0	0	0	0			0	0	0	0	0	0	69	0				0	0	2	0	
3384952	0	0	0	0	0	0	0	0	69	0			0	0	0	0	0	0											0	0	0	0			0	0	69	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3385324	0	0	0	0	0	0	0	0	35	0		0	0	0	217	0	0	0		0	0		0	0	0		0	0	0	0	0	0			217	35	0	0	0	0	11		0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3385744	0	0	0	0	0	0	0	0	2	0			0	2	63	44	0	9											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	0	
3386143	0	0	0	0	0	0	0	0	0	0			0	0	57	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	54	0				0	0	3	0	
3386264	0	0	0	0	0	0	0	0	2	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3386536	0	0	0	0	0	0	0	0	46	0			0	0	0	0	0	0											0	0	0	46			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3386554	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3386590	0	0	0	0	0	0	0	0	64	60			0	0	73	0	0	0											0	0	0	0			0	0	0	1	0	73			0	0	0	0	0	0	0	0				0	0	0	3	
3386983	0	0	0	0	0	0	0	0	1	1			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3387140	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3387159	0	0	0	0	0	0	0	0	0	0			0	0	341	0	0	0											0	0	101	0			0	0	0	0	0	0			0	0	19	0	221	0	0	0				0	0	0	0	
3387926	0	0	0	0	0	0	0	0	2	0			0	0	301	0	0	0											0	0	0	2			0	0	0	0	146	0			0	0	124	0	0	0	31	0				0	0	0	0	
3388080	0	0	0	0	0	0	0	0	28	23		0	0	0	10	0	0	0		0	0		0	0	0		0	0	0	18	0	0			0	0	0	0	0	0			0	0	0	5	0	0	10	0	0	0		0	0	0	0	
3388165	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3388370	0	0	0	0	0	0	0	0	0	0			0	0	93	0	0	0											0	0	0	0			0	0	0	0	0	0			18	0	0	0	0	0	72	0				0	0	3	0	
3388419	0	0	0	0	0	0	0	0	6	3			0	0	26	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	3	3	21	0	0	0				0	0	2	0	
3388482	0	0	0	0	0	0	0	0	0	0			0	0	582	506	0	0											0	0	0	0			0	0	0	0	0	0			0	0	76	0	0	0	0	0				0	0	0	0	
3389313	0	0	0	0	0	0	0	0	30	20		0	0	0	100	100	0	0		0	0		0	0	0		0	0	0	0	0	1			0	0	0	9	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3389582	375	0	0	0	0	0	0	0	0	0			0	0	730	0	0	0											0	0	0	0			0	0	0	0	0	15			0	0	12	0	328	0	0	0				0	0	0	0	
3390337	0	0	0	0	0	0	0	0	20	10			0	0	200	0	0	0											0	10	0	0			0	0	0	10	0	0			0	0	0	0	0	0	200	0				0	0	0	0	
3390627	0	0	0	0	0	0	0	0	21	21			0	0	185	74	0	0											0	0	0	0			0	0	0	0	0	0			0	0	85	0	0	0	26	0				0	0	0	0	
3390702	0	0	0	0	0	0	0	0	108	0			0	0	1029	0	0	0											0	0	40	5			0	0	0	0	219	0			185	103	0	0	154	0	431	0				0	0	0	0	
3391606	0	0	0	0	0	0	0	0	58	58			0	0	446	178	0	0											0	0	63	0			0	0	0	0	0	147			0	0	0	0	0	0	58	0				0	0	0	0	
3391718	0	0	0	0	0	0	0	0	3	1			0	0	76	58	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	18	0	0	0				0	0	0	2	
3392292	0	0	0	0	0	0	0	0	2	0			0	0	650	35	0	0						0				0	0	0	0	1			0	0	1	0	0	0			0	0	604	0	11	0	0	0				0	0	0	0	
3392872	0	0	0	0	0	0	0	0	1	1			0	0	1213	127	0	0											0	0	0	0			0	0	0	0	75	75			261	0	0	0	0	0	347	0				0	0	328	0	
3392975	0	0	0	0	0	11	0	0	11	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3393785	0	0	0	0	0	0	0	0	0	0			0	0	90	0	0	0											0	0	0	0			0	0	0	0	1	0			0	0	1	0	0	0	87	0				0	0	1	0	
3393806	0	0	0	0	0	0	0	0	0	0			0	0	8	0	0	0											0	0	0	0			0	0	0	0	0	0			8	0	0	0	0	0	0	0				0	0	0	0	
3393824	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3393851	0	0	0	0	0	0	0	0	27	0			0	3	114	0	0	16											0	0	0	0			0	0	22	0	98	0			0	0	0	0	0	0	0	2				0	0	0	0	
3394018	0	0	0	0	0	0	0	0	1	0			0	0	483	0	0	0											0	0	66	0			0	0	0	1	162	15			0	0	125	0	115	0	0	0				0	0	0	0	
3394278	0	0	0	0	0	0	0	0	0	0		0	0	0	11256	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	11256	0	
3394380	173	0	148	0	0	0	0	0	5	0			0	0	344	0	0	0											0	0	0	0			0	0	0	5	23	0			0	0	0	0	0	0	0	0				0	0	0	0	
3395293	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3396375	0	0	0	0	0	0	0	0	5	0			0	0	390	99	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	4	291	1				0	0	0	0	
3396535	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3397019	0	0	0	0	0	0	0	0	5	1			0	0	40	0	0	0											0	0	0	0			0	0	0	0	0	40			0	0	0	0	0	0	0	2				0	0	0	2	
3397233	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3398100	0	0	0	0	0	0	0	0	9	9			0	0	500	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	500	0	
3398306	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3398623	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3400928	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3401970	0	0	0	0	0	0	0	0	1	0			0	0	1124	967	0	0											0	0	125	0			0	0	1	0	0	0			0	0	0	0	32	0	0	0				0	0	0	0	
3402481	0	1	200	0	0	0	0	0	1490	121			0	0	2293	141	0	0											0	0	0	0			0	0	3	70	364	79			18	0	1440	1286	10	0	21	0				13	8	7	1	
3402575	0	0	0	0	0	0	0	0	15	13		0	0	0	690	14	0	0		0	0		0	0	0		0	0	0	0	124	0			0	0	0	0	69	0			0	0	126	2	287	0	0	0	0	0		0	0	70	0	
3402904	0	0	0	0	0	0	0	0	74	2			0	0	359	0	0	0											0	0	65	8			0	0	0	0	0	0			9	0	0	0	37	10	0	0				248	54	0	0	
3402913	0	0	0	0	0	0	0	0	0	0		0	0	0	21	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			21	0	0	0	0	0	0	0	0	0		0	0	0	0	
3404207	0	0	0	0	0	0	0	0	8	6			0	0	135	68	0	0											0	0	0	0			0	0	0	0	5	43			0	0	19	0	0	0	0	0				0	2	0	0	
3404373	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3404467	0	0	0	0	0	0	0	0	4	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	4	0	0	
3404506	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3404869	0	0	0	0	0	0	0	0	7	3			0	0	0	0	0	0											0	0	0	4			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3404999	0	0	0	0	0	0	0	0	0	0			0	0	264	29	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	51	0	184	0				0	0	0	0	
3405633	0	0	0	0	0	0	0	0	0	0			0	0	84	0	0	0						0				0	0	0	0	0			0	0	0	0	49	0	0		0	0	0	0	0	0	20	0				7	0	8	0	
3407084	0	0	0	0	167	89	0	0	89	0			0	0	167	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3408728	0	0	0	0	0	0	0	0	86	63		0	0	0	1434	390	0	228		0	0		0	0	0		0	0	177	5	0	0			0	0	22	0	27	150			0	0	0	0	0	0	639	0	0	0		0	1	0	0	
3409462	0	0	0	0	0	0	0	0	4	4			0	0	422	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	44	0	0	0	378	0				0	0	0	0	
3410141	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3411773	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3411791	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3412417	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3415454	0	0	0	0	0	0	0	0	7	6			0	0	16	0	0	0											0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	1	0				5	1	0	0	
3415463	0	0	0	0	0	0	0	0	10	10			0	0	10	10	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3417319	0	0	0	0	0	0	0	0	2	2			0	0	176	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	176	0				0	0	0	0	
3419416	0	0	0	0	0	0	0	0	4	4			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
3424483	0	0	0	0	0	0	0	0	4	4			0	0	24	0	0	0											0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	0	0				0	0	14	0	
3425725	0	0	0	0	0	0	0	0	22	0			0	0	200	125	0	0											0	0	75	0			0	0	0	0	0	0			0	18	0	0	0	0	0	0				0	0	0	4	
3426656	0	0	0	0	0	0	0	0	33	33			0	0	1	0	0	0											0	8	0	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	0	0	0	
3428258	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3429059	0	0	0	0	0	0	0	0	0	0			0	0	3	0	0	0											0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				0	0	0	0	
3429219	0	0	0	0	0	0	0	0	6	0			0	0	281	259	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				20	0	2	6	
3429282	0	0	0	0	0	0	0	0	32	12			0	0	0	0	0	0											0	0	0	17			0	0	0	3	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3430297	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3430738	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3433047	0	0	0	0	0	0	0	0	16	1			0	0	90	0	0	0											0	0	0	0			0	0	15	0	90	0			0	0	0	0	0	0	0	0				0	0	0	0	
3433186	0	0	32	0	0	0	0	0	1	0			0	0	32	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
3435948	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3437148	0	0	0	0	0	0	0	0	15	15			0	0	63	0	0	0											0	0	30	0			0	0	0	0	0	0			0	0	30	0	0	0	0	0				0	0	3	0	
3437157	0	0	0	0	0	0	0	0	22	8		0	0	4	957	349	0	8		0	0		0	0	0		0	0	0	0	0	0			0	0	0	4	0	113			10	0	0	0	466	6	0	0	0	0		11	0	0	0	
3437166	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3437456	0	0	0	0	0	0	0	0	78	8		0	0	0	216	216	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	70	0	0	0	0		0	0	0	0	
3437483	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0											0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3438060	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3438958	0	0	0	0	0	0	0	0	2	2			0	0	2242	0	0	2242											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3440803	0	0	0	0	0	0	0	0	0	0			0	0	138	24	0	1											0	0	0	0			0	0	0	0	113	0			0	0	0	0	0	0	0	0				0	0	0	0	
3440830	0	0	0	0	0	0	0	0	5	4			0	0	190	184	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	1	
3441033	0	0	0	0	0	0	0	0	11	0			0	0	123	0	0	0											0	0	0	0			0	0	10	0	0	0			0	0	123	1	0	0	0	0				0	0	0	0	
3441480	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3441592	95	0	0	0	0	0	0	0	15	4			0	0	2338	0	0	0											0	0	272	6			0	0	0	4	440	380			0	0	652	0	0	0	485	0				0	0	14	1	
3442704	0	0	0	0	0	0	0	0	2	0			0	0	47	47	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	2	0	0				0	0	0	0	
3443345	0	0	0	0	0	0	0	0	2	0		0	0	0	25	0	0	0		0	0		0	0	0		0	0	0	0	25	0			0	2	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3444539	0	0	0	0	0	0	0	0	2	0		0	0	0	1674	120	0	0		0	0		0	0	0		0	0	0	0	0	2			0	0	0	0	0	0			0	0	1524	0	0	0	30	0	0	0		0	0	0	0	
3444566	0	0	0	0	0	0	0	0	0	0			0	0	15	0	0	0											0	0	15	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3445460	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3445769	0	0	0	0	0	0	0	0	17	4		0	0	0	588	3	0	0		0	0		0	0	0		0	0	0	0	0	0			30	4	0	0	38	0			0	0	0	0	0	0	517	0	0	0		0	9	0	0	
3445901	0	0	0	0	0	0	0	0	5	1			0	0	114	42	0	0											0	0	0	0			0	0	4	0	24	0			48	0	0	0	0	0	0	0				0	0	0	0	
3446225	0	0	0	0	0	0	0	0	0	0			0	0	28	0	0	0											0	0	0	0			0	0	0	0	21	0			0	0	0	0	0	0	0	0				7	0	0	0	
3446636	0	0	0	0	0	0	0	0	9	0			0	0	178	175	0	0											0	0	0	0			0	0	0	0	3	0			0	9	0	0	0	0	0	0				0	0	0	0	
3446784	0	0	0	0	0	0	0	0	1	0			0	0	1	0	0	0											0	0	0	0			1	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3447455	0	0	14	64	0	0	0	0	64	0			0	0	586	324	0	0											0	0	0	0			0	0	0	0	121	55			0	0	0	0	72	0	0	0				0	0	0	0	
3447576	0	0	0	0	0	0	0	0	0	0		0	0	0	467	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	467	0	0	0	0	0		0	0	0	0	
3447772	0	0	0	0	0	0	0	0	102	83			0	0	23	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	23	19	
3447875	0	0	0	0	0	0	0	0	4	4			0	0	3	3	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3447893	0	0	0	0	0	0	0	0	9	5			0	0	836	202	0	0											0	0	0	0			0	0	0	2	0	0			180	0	454	2	0	0	0	0				0	0	0	0	
3448162	0	0	0	0	0	0	0	0	1	0			0	0	19	0	0	0											0	0	0	0			0	0	0	0	0	0			19	0	0	0	0	0	0	0				0	0	0	1	
3448171	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3448180	0	0	0	0	0	0	0	0	1	0			0	0	45	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	45	0	0	0	0	0				0	0	0	1	
3448425	0	0	0	0	0	0	0	0	1	0			0	1	1	0	0	1											0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
3448751	0	0	0	0	0	0	0	0	1	0			0	0	67	16	0	0											0	0	0	0			0	0	1	0	0	10			3	0	38	0	0	0	0	0				0	0	0	0	
3449066	0	0	0	0	0	0	0	0	2	0			0	0	109	0	0	0											0	0	0	0			0	0	0	0	52	0			0	0	0	0	20	0	0	0				37	2	0	0	
3449730	0	0	0	0	0	0	0	0	0	0			0	0	5	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
3450950	0	0	0	0	0	0	0	0	1	0			0	0	53	0	0	0											0	0	0	0			0	0	0	1	0	0			0	0	53	0	0	0	0	0				0	0	0	0	
3451050	0	0	0	0	0	0	0	0	7	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	7	0	0	0	0				0	0	0	0	
3451902	0	0	0	0	0	0	0	0	0	0			0	0	102	0	0	0											0	0	84	0			0	0	0	0	18	0			0	0	0	0	0	0	0	0				0	0	0	0	
3452123	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
3452310	0	0	0	0	0	0	0	0	0	0			0	0	12	0	0	0											0	0	0	0			0	0	0	0	0	0			12	0	0	0	0	0	0	0				0	0	0	0	
3452365	0	0	0	0	0	0	0	0	1	1			0	0	113	92	0	0											0	0	19	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
3453737	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3453867	0	0	0	0	0	0	0	0	1	1			0	0	54	0	0	0						0				0	0	0	0	0			0	0	0	0	54	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
3454510	0	0	0	0	0	0	0	0	27	0			0	0	185	147	0	0											0	0	0	0			0	0	0	0	0	0			0	0	18	0	0	0	0	0				0	15	20	12	
3455227	0	0	0	0	0	0	0	0	3	0			0	0	50	0	0	0											0	0	0	0			0	0	0	3	0	0			0	0	0	0	0	0	50	0				0	0	0	0	
3455236	0	0	0	0	0	0	0	0	0	0			0	0	45	45	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3459140	0	0	0	0	0	0	0	0	153	0			0	0	9	9	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	153	0	0	0	0				0	0	0	0	
3459207	0	0	0	0	0	0	0	0	20	20			0	0	357	0	0	0											0	0	37	0			0	0	0	0	0	0			320	0	0	0	0	0	0	0				0	0	0	0	
