"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	TEXT4087	
174367																								0	0	48	0	0	0	false	0	0	0	0	0	0	0	0	48	146	0	0	0	0	0	0	0	false	0	0		
174406																								0	0	0	2000	0	13000	true	0	0	0	0	0	0	0	0	0	428	0	0	0	6000	5000	0	0	true	0	0		
174451																								0	0	420	0	0	100	true	0	0	0	0	0	420	0	0	0	1648	1	0	0	0	0	0	0	false	0	100		
175056																								0	0	51	0	0	0	false	0	0	0	0	0	51	0	0	0	448	0	0	0	0	0	0	0	false	0	0		
175140																								0	0	120	0	0	6500	true	0	0	0	0	0	0	0	0	120	149	0	0	0	4000	2500	0	0	true	0	0		
175458																								0	0	52	250	0	2503	false	0	0	0	0	0	0	52	0	0	180	1	0	0	850	1400	0	0	false	0	3		
175560																								3076	0	724	24000	0	24000	true	0	0	0	0	0	0	543	0	181	4662	1	0	3076	0	0	0	0	false	0	0		
175609																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	3042	1	0	0	0	0	0	0	false	0	0		
175672																								0	0	0	0	0	1000	true	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	0		
176053																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	608	1	0	0	0	0	0	0	false	0	0		
176101																								0	0	587	8800	0	66800	false	0	0	0	0	0	0	0	0	587	2314	11	0	0	8000	50000	0	0	true	0	0		
176240																								0	0	312	0	0	465	false	0	0	0	0	0	0	12	0	300	3577	2	0	0	53	0	0	412	false	0	0		
176325																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	803	0	0	0	0	0	0	0	false	0	0		
176437																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	false	0	0		
176464																								1299	222	286	10000	0	38209	true	0	0	222	1299	0	144	74	0	68	14647	6	0	0	28117	0	92	0	true	0	0		
176642																								0	0	0	3000	0	9124	false	0	0	0	0	0	0	0	0	0	760	0	0	0	2250	3500	0	0	false	0	374		
177135																								0	0	345	0	0	0	false	0	0	0	0	0	0	140	0	205	164	0	0	0	0	0	0	0	false	0	0		
177443																								0	0	278	2000	0	5000	false	0	0	0	0	0	268	10	0	0	1948	1	0	0	3000	0	0	0	false	0	0		
177500																								0	0	0	0	0	396	false	0	0	0	0	0	0	0	0	0	108	0	0	0	0	396	0	0	false	0	0		
177546																								0	0	0	1890	0	4890	false	0	0	0	0	0	0	0	0	0	312	0	0	0	1000	2000	0	0	false	0	0		
177555																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	false	0	0		
177751																								1614	0	1154	0	0	7	true	0	0	0	1614	0	0	0	0	1154	3307	1	0	0	0	0	0	0	true	0	7		
177920																								0	0	0	525	0	17843	true	0	0	0	0	0	0	0	0	0	658	0	0	0	1035	16283	0	0	false	0	0		
177957																								156	0	284	444	0	13488	true	0	0	0	156	137	0	70	0	77	1403	2	0	0	3765	9279	0	0	true	0	0		
178020	0	0	2291	250	0	727973	true	0	0	0	0	22600	1	0	0	550285	100524	0	0	true	0	76914	0						727973						0	36	1429	0	826													
178057																								0	0	0	0	0	250	false	0	0	0	0	0	0	0	0	0	21	0	0	0	0	250	0	0	false	0	0		
178150																								0	0	89	0	0	0	false	0	0	0	0	0	0	0	0	89	974	1	0	0	0	0	0	0	false	0	0		
178244																								0	0	216	0	0	1038	false	0	0	0	0	0	0	0	0	216	216	0	0	0	0	988	50	0	false	0	0		
178271																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	false	0	0		
178356																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	false	0	0		
178561																								815	12	0	0	0	10859	true	0	0	12	815	0	0	0	0	0	412	0	0	0	0	10859	0	0	false	0	0		
178851																								0	0	116	0	0	0	true	0	0	0	0	0	0	0	0	116	15	0	0	0	0	0	0	0	false	0	0		
179148																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	true	0	0		
179335																								0	1543	307	0	0	0	false	0	0	1543	0	0	0	215	0	92	1276	1	0	0	0	0	0	0	false	0	0		
179559																								0	0	55	0	0	0	false	0	0	0	0	55	0	0	0	0	423	1	0	0	0	0	0	0	false	0	0		
179700																								658	0	0	0	658	15000	true	0	0	0	0	0	0	0	0	0	182	0	748	0	5000	10000	0	0	true	0	0		
179755																								456	0	36	0	456	0	false	0	0	0	0	29	0	0	0	7	613	0	456	0	0	0	0	0	false	0	0		
180041																								0	0	176	1000	0	1000	false	50	0	0	0	0	0	101	0	25	143	0	0	0	0	0	0	0	true	2275	0		
180078																								347	0	0	1400	347	1536	true	0	0	0	0	0	0	0	0	0	107	0	521	0	0	136	0	0	true	0	0		
180144																								0	0	0	0	0	928	false	0	0	0	0	0	0	0	0	0	1294	1	0	0	0	928	0	0	false	0	0		
180201																								0	0	0	1000	0	1000	false	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	false	0	0		
180416																								413	0	193	0	0	0	false	0	0	0	413	0	0	126	0	67	375	0	0	0	0	0	0	0	false	0	0		
180443																								0	0	0	0	0	2700	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2700	0	0	false	0	0		
180537																								0	0	422	0	0	1500	false	0	0	0	0	0	0	0	0	422	578	0	0	0	1500	0	0	0	false	0	0		
180649																								2056	0	0	10000	2056	43000	true	0	0	0	0	0	0	0	0	0	1669	1	2056	0	8000	25000	0	0	true	0	0		
180845																								0	0	0	0	0	1000	true	0	0	0	0	0	0	0	0	0	329	0	0	0	1000	0	0	0	false	0	0		
181169																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
181347																								550	0	187	1500	0	16900	true	0	0	0	550	0	0	0	0	187	188	0	0	0	2000	13400	0	0	false	0	0		
181459																								6425	0	140	0	0	15000	true	0	0	0	0	0	0	140	0	0	5921	4	0	6425	5000	10000	0	0	true	0	0		
181758																								0	4	85	297	0	1517	false	0	0	4	0	0	0	0	0	85	338	0	0	0	470	750	0	0	false	0	0		
181851																								5506	0	1032	15000	682	81273	false	0	0	0	4824	199	0	214	0	619	3437	2	786	0	5680	60589	0	0	true	0	4		
181963																								0	0	88	1	0	2070	true	0	0	0	0	0	0	88	0	0	462	0	0	0	17	2052	0	0	false	0	0		
182054																								0	0	0	1000	0	4968	true	0	0	0	0	0	0	0	0	0	566	0	0	0	1500	2400	0	0	true	0	68		
182157																								0	0	0	0	0	389	false	0	0	0	0	0	0	0	0	0	681	1	0	0	0	0	0	0	false	0	389		
182175																								0	0	0	1000	0	10350	false	0	0	0	0	0	0	0	0	0	619	0	0	0	2000	7350	0	0	false	0	0		
182353																								0	0	0	100	0	400	false	0	0	0	0	0	0	0	0	0	0	0	0	0	200	100	0	0	false	0	0		
182401																								0	0	0	4500	0	19000	false	0	0	0	0	0	0	0	0	0	373	0	0	0	5500	9000	0	0	false	0	0		
182540																								9253	0	92	0	0	10630	true	0	0	0	9253	0	0	92	0	0	4597	2	0	0	3600	3300	0	3500	true	0	230		
182652																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	false	0	0		
182951																								0	0	1288	0	0	5444	true	0	0	0	0	694	0	0	0	594	657	1	0	0	0	5433	11	0	false	0	0		
183042																								0	0	0	400	0	3000	true	0	0	0	0	0	0	0	0	0	744	0	0	0	1400	1200	0	0	true	0	0		
183051																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	false	0	0		
183154																								0	0	34	0	0	0	false	0	0	0	0	0	34	0	0	0	126	0	0	0	0	0	0	0	false	0	0		
183668																								0	0	0	0	0	11365	true	0	0	0	0	0	0	0	0	0	1539	1	0	0	4000	7365	0	0	false	0	0		
183770																								118	0	0	9750	118	9750	true	0	0	0	0	0	0	0	0	0	1174	1	118	0	0	0	0	0	false	0	0		
183846																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	true	0	0		
183958																								0	0	400	3000	0	5500	false	0	0	0	0	0	400	0	0	0	568	0	0	0	0	2500	0	0	false	0	0		
184142																								390	0	321	0	390	0	true	0	0	0	0	0	0	0	0	321	4110	2	390	0	0	0	0	0	false	0	0		
184245																								0	0	0	0	0	37000	true	0	0	0	0	0	0	0	0	0	605	0	0	0	6000	31000	0	0	true	0	0		
184656																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	false	0	0		
184692																								2	0	0	0	0	0	false	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	false	0	0		
184759																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	false	0	0		
184937																								1444	185	4136	0	0	15075	true	0	0	185	1159	269	179	2598	0	1090	562	0	0	285	0	15075	0	0	true	0	0		
185037																								0	0	843	0	0	24266	true	0	0	0	0	173	0	415	0	255	8498	2	0	0	4921	19243	0	0	false	0	102		
185251																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
185448																								0	0	288	3100	0	4876	true	0	0	0	0	0	0	162	0	126	2280	4	0	0	0	1700	0	0	false	0	76		
185457																								0	0	0	3250	0	3250	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
185859																								0	0	0	12610	0	12849	true	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	false	0	239		
186221																								0	0	191	0	0	40569	true	0	0	0	0	165	0	26	0	0	4945	4	0	0	5000	35000	0	0	true	0	569		
186548																								0	0	0	0	0	5500	false	0	0	0	0	0	0	0	0	0	2000	3	0	0	4500	1000	0	0	false	0	0		
186557																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
186650																								0	0	48	0	0	0	false	0	0	0	0	0	0	0	0	48	1448	1	0	0	0	0	0	0	false	0	0		
186717																								0	0	749	0	0	685	true	0	0	0	0	0	401	93	0	255	4261	1	0	0	0	0	0	0	false	0	685		
186744																								0	38	146	7000	0	130444	true	0	0	38	0	0	0	141	0	5	7169	3	0	0	0	123434	0	0	true	0	10		
186838																								65	5	35	5000	0	15000	false	0	0	5	65	0	0	23	0	12	713	0	0	0	0	10000	0	0	false	0	0		
186856																								0	0	23	0	0	0	false	0	0	0	0	0	0	23	0	0	828	1	0	0	0	0	0	0	false	0	0		
187358																								0	0	12	0	0	0	false	0	0	0	0	0	0	12	0	0	73	0	0	0	0	0	0	0	false	0	0		
187451																								0	0	243	0	0	0	false	0	0	0	0	0	2	72	0	169	38	0	0	0	0	0	0	0	false	0	0		
187648																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	122	1	0	0	0	0	0	0	false	0	0		
187947																								0	0	16	52	0	3901	true	16	0	0	0	0	0	0	0	0	319	0	0	0	115	3734	0	0	true	0	0		
188056																								64	0	22	100	0	802	false	0	0	0	64	0	0	0	0	22	228	0	0	0	0	602	0	100	false	0	0		
188261																								0	0	2837	0	0	0	true	2837	0	0	0	0	0	0	0	0	1211	1	0	0	0	0	0	0	false	0	0		
188364																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	false	0	0		
188430																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
188449																								0	0	79	0	0	0	true	0	0	0	0	0	0	79	0	0	154	0	0	0	0	0	0	0	true	0	0		
188720																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	false	0	0		
188739																								0	0	26	0	0	0	false	0	0	0	0	0	0	0	0	26	73	0	0	0	0	0	0	0	false	0	0		
188757																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
188917																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	718	0	0	0	0	0	0	0	false	0	0		
188926																								0	0	273	1600	0	26600	false	0	0	0	0	0	0	89	0	184	2509	2	0	0	0	25000	0	0	false	0	0		
189044																								0	0	342	2004	0	36526	true	0	0	0	0	0	0	342	0	0	1019	0	0	0	6000	28522	0	0	false	0	0		
189129																								46	0	0	10000	46	19654	true	0	0	0	0	0	0	0	0	0	5686	2	46	0	5145	4509	0	0	true	0	0		
189352																								0	0	4062	28500	0	53897	true	0	0	0	0	0	0	0	0	4062	3248	1	0	0	0	25000	0	0	false	0	397		
189419																								0	0	721	4000	0	6000	true	612	0	0	0	0	0	0	0	109	3989	4	0	0	2000	0	0	0	true	0	0		
189530																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
189549																								0	0	300	0	0	0	false	0	0	0	0	0	0	0	0	300	1691	2	0	0	0	0	0	0	true	0	0		
189745																								0	0	0	0	0	8000	false	0	0	0	0	0	0	0	0	0	3471	2	0	0	0	8000	0	0	false	0	0		
189820																								0	0	113	0	0	47	false	0	0	0	0	0	0	45	0	68	270	0	0	0	0	0	0	0	false	0	47		
189950																								0	0	0	0	0	10	false	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	10	0	false	0	0		
190246																								0	0	80	0	0	1800	false	0	0	0	0	80	0	0	0	0	2	0	0	0	0	1800	0	0	false	0	0		
190451																								0	0	250	0	0	0	true	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	false	0	0		
190554																								0	0	30	0	0	0	true	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	true	0	0		
190563																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	761	0	0	0	0	0	0	0	false	0	0		
190639																								0	0	0	3000	0	21000	true	0	0	0	0	0	0	0	0	0	1023	1	0	0	8000	10000	0	0	false	0	0		
190648																								1116	0	61	0	488	1634	true	56	0	0	628	5	0	0	0	0	2288	1	488	0	0	1634	0	0	true	0	0		
190732																								0	0	6016	0	0	0	false	0	0	0	0	0	0	135	0	5881	31	0	0	0	0	0	0	0	false	0	0		
190947																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	110	1	0	0	0	0	0	0	false	0	0		
190956																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	false	0	0		
191177																								0	61	908	0	0	10000	true	105	61	0	0	13	0	626	0	164	654	0	0	0	0	10000	0	0	true	0	0		
191355																								10	0	0	0	0	3032	true	0	0	0	10	0	0	0	0	0	270	0	0	0	545	2487	0	0	false	0	0		
191449																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1273	0	0	0	0	0	0	0	false	0	0		
191458																								0	0	0	0	0	26	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	26		
191663																								890	0	7952	16000	0	90235	true	7892	0	0	890	0	0	60	0	0	2151	2	0	0	28919	36500	0	3020	true	0	5796		
191805																								46	0	0	0	0	0	false	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
191832																								861	0	0	9000	0	9000	false	0	0	0	861	0	0	0	0	0	646	0	0	0	0	0	0	0	true	0	0		
191935																								0	0	443	37500	0	42500	true	0	0	0	0	0	0	0	0	443	15220	7	0	0	5000	0	0	0	false	0	0		
191944																								0	0	2084	4000	0	5213	false	0	0	0	0	1803	0	281	0	0	1013	1	0	0	0	1213	0	0	true	0	0		
192147																								0	0	230	0	0	0	true	0	0	0	0	30	0	0	0	200	4269	2	0	0	0	0	0	0	true	0	0		
192156																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	2484	1	0	0	0	0	0	0	false	0	0		
192558																								0	336	88	0	0	3500	true	0	0	336	0	0	0	73	0	15	2598	2	0	0	2000	1500	0	0	true	0	0		
192606																								159	0	0	4000	159	4000	false	0	0	0	0	0	0	0	0	0	1600	1	159	0	0	0	0	0	false	0	0		
192651																								0	0	72	0	0	0	false	0	0	0	0	0	0	27	0	45	0	0	0	0	0	0	0	0	false	0	0		
192857																								0	0	364	0	0	7686	true	0	0	0	0	0	151	13	0	200	22	0	0	0	75	7611	0	0	false	0	0		
193162																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	3150	1	0	0	0	0	0	0	false	0	0		
193247																								0	0	0	0	0	1700	true	0	0	0	0	0	0	0	0	0	405	1	0	0	1050	650	0	0	false	0	0		
193452																								46	0	0	0	0	10327	false	0	0	0	46	0	0	0	0	0	1189	1	0	0	10000	327	0	0	false	0	0		
193461																								847	0	0	0	0	0	false	0	0	0	847	0	0	0	0	0	456	0	0	0	0	0	0	0	false	0	0		
193470																								69	0	0	0	0	100000	false	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	100000		
193537																								0	0	617	0	0	0	false	0	0	0	0	0	0	576	0	41	677	0	0	0	0	0	0	0	false	0	0		
193649																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1102	1	0	0	0	0	0	0	false	0	0		
193809																								1289	0	0	0	1289	378	true	0	0	0	0	0	0	0	0	0	3590	2	1289	0	0	0	0	0	true	0	378		
194253																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	true	0	0		
194440																								0	0	0	0	0	1600	true	0	0	0	0	0	0	0	0	0	137	0	0	0	700	900	0	0	true	0	0		
194936																								0	0	0	5534	0	50830	false	0	0	0	0	0	0	0	0	0	180	0	0	0	13088	32208	0	0	false	0	0		
195072																								1286	0	63	0	1286	49965	true	0	0	0	0	0	0	63	0	0	6095	16	1286	0	25000	109	0	0	true	0	24856		
195111																								759	0	0	0	759	10000	true	0	0	0	0	0	0	0	0	0	473	0	1128	0	0	10000	0	0	false	0	0		
195157																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	false	0	0		
195353																								0	0	736	75500	0	75982	true	0	0	0	0	40	0	0	0	696	1575	1	0	0	0	0	0	0	false	0	482		
195456																								0	0	549	0	0	6000	false	0	0	0	0	0	80	206	0	263	258	0	0	0	2000	4000	0	0	true	0	0		
196257																								0	0	0	4285	0	4285	false	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	false	0	0		
196350																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	917	2	0	0	0	0	0	0	false	0	0		
196426																								0	92	0	0	0	5000	true	0	0	92	0	0	0	0	0	0	1455	1	0	0	0	5000	0	0	false	0	0		
196743																								0	0	1758	0	0	3676	false	0	0	0	0	0	0	1758	0	0	948	1	0	0	1500	2000	0	0	false	0	176		
196752																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	false	0	0		
196800																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1709	0	0	0	0	0	0	0	false	0	0		
197142																								0	0	0	0	0	24317	true	0	0	0	0	0	0	0	0	0	872	0	0	0	0	24317	0	0	false	0	0		
197254																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	61	1	0	0	0	0	0	0	false	0	0		
197302																								149	0	0	556	149	11142	true	0	0	0	0	0	0	0	0	0	3991	2	149	0	1483	9103	0	0	true	0	0		
197357																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	298	2	0	0	0	0	0	0	false	0	0		
197478																								8896	14210	9097	102300	813	143500	true	9097	14210	0	8083	0	0	0	0	0	1410	1	813	0	40000	0	0	0	true	0	1200		
197740																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1129	4	0	0	0	0	0	0	false	0	0		
197759																								0	0	221	558	0	9996	true	0	0	0	0	221	0	0	0	0	2826	3	0	0	1127	8309	0	0	true	0	2		
198046																								0	1	0	0	0	0	false	0	0	1	0	0	0	0	0	0	215	0	0	0	0	0	0	0	false	0	0		
198103																								0	0	0	622	0	1059	true	0	0	0	0	0	0	0	0	0	1024	1	0	0	437	0	0	0	false	0	0		
198149																								0	0	0	2000	0	6156	true	0	0	0	0	0	0	0	0	0	3463	1	0	0	4000	0	0	0	true	0	156		
198251																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	568	1	0	0	0	0	0	0	false	0	0		
198448																								0	0	1924	0	0	0	true	0	0	0	0	4	64	796	0	1060	2141	2	0	0	0	0	0	0	false	0	0		
198831																								0	0	3299	0	0	0	true	0	0	0	0	0	0	138	0	3161	9675	4	0	0	0	0	0	0	false	0	0		
198859																								0	0	81	0	0	5500	false	0	0	0	0	0	0	67	0	14	594	0	0	0	0	5500	0	0	false	0	0		
198961																								0	0	600	0	0	72	false	0	0	0	0	0	87	382	0	131	235	0	0	0	0	40	0	0	false	0	32		
199052																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	false	0	0		
199137																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	false	0	0		
199351																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	false	0	0		
199436																								0	0	1004	0	0	0	true	0	0	0	0	0	0	0	0	1004	1138	1	0	0	0	0	0	0	false	0	0		
199454																								0	0	0	0	0	496	false	0	0	0	0	0	0	0	0	0	203	1	0	0	0	496	0	0	false	0	0		
199463																								0	0	6	0	0	2215	false	0	0	0	0	0	6	0	0	0	1871	2	0	0	0	0	872	1343	false	0	0		
199940																								0	0	0	0	0	148	false	0	0	0	0	0	0	0	0	0	765	1	0	0	0	0	0	0	false	0	148		
200042																								0	0	100	0	0	3	false	0	0	0	0	0	0	100	0	0	469	0	0	0	0	0	0	0	false	0	3		
200435																								205	479	20	0	0	7447	true	0	0	479	205	0	20	0	0	0	400	0	0	0	286	7161	0	0	false	0	0		
200640																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	43587	5	0	0	0	0	0	0	true	0	0		
201049																								0	0	123	0	0	5500	false	0	0	0	0	0	89	34	0	0	1848	2	0	0	0	5500	0	0	false	0	0		
201124																								0	0	57	0	0	0	false	0	0	0	0	0	0	57	0	0	1008	3	0	0	0	0	0	0	false	0	0		
201254																								0	0	48	0	0	0	true	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	false	0	0		
201441																								0	0	74	0	0	500	false	0	0	0	0	0	0	74	0	0	155	0	0	0	0	500	0	0	false	0	0		
201638																								0	0	997	0	0	0	true	0	0	0	0	711	0	162	0	124	1052	1	0	0	0	0	0	0	false	0	0		
201647																								0	0	14	3500	0	8908	true	0	0	0	0	0	0	0	0	14	443	0	0	0	500	4908	0	0	false	0	0		
201834																								0	0	85	0	0	0	true	0	0	0	0	0	0	0	0	85	1716	5	0	0	0	0	0	0	false	0	0		
202251																								155	5	0	0	0	0	false	0	0	5	155	0	0	0	0	0	149	3	0	0	0	0	0	0	false	0	0		
202514																								1150	0	0	2000	1150	5088	true	0	0	0	0	0	0	0	0	0	2036	1	1150	0	1000	2088	0	0	false	0	0		
202541																								0	0	171	0	0	5600	true	0	0	0	0	0	0	21	0	150	97	0	0	0	4600	1000	0	0	false	0	0		
202550																								0	0	1831	1750	0	20013	true	0	0	0	0	1137	0	38	596	60	1570	1	0	0	3000	15263	0	0	true	0	0		
202907																								27290	0	812	311000	275	526130	true	0	0	0	27015	530	0	282	0	0	13679	1	275	0	0	215000	0	130	true	0	0		
203052																								0	0	136	0	0	0	false	0	0	0	0	0	0	136	0	0	490	0	0	0	0	0	0	0	false	0	0		
203333																								840	0	4449	0	0	55232	true	2316	0	0	840	876	0	226	0	1031	3915	2	0	0	0	53000	0	0	true	0	2232		
203418																								667	750	0	1500	667	16500	true	0	750	0	0	0	0	0	0	0	3796	1	667	0	5000	10000	0	0	true	0	0		
203575																								5	0	80	0	5	4224	false	0	0	0	0	0	0	80	0	0	117	0	4	0	0	4224	0	0	false	0	0		
203753																								0	345	1243	1930	0	4430	false	0	0	345	0	829	0	0	0	414	4578	5	0	0	2500	0	0	0	false	0	0		
203847																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1429	1	0	0	0	0	0	0	true	0	0		
204004																								1127	0	41	102398	1127	636371	true	0	0	0	0	0	0	41	0	0	607	0	2918	0	340705	117832	0	75436	true	0	0		
204237																								0	0	836	0	0	1725	true	0	0	0	0	127	0	492	0	217	1915	0	0	0	0	0	600	825	false	0	300		
204808																								0	0	0	0	0	271	false	0	0	0	0	0	0	0	0	0	2013	8	0	0	0	0	0	0	false	0	271		
204826																								0	0	0	661	0	16823	true	0	0	0	0	0	0	0	0	0	681	1	0	0	2226	7316	2146	782	true	0	3692		
205159																								0	0	49	0	0	500	false	0	0	0	0	0	0	0	0	49	0	0	0	0	0	500	0	0	false	0	0		
205243																								0	50	0	0	0	0	true	0	0	50	0	0	0	0	0	0	2206	1	0	0	0	0	0	0	false	0	0		
205346																								0	0	0	2000	0	6025	true	0	0	0	0	0	0	0	0	0	63	0	0	0	2000	2000	25	0	true	0	0		
205430																								1750	0	43	0	0	0	false	0	0	0	1750	0	0	43	0	0	201	0	0	0	0	0	0	0	false	0	0		
205458																								0	0	80	0	0	0	false	0	0	0	0	0	0	80	0	0	13	0	0	0	0	0	0	0	false	0	0		
205542																								0	0	0	0	0	13021	true	0	0	0	0	0	0	0	0	0	390	0	0	0	0	13000	0	0	true	0	21		
205654																								8736	0	2752	0	8736	76556	true	0	0	0	0	0	0	832	0	1920	7471	3	8736	0	5000	69199	0	2357	true	0	0		
206156																								0	0	100	0	0	10433	false	0	0	0	0	0	0	100	0	0	37	0	0	0	0	0	0	10433	false	0	0		
206174																								0	0	0	1000	0	1000	false	0	0	0	0	0	0	0	0	0	1644	1	0	0	0	0	0	0	false	0	0		
206567																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
206772																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	430	2	0	0	0	0	0	0	false	0	0		
206950																								0	0	77	0	0	4047	false	0	0	0	0	0	0	29	0	48	38	0	0	0	1471	2576	0	0	false	0	0		
207041																								0	0	110	0	0	0	false	0	0	0	0	0	0	110	0	0	206	1	0	0	0	0	0	0	false	0	0		
207050																								0	0	0	8179	0	13368	true	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	1689	0	0	false	0	0		
207452																								0	0	34	560	0	21809	true	0	0	0	0	0	0	34	0	0	767	0	0	0	1687	19562	0	0	true	0	0		
207555																								0	0	0	1800	0	6300	true	0	0	0	0	0	0	0	0	0	224	0	0	0	1000	3500	0	0	false	0	0		
207564																								0	0	0	4500	0	4500	false	0	0	0	0	0	0	0	0	0	1386	2	0	0	0	0	0	0	false	0	0		
207845																								2639	0	0	0	0	21050	true	0	0	0	2639	0	0	0	0	0	10156	4	0	0	12400	8650	0	0	true	0	0		
207872																								0	0	226	0	0	0	true	0	0	0	0	0	0	0	0	226	1703	2	0	0	0	0	0	0	true	0	0		
207957																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	false	0	0		
208057																								0	0	0	0	0	9000	true	0	0	0	0	0	0	0	0	0	1232	0	0	0	2000	7000	0	0	true	0	0		
