"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
265407																																						994	17138	3664	2168	161928	880	16757	1529	29925	968670	771648	10237	866777	0	8123	19558	17585	0	101893	250	968670	0	0	83983	0	14500	253	93319	678329	2	0630	0	666422	658299	3160	0	55577	0	67307	101893	
265452																																						2	510	0	17222	13720	0	646	0	1854	68229	49650	110	60969	0	559	740	9900	0	7260	65	68229	0	0	4469	0	2750	0	5585	44065	4	1231	0	34094	33535	-24	0	0	1309	0	7260	
265676																																						19	2614	0	3074	7989	0	3120	626	4159	136855	107958	1980	122408	0	1051	0	12470	0	14446	164	136854	0	0	12945	0	1356	353	15363	92595	1	1231	0	115805	114754	-19	147	0	0	0	14446	
266066																																						10363	2481	0	0	37167	0	2412	0	4002	117590	100108	1750	107339	0	608	0	5481	0	10251	1000	117590	0	0	7540	0	1000	0	13813	86295	4	1231	0	59773	59165	711	2000	0	0	0	10251	
266244																																						2793	1684	0	0	31070	0	3672	326	3711	119000	96791	523	109014	0	659	0	11000	0	9986	210	119000	0	0	8992	0	790	0	8527	88264	1	1231	0	76403	75744	-6	0	0	0	700	9986	
266253																																						1	815	190	0	13601	0	1554	0	3184	56175	42855	206	50659	0	465	0	7598	0	5516	300	56175	0	0	3525	0	1813	0	6181	36674	4	1231	0	37295	36830	-122	0	0	0	0	5516	
266271	704521	290478	0	8357	2098628	0	447781	70748	672383	17978591	618311	16461307	0	180835	152599	2508566	196020	1517284	241850	17978591	0	0	432494	0	849840	0	2	-11290	13713931	13533096	4390	0	1523566	1517284	0	0	0										17978591	11614844		16461307				2508566											2430402	9184442		1231					0	0	0	1523566		
266655																																						7413	1798	0	0	8503	0	332	0	1398	54802	41715	492	44402	0	613	0	2195	0	10400	100	54802	0	0	10123	0	150	0	3804	37911	4	1231	0	32873	32260	27	3098	0	0	0	10400	
266851																																						8090	2031	0	0	21764	623	6268	1455	2427	178159	153275	392	162667	0	1722	0	9000	0	15492	100	178159	0	0	13393	0	1718	570	19814	133460	1	1231	0	131198	129476	281	5455	0	0	0	15492	
266879																																						5584	5416	0	1009	197	0	1412	178	1033	73431	65209	165	65374	0	418	0	0	0	8057	0	73431	0	0	0	0	8057	0	2644	62565	1	1231	0	59020	58602	0	0	0	0	0	8057	
266945																																						13	11567	0	209	101422	0	14998	3030	21660	543457	499106	2092	501198	0	4374	66	0	0	42259	900	543457	0	0	28721	0	11965	3240	26861	472245	2	1231	0	378151	373777	673	13475	0	0	0	42259	
267652																																						0	1718	0	0	10514	0	2007	2004	3845	85852	75558	976	76534	0	1039	0	0	0	9318	270	85852	0	0	2138	0	6730	140	14882	60675	4	1231	0	65948	64909	180	715	0	0	0	9318	
267737																																						16022	19315	6429	0	449900	0	34236	4919	56989	1732769	1369907	13876	1603909	0	23345	106	121760	0	128860	1786	1732769	0	0	19846	0	107505	0	177429	1192478	2	1231	0	1152811	1129466	-277	15387	0	0	98366	128860	
268136																																						72	8300	0	250	10820	196	2513	0	4052	132012	115618	832	120450	0	1448	0	4000	0	11562	650	132012	0	0	4439	0	6350	0	17153	98465	1	1231	0	107257	105809	123	0	0	0	0	11562	
268257																																						61390	14976	83	59858	45165	0	8565	275	3492	450847	391104	1163	410874	0	1668	0	2898	0	39973	1500	450847	0	0	23549	0	13651	0	76010	315094	2	1231	0	253311	251643	1273	5400	0	0	15709	39973	
268556																																						0	6196	57	21465	75357	0	6390	234	12317	617926	464010	4921	566650	0	7383	629	45000	0	51276	2420	617926	0	0	33516	0	15290	3490	63635	400375	2	1231	0	499174	491791	50	0	0	259	52460	51276	
268734																																						1732	7170	0	0	139027	0	3079	56468	16530	1206476	1091725	7133	1125858	0	24724	0	27000	0	80618	14000	1206476	0	0	-17090	0	112818	0	48417	1043308	2	1231	0	992194	967470	-29110	15000	0	0	0	80618	
268828																																						7958	6535	0	0	94783	0	3736	3	4063	291008	234270	718	234988	0	2777	0	0	0	56020	10000	291008	0	0	36132	0	10000	0	30917	203353	1	1231	0	176707	173930	-112	0	0	0	0	56020	
268976																																						50850	6589	0	53866	0	0	2020	0	4616	424873	377487	1150	378637	0	1076	0	0	0	46236	0	424873	0	0	0	0	46236	225	14759	362728	1	0430	0	302543	301467	0	5240	0	0	0	46236	
269049																																						295	6583	191	0	37920	0	9128	7342	6271	383562	292448	2151	346813	0	5949	408	45025	0	36749	5150	383562	0	0	6907	0	24620	63	29978	262470	2	1231	0	321280	315331	72	30	0	930	6259	36749	
269058																																						9220	6283	220	22725	2728	0	951	1201	2728	121600	101226	739	106165	0	1024	0	4200	0	15435	500	121600	0	0	9862	0	5000	225	14382	86844	4	1231	0	74368	73344	73	1975	0	0	0	15435	
269478																																						3	1679	0	0	23040	0	3373	2541	5938	95355	70293	516	86514	0	603	0	15705	0	8841	0	95355	0	0	0	0	11162	0	2701	67592	1	0430	0	58584	57981	-2321	800	0	0	0	8841	
269759																																						250	595	0	8983	3259	0	260	0	643	38331	33152	101	33264	0	419	0	11	0	5067	200	38331	0	0	1947	0	2800	0	8076	25076	4	1231	0	22460	22041	120	2300	0	0	0	5067	
270036																																						267072	26483	0	0	353725	0	74043	37931	142198	2808322	2201331	12740	2669420	0	53599	0	362500	15000	138902	3300	2808322	0	0	52082	0	96229	0	114251	2087080	2	1231	0	1960469	1906870	-12709	0	0	0	77849	138902	
270148																																						7510	5538	0	0	14419	0	3323	217	1758	87603	79281	477	79758	0	677	0	0	0	7845	150	87603	0	0	5870	0	1350	0	17044	62237	4	1231	0	51491	50814	475	4024	0	0	0	7845	
270335																																						0	13801	393	1023	98915	0	19062	32309	23225	510678	418629	4597	473487	0	11223	0	38757	0	37191	3688	510678	0	0	14886	0	18065	665	17847	400782	2	12/31	0	321885	310662	552	10623	0	0	11504	37191	
270353																																						15	1303	0	0	18056	0	454	250	1140	51625	44511	1104	46245	0	506	0	630	0	5380	175	51625	0	0	2138	0	2825	0	5194	39317	4	1231	0	27338	26832	242	3575	0	0	0	5380	
270504																																						108	8309	4128	40092	29941	283	14815	185	15621	485100	394898	4232	437788	0	3312	11574	17656	0	47312	350	485100	0	0	27290	0	19254	1262	50195	344703	2	1231	0	362094	358782	418	0	0	0	21002	47312	
270531																																						2	9782	0	0	26435	0	4992	1572	7208	195809	181832	1251	183083	0	2352	0	0	0	12726	1000	195809	0	0	-6409	0	17780	0	14995	166837	2	1231	0	148170	145818	355	0	0	0	0	12726	
270652																																						0	941	0	18751	0	0	604	0	1194	61245	53929	298	54227	0	250	0	0	0	7018	150	61245	0	0	6318	0	550	0	6111	47818	9	1231	0	37705	37455	0	2300	0	0	0	7018	
271136																																						3875	2990	0	2001	0	0	6415	1214	954	91981	79112	1048	80160	0	1800	0	0	0	11821	1430	91981	0	0	5774	0	4617	0	34969	44143	2	1231	0	58582	56782	0	17750	0	0	0	11821	
271154																																						534	1146	0	0	20419	0	1054	505	1916	86646	68806	313	78465	0	585	0	7256	0	8180	1329	86645	0	0	4036	0	2500	0	8280	60526	6	1231	0	61657	61072	315	0	0	0	2090	8180	
271275																																						2765	8965	217	0	26414	0	5817	1027	9446	230075	167595	1639	213642	0	1174	0	44408	0	16433	0	230075	0	0	0	0	16150	3659	28179	139416	1	0430	0	172939	171765	283	0	0	0	0	16433	
271341																																						67	2423	339	992	8239	0	2323	900	2688	83986	71397	340	72910	0	1011	0	1173	0	11076	271	83986	0	0	4128	0	6400	497	13358	58039	1	1231	0	65119	64108	277	1410	0	0	0	11076	
271529																																						637	8614	741	0	49631	0	2826	103	9915	259833	190471	3853	240155	0	2536	0	23919	0	19678	1800	259833	0	0	13563	0	8200	4251	31008	159463	2	1231	0	185651	183115	-3885	0	0	0	21912	19678	
271631																																						267	7638	0	4018	59510	0	14313	3671	10601	470152	379048	4032	429085	0	4092	0	22000	0	41067	600	470152	0	0	34563	0	5300	0	56453	322595	1	1231	0	349526	345434	604	24700	0	0	24005	41067	
271743																																						0	1382	0	0	7508	0	711	326	642	41831	36004	119	38123	0	603	0	2000	0	3708	400	41831	0	0	845	0	2561	0	3990	32014	1	1231	0	30262	29659	-98	1603	0	0	0	3708	
271752																																						0	2866	0	0	42729	0	540	608	5807	87810	73742	752	80311	0	1050	194	3000	0	7499	765	87810	0	0	8376	0	1474	0	23526	50216	4	1231	0	36116	35066	-3116	0	0	2817	0	7499	
271855																																						25	4563	0	86083	115490	12	12144	0	4065	450363	412431	2116	415547	0	3347	0	1000	0	34816	3080	450363	0	0	26816	0	3080	0	55064	357366	2	1231	0	203853	200506	1840	27475	0	0	0	34816	
272030																																						2320	1409	0	0	8646	0	183	190	176	20835	17393	46	17439	0	303	0	0	0	3396	75	20835	0	0	1248	0	2000	0	2715	14678	1	1231	0	7614	7311	73	600	0	0	0	3396	
272058																																						0	1103	0	1191	0	0	87	0	771	25995	20309	157	23966	0	225	0	3500	0	2029	66	25995	0	0	129	0	1834	0	2501	17808	1	1231	0	23068	22843	0	0	0	0	0	2029	
272151																																						0	633	0	297	16007	0	54	0	316	24830	21356	51	21407	0	230	0	0	0	3423	155	24830	0	0	3144	0	155	0	3626	17730	4	1231	0	5438	5208	-31	2315	0	0	0	3423	
272218																																						0	178709	3307	160535	643466	7170	126271	19272	467402	9956298	7444349	392090	9066810	0	146977	1946	411578	0	889488	500	9956298	0	0	778532	0	201548	11804	1203529	6240820	2	1231	0	8483393	8336416	-91092	0	0	685584	133209	889488	
272245																																						0	1214	0	7771	0	0	89	0	127	14925	11569	67	11636	0	120	0	0	0	3289	600	14925	0	0	1989	0	700	0	3079	8490	4	1231	0	5316	5196	0	528	0	0	0	3289	
272272																																						1873	7135	1646	0	58542	0	6049	148	19408	453234	312503	1808	413045	0	4283	0	72500	0	40189	1	453234	0	0	23887	0	16416	421	27862	284641	1	0630	-26	362295	358012	-89	0	0	0	26234	40189	
272302																																						38081	44673	0	0	224745	0	14565	0	28388	1014471	805267	8345	887174	0	3446	0	65869	0	127297	0	1014471	0	0	125702	0	0	0	27767	777500	1	1231	0	655127	651681	1595	12338	0	0	7693	127297	
272870																																						0	2804	0	0	6238	0	892	0	1655	61940	51667	86	57593	0	355	0	5840	0	4347	0	61940	0	0	4352	0	0	0	3511	48156	1	0930	0	42712	42357	-5	7994	0	0	0	4347	
273149																																						2200	7144	0	0	4653	0	9475	85	3661	214085	176292	800	194255	0	1797	0	17163	0	19829	292	214084	0	0	6595	0	12908	0	25380	150912	1	1231	0	187339	185542	34	1325	0	0	0	19829	
273251																																						0	1458	0	0	20847	0	550	11	1748	80965	69805	468	73811	0	588	0	3538	0	7154	500	80965	0	0	3980	0	2125	0	10866	58939	1	1231	0	56864	56276	549	75	0	0	0	7154	
273336																																						121306	31866	0	61514	14751	0	17491	68	16625	923948	781638	4337	848975	0	7911	0	63000	0	74973	2000	923948	0	0	36183	0	36662	0	239254	542384	1	1231	0	667524	659613	128	714	0	0	0	74973	
273550																																						39273	2678	0	75	44023	-50	2345	491	4492	211272	176871	902	191773	0	1692	0	14000	0	19499	250	211272	0	0	14641	0	3950	0	21257	155615	4	1231	0	119637	117945	658	0	0	0	0	19499	
273653																																						442	3857	0	0	4648	0	1427	0	468	46884	42711	276	42987	0	635	0	0	0	3897	150	46884	0	0	817	0	2850	0	6711	36000	4	1231	0	34677	34042	80	2000	0	0	0	3897	
273662																																						35572	8192	952	0	248734	0	3893	0	4721	504754	455341	5020	460361	0	2652	1498	0	0	44393	1800	504754	0	0	12497	0	27200	0	70823	384518	1	1231	0	203844	201192	2896	0	0	0	0	44393	
273840																																						97	1186	505	0	11291	61	2833	0	823	64146	48623	215	56291	0	531	1846	4395	0	7855	506	64146	0	0	543	0	6704	381	6116	42507	5	1231	0	42510	41979	102	3144	0	0	3058	7855	
273859																																						500	941	0	4353	0	0	27	0	316	16056	14222	49	14271	0	40	0	0	0	1785	150	16056	0	0	1410	0	225	0	6195	8027	4	1231	0	4028	3988	0	5931	0	0	0	1785	
274025																																						342	1171	0	0	5441	0	91	0	206	13234	11217	22	11275	0	105	0	36	0	1959	250	13234	0	0	1431	0	250	0	2766	8451	4	1231	0	3486	3381	28	2602	0	0	0	1959	
274052																																						22	919	0	0	12348	0	488	0	728	38460	32677	171	35817	0	269	0	2969	0	2643	225	38460	0	0	1622	0	475	0	5300	27377	4	1231	0	23800	23531	321	424	0	0	0	2643	
274164																																						14348	10268	0	1349	101	0	7091	1168	6229	245957	222620	3048	227615	0	2644	0	1947	0	18342	350	245957	0	0	10250	0	7743	0	44269	178351	1	1231	0	198017	195373	-1	10030	0	0	0	18342	
274548																																						945	829	0	1570	4141	0	1789	0	4499	165744	128767	2035	147907	0	1949	1419	13500	0	17837	655	165744	0	0	5335	0	11772	207	17391	111376	2	1231	0	149178	147229	75	3116	0	0	3605	17837	
274641																																						0	1126	0	9562	0	0	312	0	412	48539	43228	232	43460	0	330	0	0	0	5079	157	48539	0	0	4451	0	471	0	2817	40411	4	1231	0	32087	31757	0	5370	0	0	0	5079	
274753																																						1579	1566	0	1046	5126	0	153	0	351	18953	15971	155	17026	0	182	0	900	0	1927	50	18953	0	0	1748	0	50	0	2887	13084	4	1231	0	8164	7982	79	1150	0	0	0	1927	
274829																																						12055	6001	3530	0	108150	0	12204	1864	15469	513884	404829	3268	462109	0	4025	0	35000	0	51775	918	513884	0	0	42514	0	7628	0	51276	353553	2	1231	0	344511	340486	715	14125	0	0	19012	51775	
274856																																						27	1541	24	463	13374	0	594	0	1540	81604	69918	1161	71729	0	391	353	650	0	9875	100	81604	0	0	8037	0	1300	0	4560	65358	4	1231	0	60879	60488	438	3200	0	0	0	9875	
275255																																						3129	544	2	0	5533	0	125	0	719	39496	35332	412	35744	0	439	0	0	0	3752	118	39496	0	0	3091	0	487	0	2634	32698	4	1231	0	28883	28444	56	1000	0	0	0	3752	
275358																																						406	5486	0	0	32705	0	5714	0	8312	244248	187031	2052	217240	0	2117	2935	17500	0	27008	150	244248	0	0	16525	0	10200	0	27042	159990	4	1231	0	185966	183849	133	4841	0	0	10657	27008	
275509																																						37672	5714	0	36260	8111	0	6952	0	3799	315502	286278	3068	289346	0	2112	0	0	0	26156	8640	315502	0	0	14903	0	3992	0	46881	239397	1	0930	-1423	214106	211994	44	5000	0	0	0	26156	
275657																																						0	3877	0	880	21985	0	270	0	627	46335	38858	134	38992	0	590	0	0	0	7343	300	46335	0	0	5878	0	800	0	23307	15551	1	1231	0	18786	18196	365	500	0	0	0	7343	
275750																																						0	6313	0	17216	74815	0	3019	1193	5412	372462	260189	2015	340417	0	4904	1556	35000	0	32044	938	372461	0	0	19083	0	11189	2894	32115	228075	2	1231	0	264948	260044	834	0	0	16703	26510	32044	
275769																																						5125	2140	170	0	4647	0	2636	0	286	33772	30024	81	30105	0	0	0	0	0	3667	360	33772	0	0	923	0	2311	0	5008	25016	1	1231	0	15568	15568	73	3200	0	0	0	3667	
276159																																						0	959	0	0	42688	0	625	0	980	89069	80853	706	81559	0	391	0	0	0	7510	100	89069	0	0	6798	0	250	0	16405	64448	4	1231	0	34833	34442	362	9375	0	0	0	7510	
276355																																						4230	2193	0	4232	0	0	291	147	640	50191	45233	274	45507	0	436	0	0	0	4684	1150	50191	0	0	2384	0	1150	0	10607	34626	1	1231	0	33538	33102	0	5356	0	0	0	4684	
276551																																						8101	2532	695	5072	7908	0	2363	0	2613	95169	78449	285	84254	0	1159	1005	5520	0	10915	100	95169	0	0	6512	0	4144	0	15959	62490	1	1231	0	63829	62670	159	2210	0	0	0	10915	
276579	2000908	550820	729	507259	1305603	8871	177164	82096	1090100	21163200	480292	19918831	997	236374	19514	10531	210000	1243372	15000	21163200	65393	39892	765157	250000	448743	94677	2	-10290	14449687	14213313	-225238	305111	111812	1244369	1875707	0	1875707										21151307	14693588		19906938				10531					65393	39892					2264601	12428987		1231					741642	305111	2497009	111812		
276645																																						1127	3818	0	0	21624	0	2455	755	3257	109335	79593	397	100986	0	809	0	13500	0	8349	250	109335	0	0	4826	0	2900	0	9215	70378	4	1231	0	71092	70283	373	6016	0	0	7496	8349	
276654																																						169	1184	0	0	21766	0	659	877	902	74661	62726	613	63971	0	547	304	0	0	10690	100	74661	0	0	3594	0	6562	374	7886	54840	5	1231	0	48973	48426	434	0	0	632	0	10690	
276775																																						313	327	0	20	888	0	235	0	939	17341	15930	102	16032	0	142	0	0	0	1309	0	17341	0	0	1347	0	0	0	368	15562	1	0930	0	13322	13180	-38	1439	0	0	0	1309	
276850																																						250	22893	7101	0	135647	0	24872	649	19369	690784	519081	4961	613907	0	8528	10387	87871	0	76877	2000	690784	0	0	25960	0	47416	1372	89082	429999	1	1231	0	461072	452544	1501	15700	0	0	1994	76877	
276953																																						0	504	0	0	16661	0	196	0	559	37195	30529	316	30849	0	289	0	4	0	6346	75	37195	0	0	5341	0	925	0	5218	25311	4	1231	0	13954	13665	5	5610	0	0	0	6346	
277053																																						500	1450	28	0	6867	0	668	2322	1077	53834	44743	276	45922	0	583	1408	903	0	7912	300	53834	0	0	2434	0	5060	0	8488	36255	1	1231	0	40097	39514	118	0	0	0	0	7912	
277240																																						75	3456	0	7	17452	215	4484	0	3319	240896	197068	1262	220327	0	1903	94	18200	0	20569	1691	240896	0	0	14969	0	4101	0	25694	171373	1	1231	0	194523	192620	-192	0	19174	800	2997	20569	
277277																																						16839	297	0	3061	0	0	259	0	906	60667	47350	210	53260	0	214	0	5700	0	7408	0	60668	0	0	7408	0	0	0	690	46660	1	1231	0	39519	39305	0	0	0	0	0	7408	
277558																																						7057	1899	0	0	13681	0	2369	1031	885	84723	73025	313	77338	0	698	0	4000	0	7385	445	84723	0	0	5902	0	923	0	8143	64882	4	1231	0	57372	56674	115	1127	0	0	0	7385	
277567																																						39128	8157	0	0	8033	0	3478	940	10514	204869	173757	4293	188050	0	3864	0	10000	0	16818	1521	204868	0	0	13403	0	1820	562	52849	120908	1	1231	0	137921	134057	74	0	0	0	0	16818	
277736																																						13	2673	0	0	12828	0	4055	0	1792	149055	115974	540	130352	0	1014	0	10750	0	18703	411	149055	0	0	16153	0	1841	0	19433	96541	1	1231	0	128708	127694	298	0	0	2335	753	18703	
277820																																						1858	8395	0	145741	53390	0	2769	531	10855	460632	374254	2944	410306	0	3095	0	30000	0	50326	600	460632	0	0	34992	0	14300	1025	22604	351650	1	1231	0	219879	216784	434	19284	0	0	3108	50326	
278078																																						10445	643	0	0	29264	0	842	0	8813	244864	195347	2048	227538	0	2122	0	24500	0	17326	0	244864	0	0	2102	0	15018	0	20628	174719	1	1231	0	196979	194857	206	0	0	0	5643	17326	
