"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
769156																																						0	2504	71	0	31566	0	834	0	1095	87448	74487	594	75081	0	420	0	0	0	12367	250	87448	0	0	4919	0	6500	0	6545	67942	5	1231	0	47948	47528	698	3850	0	0	0	12367	
769334																																						1404	1270	0	0	27974	0	447	0	2092	67007	58100	260	61436	0	562	0	2554	0	5571	400	67007	0	0	2172	0	2600	1235	5212	52888	4	1231	0	32798	32236	399	349	0	0	522	5571	
770068																																						3274	5615	0	0	22383	0	2049	498	1501	81231	73303	376	73679	0	785	0	0	0	7552	262	81231	0	0	6070	0	688	0	8532	64771	1	1231	0	42911	42126	532	3785	0	0	0	7552	
770367																																						150127	30598	206	0	471590	0	6965	12063	86161	2510566	1899270	15513	2274340	0	25541	1435	351775	0	236226	2969	2510566	0	0	193932	2970	27718	38099	440645	1458625	1	1231	0	1738863	1713322	8637	0	0	0	7782	236226	
770433																																						5786	6053	0	0	500	0	2634	5652	1564	211777	190357	1349	191706	0	3937	0	0	0	20071	3104	211777	0	0	-4427	0	21394	0	4659	185698	2	1231	0	183525	179588	0	10000	0	0	0	20071	
770451																																						1079	2144	0	100	11836	0	2466	24	4629	99889	79677	903	92101	0	665	0	9149	0	7788	125	99889	0	0	2698	0	4875	3637	9017	70660	4	1231	0	74639	73974	90	0	0	2372	0	7788	
770545																																						581	1114	0	2049	0	0	250	0	338	22158	18805	56	20261	0	113	0	1400	0	1896	53	22157	0	0	174	0	1669	0	1956	16849	5	1231	0	16470	16357	0	1469	0	0	0	1896	
770639																																						10391	3760	155	0	18277	0	5958	0	1993	163509	141668	827	150308	0	2248	0	5000	0	13201	1200	163509	0	0	7755	0	4200	0	19073	122595	2	1231	0	125223	122975	46	0	0	0	2813	13201	
770657																																						4981	8483	1047	0	75855	598	20831	1351	14418	663113	554420	4547	591159	0	4452	16536	18000	0	71954	600	663113	0	0	31618	0	39042	0	80533	473887	1	1231	0	489892	485440	694	33573	0	0	14192	71954	
770853																																						0	3701	0	0	34764	0	5609	1842	4511	225672	191241	1071	205885	0	1826	0	9500	0	19787	275	225672	0	0	13708	0	5220	4028	28173	163068	6	1231	0	165613	163787	584	7430	0	0	4073	19787	
771047																																						7251	1035	0	0	8764	0	412	0	1561	43729	38520	155	40130	0	145	0	0	0	3599	300	43729	0	0	1455	0	1695	0	5461	33059	4	1231	0	24851	24706	149	0	0	775	680	3599	
771140																																						4660	4737	0	0	86382	0	5340	300	6542	255463	226799	1685	236033	0	1232	0	5050	0	19430	200	255463	0	0	18291	0	300	0	19739	207060	2	1231	0	134186	132954	639	14548	0	0	2499	19430	
771458																																						59896	11695	0	0	102955	0	20942	0	14591	611668	500953	6782	563867	0	7194	0	12633	0	47801	2000	611668	0	0	27490	0	14900	10565	157168	343785	1	1231	0	398218	391024	3411	0	0	0	43499	47801	
771609																																						2	6428	2974	0	107841	0	12510	0	30983	659552	500040	12437	608615	0	3556	0	86138	0	50937	543	659552	0	0	16576	0	37673	0	31581	468459	2	1231	0	501997	498441	-3855	373	0	0	10000	50937	
771636																																						3370	1211	0	0	11690	0	3640	1022	1548	124364	114439	539	114978	0	1321	0	0	0	9386	345	124364	0	0	5837	0	3730	0	14524	99915	2	1231	0	103204	101883	-526	0	0	0	0	9386	
771748																																						0	1816	0	0	41711	0	749	727	1213	90068	73734	294	76403	0	343	0	2375	0	13665	200	90068	0	0	12252	0	1300	0	21894	51840	5	1231	0	38422	38079	-87	5773	0	0	0	13665	
772008																																						1765	9636	127	0	247366	0	11168	0	40233	955371	638254	18304	875519	0	5647	4115	190000	0	79852	1	955371	117	0	77007	0	9	0	76385	561869	1	0930	0	632455	626808	2835	14036	0	0	28961	79852	
772240																																						5593	3082	129	0	9394	0	1557	155	1130	91193	78235	432	83427	0	286	0	3815	0	7766	750	91193	0	0	4407	0	2550	79	13193	65042	2	1231	0	60555	60269	59	9805	0	0	945	7766	
772446																																						0	8273	0	0	0	0	183	0	3066	19117	531	2707	3238	0	0	0	0	0	15879	1450	19117	0	0	12222	0	2207	0	531	0	2	1231	0	1	1	0	0	7594	0	0	15879	
772558																																						44	3076	11	0	17817	131	916	4930	3967	223638	190991	1822	204156	0	3026	564	11343	0	19482	500	223638	0	0	5272	0	13502	0	15402	175589	2	1231	0	193208	190182	208	2000	0	0	0	19482	
772745																																						0	1133	0	27653	5953	0	801	0	286	43896	38392	196	38622	0	334	0	34	0	5274	1000	43896	0	0	3064	0	1123	0	11464	26928	1	1231	0	8404	8070	87	0	0	0	0	5274	
772754																																						0	2666	0	642	9502	0	836	99	732	56900	51514	207	51721	0	442	0	0	0	5179	50	56900	0	0	4805	0	250	0	7295	44219	8	1231	0	40584	40142	74	2281	0	0	0	5179	
773032																																						0	10508	0	0	38667	0	1009	462	2833	119639	92898	312	106210	0	915	0	13000	0	13429	200	119639	0	0	6416	0	7000	0	13551	79346	2	1231	0	67075	66160	-187	0	0	0	0	13429	
773247																																						18030	9095	2537	0	77753	0	10460	1128	15018	573679	486035	3223	517854	0	4031	5537	10565	0	55825	400	573679	0	0	19374	0	35437	1136	58833	427202	2	1231	0	436507	432476	614	509	0	0	18031	55825	
773443																																						74	12127	879	0	112041	0	6179	0	4712	355087	302997	1863	315102	0	1772	3496	0	0	39985	963	355087	0	0	36673	0	963	2423	36483	266514	3	1231	0	202083	200311	1386	12845	0	0	10242	39985	
773546																																						0	3865	0	9502	16622	0	1608	746	2438	108169	87163	454	94917	0	2532	0	2000	0	13252	200	108169	0	0	-220	0	14310	0	12102	75061	2	1231	0	75920	73388	-1038	0	0	5300	0	13252	
773742																																						10737	7001	543	10389	40617	0	6100	1671	8767	263244	240084	5331	245578	0	2171	0	163	0	17666	3000	263244	0	0	13232	0	3000	2255	36260	203824	1	1231	0	166130	163959	-1566	11205	0	0	0	17666	
774105																																						7285	2412	69	0	92684	0	2215	0	13414	248962	160926	3792	233151	0	1334	0	66903	0	15811	500	248962	0	0	18031	0	0	0	14485	146441	1	1231	0	124533	123199	-2720	7684	0	0	1530	15811	
774132																																						57	6400	0	0	29109	0	16373	2832	4159	322135	265209	8962	295876	0	3165	254	16978	0	26259	500	322135	0	0	17835	0	8310	49543	63921	201288	1	1231	0	216573	213408	-386	0	0	4727	0	26259	
774235																																						10	5641	0	25	9824	0	792	286	5658	101155	84166	1666	92832	0	613	0	7000	0	8323	550	101155	0	0	6308	0	1418	0	8137	76029	1	1231	0	75942	75329	47	3590	0	0	0	8323	
774253																																						1778	1741	0	2581	2821	0	981	267	1048	51605	47343	72	47415	0	470	0	0	0	4190	312	51605	0	0	1658	0	2188	0	4963	42380	1	1231	0	40158	39688	32	700	0	0	0	4190	
774262																																						107796	20681	2962	0	67764	0	32962	88	18892	760855	668355	3910	672265	0	5673	12622	0	0	88590	250	760855	0	0	1778	0	86142	309	54268	614087	2	1231	0	487372	481699	420	15080	0	0	0	88590	
774347																																						237	2641	291	14569	13359	0	1003	35	2082	107911	87664	518	99346	0	954	0	8170	0	8565	122	107911	0	0	5564	0	2857	0	5903	81761	4	1231	0	74592	73638	22	56	0	2994	0	8565	
774655																																						4182	911	0	0	10420	0	704	112	548	50415	44081	154	46485	0	331	0	2100	0	3930	150	50415	0	0	3389	0	200	0	6955	37126	4	1231	0	33869	33538	191	0	0	150	0	3930	
774851																																						2580	712	0	0	1810	0	426	337	226	19648	17528	134	17872	0	180	0	210	0	1776	50	19648	0	0	1493	0	195	0	4720	12808	4	1231	0	12240	12060	38	1497	0	0	0	1776	
775054																																						295	4612	0	0	36197	0	2471	44	4421	187368	136717	1350	165276	0	2221	3	27209	0	22092	261	187368	0	0	11063	0	10078	0	20030	116687	4	1231	0	141521	139300	690	25	0	0	0	22092	
775214																																						671	38846	0	141742	328868	0	87994	989	42368	2113638	1670884	10813	1968222	0	16231	0	286525	0	145416	6491	2113638	0	0	50954	974	101602	42055	71939	1598945	2	1231	0	1446336	1430105	-14605	0	0	0	0	145416	
775241																																						4741	6336	0	0	18628	0	305	4	502	50220	43093	421	44029	0	336	0	0	0	6191	1800	50220	0	0	2335	0	1800	0	4995	38098	4	1231	0	19260	18924	256	780	0	0	515	6191	
775456																																						7	5209	2278	43573	94738	0	10765	899	18865	571424	453920	3960	519783	0	3085	4078	32000	0	51641	1900	571424	0	0	16395	0	31948	748	58429	395491	2	1231	0	393349	390264	1398	0	0	10500	19403	51641	
775540																																						1835	2103	0	21608	0	0	266	0	736	47604	40231	131	40362	0	202	0	0	0	7242	250	47604	0	0	6742	0	250	0	7494	32737	2	1231	0	17874	17672	0	3384	0	0	0	7242	
775755																																						0	3022	0	0	28629	0	6804	139	2848	119763	108576	1006	109582	0	1404	0	0	0	10181	250	119763	0	0	8335	0	1375	0	20345	88232	1	1231	0	78675	77271	221	1050	0	0	0	10181	
776248																																						2616	1634	534	0	9607	0	2634	192	3028	68926	59955	1002	60957	0	628	0	0	0	7969	320	68926	0	0	5195	0	2430	0	5523	54432	1	1231	0	48627	47999	24	682	0	0	0	7969	
776275																																						2934	212	0	3725	65	0	108	107	1112	28474	25342	71	25413	0	159	0	0	0	3061	0	28474	0	0	3062	0	0	0	679	24663	1	0630	0	20370	20211	-1	0	0	0	0	3061	
776350																																						589	10971	0	239	77517	0	8678	1187	9967	403073	281788	1425	372166	0	3473	0	40500	0	30907	1000	403073	0	0	28357	0	1008	0	72653	209135	2	1231	0	266987	263514	542	30411	0	33682	14771	30907	
776369																																						0	8425	0	8075	35306	0	4242	0	778	85899	78170	332	78502	0	204	0	0	0	7397	1200	85899	0	0	1679	0	4400	0	20718	57452	4	1231	0	25277	25073	118	4000	0	0	0	7397	
776547																																						1162	3991	0	0	27395	0	451	0	1455	126124	106682	606	114074	0	157	0	6786	0	12050	1000	126124	0	0	10022	0	1000	0	27756	78926	1	1231	0	82768	82611	28	5059	4000	0	0	12050	
776659																																						1100	8129	0	1	15531	0	6050	1999	4051	165524	150960	1097	152057	0	1866	0	0	0	13467	494	165524	0	0	12230	0	249	0	48615	102345	4	1231	0	111864	109998	494	18665	0	0	0	13467	
776734																																						0	3976	0	1909	15323	0	1154	252	1621	56605	51861	443	52304	0	685	0	0	0	4301	213	56605	0	0	179	0	3787	0	7936	43925	1	1231	0	33055	32370	122	0	0	0	0	4301	
776752																																						534	767	0	0	1986	0	800	25	398	32726	30067	72	30439	0	854	0	300	0	2287	120	32726	0	0	-676	0	2837	0	3889	26178	4	1231	0	26985	26131	6	2085	0	0	0	2287	
777254																																						0	2511	0	2939	6637	0	673	864	677	48295	40773	89	43862	0	1286	238	3000	0	4433	25	48295	0	0	1361	0	2975	0	3855	36918	4	1231	0	35042	33756	72	0	0	0	0	4433	
777366	50854	6436	0	13398	66286	0	5410	11971	24378	742970	9886	680839	0	8551	0	79000	0	62131	10050	742970	0	0	41113	0	9132	0	1	0	569788	561237	1836	0	0	62131	5143	6	5137										737693	586810		675562				79000											55206	531604		1231					3000	0	0	0		
777441																																						1014	1595	0	0	12114	0	633	0	1684	58647	50502	332	52834	0	525	0	0	0	5813	400	58647	0	0	3500	0	1750	139	5684	44818	5	1231	0	36781	36256	163	5212	0	0	2000	5813	
777553																																						3794	2129	0	591	14544	0	382	0	1380	58788	52072	257	52329	0	375	0	0	0	6459	116	58788	0	0	3198	0	2900	0	8091	43981	4	1231	0	32631	32256	245	3712	0	0	0	6459	
777870																																						24201	2150	143	138	9911	0	3006	103	6660	184080	162031	1368	163399	0	947	0	0	0	20681	0	184080	0	0	20642	0	0	0	19169	142862	1	1231	0	138715	137768	39	0	0	0	0	20681	
777964																																						280	854	0	0	307	0	112	0	136	12477	11404	99	11503	0	204	0	0	0	974	50	12477	0	0	470	0	450	0	968	10436	4	1231	0	10992	10788	4	0	0	0	0	974	
778466																																						9517	23598	0	8	229174	0	13415	0	26344	990752	803299	2546	906820	1268	7505	0	58218	0	82664	1000	990752	0	0	52428	0	25517	0	312315	490984	2	1231	0	691201	683696	3719	5000	0	6350	36407	83932	
778738																																						0	13129	1193	0	133379	2957	8454	1478	40001	660489	498806	19721	593593	0	7696	2374	62958	0	66896	28604	660489	0	0	42248	0	0	11380	56110	442696	1	1231	0	453840	446144	-3956	0	0	0	12108	66896	
779016																																						1387	3468	75	0	62060	37	5691	0	10937	278900	213549	3530	250267	0	2016	0	27632	0	28633	180	278900	1534	0	25011	0	2600	0	24420	189129	2	1231	0	187101	185085	842	8626	0	0	5556	28633	
779351																																						9	30758	12990	0	116094	0	21637	3864	26176	885498	660520	22526	771109	0	10574	23804	38588	0	114388	3015	885497	0	0	67222	0	43294	28418	104913	555607	2	1231	0	594394	583820	857	37928	0	31623	17852	114388	
779360																																						0	5338	121	0	68680	0	9510	1934	5266	325385	286829	698	294388	0	2704	0	6861	0	30997	1662	325385	0	0	9557	0	19191	616	34750	252079	1	1231	0	227509	224805	587	9115	0	0	0	30997	
779539																																						0	52757	5789	75331	104465	0	48101	3724	25692	1224762	1021605	5147	1031752	0	16627	74945	5000	0	193010	1400	1224762	0	0	19037	0	172484	4160	130684	890921	2	1231	0	846425	829798	89	0	0	0	0	193010	
779641																																						765	963	0	0	5886	0	455	376	425	39774	32219	92	32811	0	323	0	500	0	6963	330	39774	0	0	4620	0	1800	0	3203	29016	1	1231	0	31227	30904	213	0	0	0	0	6963	
779650																																						21405	3871	262	2679	0	0	4008	373	2422	199855	164244	361	181845	0	1734	326	14000	0	18010	120	199855	0	0	15260	0	2630	0	17483	146761	4	1231	0	166178	164444	0	65	0	3240	0	18010	
779968																																						50124	11099	0	0	178257	0	766	0	12029	749322	571453	4204	660307	0	11262	0	84650	0	89015	69500	749322	0	0	15853	0	1500	0	35487	535966	1	0331	0	508309	497047	2162	0	0	0	0	89015	
780049																																						2178	1833	0	6708	10653	0	672	87	3508	73055	65556	716	66376	0	587	0	104	0	6679	200	73055	0	0	2135	0	4300	0	8448	57108	4	1231	-104	43928	43341	148	4075	0	0	0	6679	
780218																																						11750	18124	1011	0	136131	0	8810	265	21259	622108	472548	5890	562242	0	3667	7282	71374	0	59866	840	622108	0	0	40374	0	17764	238	38509	434039	1	1231	0	420805	417138	888	100	0	0	12430	59866	
780263																																						13127	9839	0	11083	31450	0	3830	0	2912	169487	146529	1090	147619	0	1218	0	0	0	21868	400	169487	0	0	20251	0	600	275	43080	103448	1	1231	0	96689	95471	617	1500	0	0	0	21868	
780562																																						12579	3772	0	27443	37665	16788	5204	13430	15036	235238	162984	4679	210063	794	3012	0	42400	0	24381	2287	235238	0	0	10275	0	11599	0	27549	135435	1	1231	0	106333	103321	220	0	0	0	0	25175	
780722																																						4296	8810	46	8134	21010	0	8325	3417	12820	439782	349920	1550	405314	0	3574	0	53844	0	34468	4173	439782	0	0	23720	0	6278	0	49052	300868	2	1231	0	369811	366237	297	6687	0	0	0	34468	
780955																																						1	1893	961	0	17407	0	4792	267	1152	130015	115545	927	116472	0	1017	1592	0	0	13543	120	130015	0	0	5391	0	8216	0	12893	102652	4	1231	-509	95289	94272	325	7678	0	0	0	13543	
781028																																						31143	20254	18864	143464	188950	381	31854	22672	21618	1366963	1107468	50858	1196226	0	11543	34285	37900	0	170737	6119	1366963	0	0	15203	0	147600	386	6689	1100779	2	1231	0	830168	818625	1815	34467	0	0	0	170737	
782016																																						0	12293	0	0	26165	0	3297	136	1356	111260	90047	1047	91126	0	645	2521	32	0	20134	600	111260	0	0	13753	0	5500	0	12259	77788	2	1231	0	65637	64992	281	500	0	0	0	20134	
782351																																						2414	2429	0	216	15226	0	5067	1387	1573	114063	102913	350	103263	0	1220	0	0	0	10800	350	114063	0	0	9577	0	600	0	17648	85265	5	1231	0	83971	82751	273	3000	0	0	0	10800	
782548																																						85	1318	0	0	19361	0	381	0	730	46861	32340	153	38087	0	437	0	1194	0	8774	400	46861	0	0	7211	0	900	0	5658	26682	4	1231	0	25278	24841	263	145	0	0	4400	8774	
782650																																						0	3504	2076	0	12976	0	2153	0	1664	89728	63437	1297	73238	0	1359	7547	2035	0	16490	836	89728	0	0	51	0	15454	0	23955	39482	1	1231	0	52867	51508	149	8300	0	0	6469	16490	
783161																																						2500	33792	908	0	47522	1529	7707	3657	27333	688400	590607	5734	610322	0	14463	0	13981	0	78078	23506	688400	0	0	37600	0	16977	5159	165810	424797	1	1231	0	495046	480583	-5	77710	0	0	0	78078	
783246																																						1800	2810	499	2047	27343	0	1956	0	3020	144239	112581	612	124372	0	673	0	9677	0	19867	240	144239	0	0	16816	0	2660	0	19255	93326	4	1231	0	102881	102208	151	2556	0	0	1502	19867	
783349																																						2075	707	0	2322	0	0	1899	89	379	30510	27621	110	27731	0	175	0	0	0	2778	100	30509	0	0	1678	0	1000	0	4005	23616	6	1231	0	21900	21725	0	1314	0	0	0	2778	
783648	9882	53032	395	190343	75023	379	23659	2882	92608	1957283	13864	1833482	0	19565	0	95000	0	123801	1028	1957283	0	0	132302	0	36673	16670	2	0	1511975	1492410	-46202	0	14162	123801	0	0	0										1957283	1710456		1833482				95000											158304	1552152		1231					0	0	0	14162		
783844																																						0	27975	31	51789	40582	0	10586	2933	11529	602754	533270	2403	535673	0	5774	2	0	0	67081	1250	602754	0	0	57437	0	9000	7321	55510	477760	2	1231	0	455219	449445	-606	561	0	0	0	67081	
783910																																						223	3280	21	0	23480	0	3821	231	2091	140761	119015	199	127690	0	1549	0	8476	0	13071	554	140761	0	0	6250	0	5915	0	10545	108470	2	1231	0	98454	96905	352	10709	0	0	0	13071	
783956																																						840	1273	0	0	8685	0	131	262	249	19941	16143	40	16183	0	367	0	0	0	3758	100	19941	0	0	1610	0	2000	0	2671	13472	1	1231	0	8559	8192	48	309	0	0	0	3758	
783965																																						0	1949	0	2198	711	0	796	3	535	32600	29217	181	29398	0	118	0	0	0	3202	1100	32600	0	0	998	0	1100	0	9459	19758	1	1231	0	22726	22608	4	3800	0	0	0	3202	
784159																																						0	4722	0	3	15515	0	1855	0	647	83866	67920	238	68158	0	1522	0	0	0	15708	225	83866	0	0	15365	0	325	0	7406	60514	7	1231	0	56593	55071	-207	6053	0	0	0	15708	
784430																																						373	8401	56	0	32500	0	1366	33	5060	100612	86874	1524	88398	0	1104	2895	0	0	12214	1200	100612	0	0	5695	0	5800	0	15864	71010	4	1231	0	51032	49928	-481	0	0	0	0	12214	
784944																																						570	1435	0	0	11366	0	664	278	1145	57060	46035	187	46925	0	605	0	650	0	10135	200	57060	0	0	8301	0	1530	0	4279	41756	5	1231	0	40227	39622	104	1980	0	0	53	10135	
785062																																						1236210	58442	8956	0	1465105	911	82370	9911	382061	9208556	6461238	116049	8374928	0	144307	128710	1334357	121000	833628	60005	9208556	205450	0	644792	0	113116	20638	1180088	5281150	2	1231	0	5754099	5609792	15715	0	0	7700	334584	833628	
785147																																						456	15448	0	3413	91424	0	14316	824	5756	475120	344145	1043	427717	0	4409	0	48286	0	47403	500	475120	0	0	41516	0	4540	0	117665	226480	1	1231	0	339655	335246	847	8237	0	0	34243	47403	
785259																																						16718	30134	560	0	108708	0	60063	6242	49605	1828202	1613105	9125	1680730	0	28447	7817	58500	0	147472	120	1828202	0	0	53541	0	95416	57720	178076	1435029	2	1231	0	1451412	1422965	-1605	67670	0	0	0	147472	
785857																																						23853	12132	0	11554	7980	0	5432	320	1304	145452	129350	728	132023	0	1041	0	316	0	13429	1000	145452	0	0	8260	0	4000	0	42361	86989	1	1231	0	81568	80527	169	2350	0	0	1629	13429	
785923																																						7503	17381	492	4713	158654	0	15269	39	21446	675149	592145	2934	615842	0	2468	5915	20763	0	59307	10560	675149	0	0	27511	0	20730	0	83195	508949	1	1231	0	446205	443737	506	0	0	0	0	59307	
785932																																						259	5014	0	0	22726	1066	5260	1399	2882	197845	170443	925	176618	0	1509	0	4500	0	21227	1324	197845	0	0	13068	0	7089	0	24342	146101	1	1231	0	148513	147004	-254	12235	0	0	750	21227	
785950																																						28	2820	0	0	14377	0	8161	1218	5393	222305	177065	1516	202544	0	1743	0	23963	0	19761	960	222305	0	0	17534	0	1000	2111	28896	148169	5	1231	0	180538	178795	267	9402	0	0	0	19761	
786210																																						10000	12188	0	1248	169302	305	9998	801	25994	920451	738236	8744	845617	0	6843	0	78699	0	74834	4000	920451	0	0	60861	0	9550	2598	25291	712945	2	1231	0	694860	688017	423	0	0	443	19495	74834	
786256																																						440	740	0	0	6611	0	174	0	302	26737	24151	109	24260	0	169	0	0	0	2477	144	26737	0	0	1643	0	512	0	3501	20650	4	1231	0	17409	17240	178	1230	0	0	0	2477	
786340																																						501	7265	0	25609	42523	952	5310	27	6845	220814	189524	951	197207	0	1860	3332	6732	0	23607	715	220814	0	0	4634	0	18806	0	21754	167770	1	1231	0	119285	117425	-548	11025	0	0	0	23607	
786443																																						4473	338	100	0	6506	0	595	574	516	48091	35061	2507	41568	0	511	2333	4000	0	6523	120	48091	0	0	528	0	5869	0	7726	27335	6	1231	0	26380	25869	6	6787	0	0	0	6523	
786555																																						5047	2111	0	0	40419	0	2561	645	5150	154417	125874	2194	139882	0	1469	0	10900	0	14535	900	154417	0	0	6766	0	6100	1419	16924	108950	4	1231	0	98413	96944	769	121	0	0	914	14535	
786612																																						40368	6186	390	0	41723	0	11946	1209	17607	564992	451823	5614	514755	0	6264	1016	50910	0	50237	3208	564992	0	0	11374	0	35070	0	52059	399764	1	1231	0	448951	442687	585	1860	0	0	6408	50237	
786733																																						23	3773	0	24359	38417	0	8004	1623	8615	235631	203823	2946	216642	0	1803	0	9333	0	18989	2931	235631	0	0	15103	0	2931	0	11372	192451	1	1231	-159	152599	150796	-1817	21	0	0	540	18989	
786742																																						27800	2231	2233	0	43329	0	9068	213	7456	289203	226898	3573	255081	0	1576	13738	10251	0	34122	2462	289203	0	0	14189	0	19670	0	27109	199788	2	1231	0	184711	183135	-2199	0	0	0	14359	34122	
786948																																						572	2992	0	0	35781	0	1153	0	1581	106155	89988	222	92423	0	530	0	2200	0	13732	150	106155	0	0	12252	0	750	0	7985	82003	4	1231	0	60670	60140	580	3936	0	0	13	13732	
787141																																						955	1043	433	1687	11470	0	576	126	2059	60437	38539	263	53903	0	462	2202	15101	0	6534	200	60437	0	0	-12	0	6670	0	4346	34193	4	1231	0	39812	39350	-324	536	0	0	0	6534	
787253																																						32139	12032	0	0	126254	0	11291	61	15095	639196	541761	5302	586663	0	4070	0	39500	0	52533	1100	639196	0	0	44793	0	5650	1766	76869	464892	2	1231	-2400	444628	440558	3390	0	0	100	0	52533	
787440																																						1615	1011	0	0	31797	0	880	30	1306	85432	71376	384	73347	0	515	4020	1587	0	12085	200	85432	0	0	99	0	11650	0	7636	63740	3	1231	0	42444	41929	136	2844	0	0	0	12085	
787459																																						980	1473	0	115	3159	0	2425	0	1030	49339	40983	436	43013	0	1036	0	1500	0	6326	100	49339	0	0	2675	0	3525	0	7648	33335	4	1231	0	35886	34850	26	5307	0	0	94	6326	
787842																																						160	3502	0	0	29839	0	749	1019	4766	142677	118433	805	125626	0	1454	0	6000	0	17051	240	142677	0	0	15270	0	1260	0	13376	105056	4	1231	0	102510	101056	281	1586	0	0	388	17051	
788559																																						476	1324	0	61	59483	0	604	0	1704	124869	81480	1365	88344	0	1341	0	248	0	36525	270	124869	0	0	34275	0	1430	0	6065	75415	9	1231	0	62333	60992	550	225	0	0	5251	36525	
788652																																						1924	2237	0	2224	5286	0	4878	1629	3290	99227	88861	422	91724	0	1731	0	2441	0	7503	112	99227	0	0	1141	0	6187	0	10296	78565	4	1231	0	78963	77232	63	527	0	0	0	7503	
789051																																						74	525	0	103	10722	0	88	123	1242	25288	21909	108	22817	0	121	0	800	0	2471	100	25288	0	0	1816	0	300	0	7279	14630	4	1231	0	11247	11126	255	1285	0	0	0	2471	
790150																																						1	1052	0	0	4945	0	1400	745	1442	53427	47203	583	48786	0	458	0	1000	0	4641	290	53427	0	0	2784	0	1530	0	4306	42897	4	1231	0	42198	41740	37	2102	0	0	0	4641	
790271																																						9426	1684	102	56091	9427	272	3608	0	4093	200429	168339	2650	176989	0	684	0	6000	0	23440	0	200429	0	0	23258	0	0	0	7080	161259	1	1231	0	116410	115726	182	0	0	0	0	23440	
790534																																						594	20661	23588	124	436807	0	23682	157	55837	2106241	1304318	13420	1704643	0	28440	198364	225449	0	401598	2690	2106241	0	0	-4325	0	403161	0	237212	1067106	1	1231	0	1335209	1306769	72	39658	0	0	161456	401598	
790543																																						0	9597	246	0	112885	0	15616	8874	17124	631640	442534	2490	578024	0	8632	4666	133000	0	53616	600	631640	0	0	24660	0	26903	1031	69446	373088	2	1231	0	435475	426843	1453	34758	0	0	0	53616	
790703																																						2066	2692	602	0	25715	0	3189	482	13191	294961	187981	7436	271702	0	1971	0	76285	0	23259	1100	294961	0	0	13602	0	10060	0	18503	169478	2	0630	0	248995	247024	-1503	0	0	0	0	23259	
790721																																						19	12945	431	0	155354	2022	20432	943	36499	1096877	861971	3346	1023494	0	11142	15970	124643	33000	73383	10195	1096877	0	0	43375	0	33903	0	87610	774361	1	1231	0	829095	817953	-14090	34309	0	0	534	73383	
790851																																						302	2846	441	0	22118	53	6008	4656	6237	303349	227583	5295	274637	0	2672	2635	41759	0	28712	225	303349	0	0	-1322	0	29475	0	13061	214522	2	1231	0	252725	250053	334	8000	0	0	0	28712	
790918																																						4469	10449	1999	2986	223231	0	9726	939	44663	723528	543730	8580	650158	0	5202	19133	82455	0	73370	5867	723528	0	0	31987	0	42242	7892	59422	484308	1	1231	0	403243	398041	-6726	0	0	0	15393	73370	
791072																																						1615	4066	55	0	30176	875	2467	29	2626	116039	104177	597	104894	0	704	670	120	0	11145	532	116039	0	0	5506	0	4169	2295	15625	88551	2	1231	0	66024	65320	938	5845	0	0	0	11145	
791205																																						39	1561	0	22314	0	0	350	0	733	54544	47416	65	47481	0	472	0	0	0	7063	103	54544	0	0	6857	0	103	0	8438	38978	1	1231	0	26150	25678	0	3869	0	0	0	7063	
791353																																						20	2005	0	729	4225	0	5970	1420	1935	112977	92821	511	103463	0	2470	0	10131	0	9514	60	112977	0	0	3432	0	5965	218	13689	79132	4	1231	0	98925	96455	57	0	0	0	0	9514	
791474																																						49214	18279	8522	214185	86183	0	39706	22179	96177	1907894	1349440	8293	1832691	0	29683	0	474958	0	75203	523	1907894	0	0	-2775	0	120047	9145	83182	1266258	2	1231	-714	1392854	1363171	-41878	1133	0	0	0	75203	
791746																																						1400	1219	0	1440	6897	0	368	35	631	37043	32348	128	32902	0	309	0	59	0	4141	120	37043	0	0	3002	0	880	0	5589	26759	4	1231	0	22999	22690	139	2363	0	0	367	4141	
791821																																						27380	4920	0	0	38887	0	2381	0	1313	273399	224301	697	237827	0	1033	0	0	0	35572	365	273399	0	0	33607	0	1459	0	55167	169134	1	1231	0	199551	198518	141	0	0	0	12829	35572	
