"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RIADG377	
442057																																																										0	238	0		887	0			1536	0	265	0	0	3932	0	0	0	789	0	0	1191	12	0	272	362	117	0	145	1034	660	619	219	215								0	0			0	0	0	217	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
442244																																																										0	15844	170		17405	0			12489	0	1207	0	1191	66815	0	0	0	11162	332	1442	18579	390	1814	5436	1796	539	1187	10088	7413	17858	15382	3963	674								0	91			0	0	378	115	3806	2609			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		24146		0	16								
442655																																																										0	1115	6		735	0			7239	0	7133	0	601	18758	0	0	0	1200	0	0	8525	0	982	46	85	61	0	1605	6105	4210	3375	1573	690								0	0			0	0	49	0	0	594			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	86								
442758																																																										0	8434	0		20340	0			3667	0	1859	0	0	36232	0	0	0	1360	0	0	16063	253	215	451	32	295	95	12984	4855	6652	6426	2580	1320								0	0			0	0	0	0	0	466			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		361		0	106								
442776																																																										0	0	33791	425	0	0	17832	0	17832	42731	268	0	0	719508	0	0	0	377220	25559	20196	169191	1230	1604	15009	5234	83588	270555	194744	21902	18015	42672	40480	12437	0	0	0	0	0	0	0	0	30	0		0	0	46939	68265	32045	74403	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	425								
442806																																																										0	65	8248	0	0	0	34020	0	34020	10494	440	0	0	204369	0	0	0	57201	675	19584	22570	764	2048	16487	1379	13640	21727	27608	9413	39355	27718	23689	16444	0	0	0	0	0	0	0	107	185	0		0	0	5346	420	44925	40202	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	2041	0	2041								
443148																																																										0	14545	728		10108	0			21256	1157	3613	0	642	83915	0	0	0	15756	1507	3585	21175	937	377	1169	644	6259	6200	6441	17004	9667	13088	15240	5372								0	8			0	0	375	182	5540	8474			0			0	179																									0	0	0	0	0	0	0	0	0	0	0	0		27115		0	24								
443205																																																										0	21	22043	0	0	4248	94484	0	94484	127832	9489	0	1449	1866332	0	35143	647	1056031	11778	120327	67012	18961	45725	25861	24296	185389	736117	211665	25602	138029	211145	168744	42511	0	0	0	0	0	0	0	0	716	0		10662	6873	22898	29631	226944	227609	0	35143	0			6911	12780																									277447	275042	0	32011	32577	0	4032	4349	0	41344	41938	0		881127	264	0	264								
443353																																																										0	15364	0		9039	0			4573	506	2525	0	825	53258	0	0	0	11413	0	0	26304	1233	2685	5289	1198	425	205	5713	16673	13626	3169	2298	268								80	0			0	0	187	0	7384	1317			0			0	343																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	45								
443625																																																										0	3570	385		2196	364			2469	0	802	0	1800	27854	0	0	2469	7445	33	4668	4439	567	3335	665	212	1124	1504	8079	4891	4321	1236	1768	0								31	0			0	0	0	434	5915	2771			0			0	79																									0	0	0	0	0	0	0	0	0	0	0	0		7445		0	3								
443634																																																										0	2815	327		4009	0			5895	214	3771	0	417	34431	0	0	0	12048	567	0	9002	358	699	3250	3518	3436	400	5404	2835	5831	5268	2731	182								319	33			0	0	296	272	3440	8			0			0	79																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
444051																																																										0	3137	0		6764	0			5743	0	8163	0	2231	42986	4	0	0	4564	0	2452	9055	142	161	222	457	2611	955	3920	7056	5611	8325	7100	6316								0	0			0	0	832	796	1839	8824			0			0	16																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	97								
444350																																																										0	50	4323		56	0			15939	0	3564	0	0	113478	65	0	0	8868	2464	8434	22421	796	519	1586	3332	2551	68	8224	19372	28231	34009	9203	5636								0	327			0	0	4638	17066	29911	26326			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	1672	0		0	11							0	
444556																																																										0	16813	0		22769	0			10817	112	2201	0	603	79126	60	0	0	8312	84	1034	31174	319	870	2358	1583	159	3023	26757	11345	18965	10613	1411	1134								0	92			0	0	858	1720	7871	6835			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	99								
444677																																																										0	0	160		0	0			0	0	124	0	0	27529	0	0	0	22818	0	4898	157	653	2462	898	951	6644	11047	0	178	5	38	1716	2774								0	0			0	0	1945	1088	0	1394			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
444958																																																										0	11400	0		4055	0			5052	395	2618	0	243	54277	0	0	0	18654	92	0	26048	1644	4436	9841	2239	286	107	4326	15642	9022	1340	2051	2198								0	20			0	0	198	210	9716	1605			0			0	97																									0	0	0	0	0	0	0	0	0	0	0	0		18036		0	19								
445852																																																										0	9131	6		6834	0			2642	676	2411	0	283	30117	40	0	0	3147	175	1048	5776	54	28	258	524	1982	302	3415	5073	4024	5000	7473	1253								0	0			0	0	20	707	1362	2754			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	9								
445955																																																										0	8201	148		3970	1471			19162	0	15090	0	1780	114310	0	0	0	33307	1092	30640	24621	4894	13589	12726	739	639	238	28587	21468	23834	4912	844	731								0	0			0	0	2794	2762	10181	15823			0			0	302																									0	0	0	0	0	0	0	0	0	0	0	0		114310		0	0								
446130																																																										0	1975	0		966	0			8581	814	5563	0	2723	43958	0	0	0	7694	164	5600	14571	453	473	1175	658	3595	1339	5631	11003	7384	4880	5767	1182								0	0			0	0	2026	2057	9102	2265			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	28								
446149																																																										0	3185	0		777	663			6889	918	3751	0	4	27220	0	0	0	8583	33	4285	3270	305	449	334	1156	3385	2941	2178	1033	4179	6619	3514	955								0	0			0	0	204	0	1203	774			0			315	0																									0	0	0	0	0	0	0	0	0	0	0	0		8819		0	899								
446336																																																										0	7953	7846	0	14	12497	32313	0	32313	15782	3645	0	0	398814	152	2340	0	88299	10522	30115	189242	16049	16457	34998	56	20	1908	78217	79231	103766	5268	6846	5991	0	0	0	0	0	0	0	0	676	0		0	0	28265	61286	130258	9428	0	2340	0			7789	1779																									0	0	0	0	0	0	0	0	0	0	0	0	15290	63963	339	0	339							95	
446877																																																										0	0	0		0	142			28992	17124	31182	0	621	208205	0	0	0	99787	574	38928	10265	3633	24057	19923	6112	22225	12650	23398	11828	15262	14170	24059	16036								0	98			0	0	738	2831	15629	10592			0			2799	7590																									0	0	0	0	0	0	0	0	0	0	0	0		112150		0	37								
447034																																																										0	3105	0		2037	0			4899	0	11283	0	16	52720	12	0	0	25828	0	1758	17658	2983	2675	8598	2209	9161	0	11307	4531	6436	2370	1886	0								0	0		0	0	0	895	0	4391	121			0			0	180																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	157								
447070																																																										0	0	53	0	0	0	0	0	0	9383	0	0	0	210632	261	0	0	198968	578	8692	299	976	5958	1872	1617	71562	109441	9277	389	43	102	1750	302	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1911	0	0	0			622	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0								
447100																																																										0	4	15099	0	1614	70	13293	0	13293	17776	7677	0	0	272725	0	0	786	145617	26499	86478	7361	11426	38171	26318	11367	15856	36146	39253	4822	18123	18030	28667	13077	0	0	0	0	0	0	0	0	198	0		0	0	2031	7409	15054	19018	0	0	0			839	3274																									0	0	0	0	0	0	0	0	0	0	0	0		30721	1436	0	1436								
447342																																																										0	3722	0		295	0			3756	0	1017	0	0	37435	0	0	0	17118	0	73	5806	260	482	383	947	14889	0	3107	2036	4199	5180	5598	132								0	0			0	0	236	0	2784	8507			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
447557																																																										0	1632	9012		681	0			15838	1464	938	0	824	87235	0	370	0	18950	2461	0	30680	1560	3672	12860	95	0	763	23374	10397	28592	3548	1755	596								219	32		0	0	0	1399	5549	18120	9677			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	7000		0	69							0	
447874																																																										0	296	1663		0	116			5588	23444	4093	0	498	196911	644	0	25	40666	3554	4711	31957	1712	2750	798	309	1576	30073	14591	12904	25931	20070	35579	45092								317	522			0	0	5830	12000	36504	60687			0			1036	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25924		0	1893								
448040																																																										0	1165	1043	0	28	11284	13668	0	13668	23547	7907	0	2264	199615	0	0	0	53077	3914	5044	43711	4180	8934	20980	7268	2990	1968	33675	18629	59745	22685	5461	0	0	0	0	0	0	0	0	0	1101	0		0	0	594	5983	59909	24575	0	0	0			8173	3473																									0	0	0	0	0	0	0	0	0	0	0	0		40923	840	0	840								
448554																																																										0	33781	1214		16630	0			13044	0	5612	0	677	133172	0	0	0	16655	747	13625	31278	1886	3959	2754	1293	2897	3865	56349	18461	15793	6337	12222	7327								0	57			0	0	2377	7771	17078	17283			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	246								
449038																																																										0	0	0		0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
449430																																																										0	16929	4228		3371	1873			28330	1396	10886	0	71	149959	0	0	0	29870	657	965	64438	2025	8279	10268	7921	728	263	30586	30807	30130	17104	2366	49								0	605			0	0	1908	13257	26915	10039			0			0	38																									0	0	0	0	0	0	0	0	0	0	0	0	0	3914		0	1497							0	
449832																																																										0	8312	1128		1292	0			6124	0	13489	0	0	141276	0	0	0	33777	0	2446	29675	839	1607	2188	5352	23699	0	10796	16433	13652	28386	38118	0								0	0			0	0	159	0	34327	27639			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	15029								
449841																																																										0	4243	0		255	394			2927	114	4530	0	460	32660	0	0	0	8563	18	7132	8565	87	215	1411	1552	2190	3017	2332	6287	4147	3171	3551	3868								0	0			0	0	7	2577	4764	4175			0			0	57																									0	0	0	0	0	0	0	0	0	0	0	0		5999		0	27								
449850																																																										0	0	0		0	0			696	0	342	0	0	9106	0	0	0	7330	199	0	4781	2140	2363	692	44	485	1568	217	210	469	113	323	373								0	0			0	0	0	0	536	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	3								
450034																																																										0	14220	8041	0	0	0	73147	0	73147	10468	10725	0	260	271606	389	0	0	54598	2712	23634	92056	4397	7905	10664	20069	4128	6374	40819	53694	32887	74170	13974	7	0	0	0	0	0	0	0	0	1503	0		0	0	3746	19481	43865	29229	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		19121	0	0	0								
450632																																																										0	1199	558		128	0			12297	273	4451	0	0	86638	5	0	0	22577	1181	383	33859	3041	6651	9328	2928	282	0	13553	10809	20282	9541	29	0								0	0			0	0	2581	707	35386	5234			0			0	363																									0	0	0	0	0	0	0	0	0	0	0	0		2000		71	0								
450641																																																										0	1841	9974		231	479			18153	8479	8613	0	472	156858	0	0	0	38478	8724	715	31556	1414	2749	6351	8015	8967	10743	21268	14557	26869	37484	11693	143								9	817			0	0	1212	9412	23186	26618			0			112	259																									0	0	0	0	0	0	0	0	0	0	0	0		34515		0	639								
450650																																																										0	528	0		250	0			4243	189	6468	0	0	16544	0	0	0	3994	3	107	4420	380	262	1831	596	271	557	2760	1720	3578	3504	818	0								0	0			0	0	0	647	0	222			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		850		0	0								
450669																																																										0	440	140		1219	0			4312	0	1038	0	174	19075	0	0	0	5875	0	0	2544	26	4	118	120	1473	4135	1984	537	880	1243	6735	1130								0	0			0	0	95	0	5661	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	121								
450753																																																										0	12153	1273		1688	0			6996	0	4897	0	596	58972	0	0	0	14911	352	4085	11022	404	2184	2702	2962	6262	397	5688	9074	11947	7573	7416	1602								0	0			0	0	2776	1361	4239	7722			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	8								
450856																																																										0	265235	11299	0	50137	11348	185575	0	185575	16171	673901	0	27317	2021734	0	7467	0	92269	25635	14405	341163	7122	11580	25158	27378	8715	12076	741435	213805	377406	425408	153410	977	0	0	0	0	0	0	0	5282	1934	0		0	0	24886	113388	211550	290102	0	7467	0			2154	0	0	0	0	10575	0	0	0	0	0	0	0	0	0	0	0	10505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130840	1036689	19586	0	19586							1374	
450959																																																										0	35614	4458	0	18026	4583	9906	0	9906	4719	2275	0	1175	175129	0	0	0	25057	1480	13944	41661	1990	8794	3058	7832	1115	1665	20715	32176	36709	42040	7866	4429	0	0	0	0	0	0	0	199	80	0		0	0	6651	4096	15626	43473	0	0	0			0	665																									0	0	0	0	0	0	0	0	0	0	0	0		26328	163	2131	163								
451068																																																										0	0	7215	0	6984	1760	27183	0	27183	1512	4505	0	3091	230026	0	0	0	44341	17066	331	31494	1000	3595	6395	12926	7839	12586	71165	5804	23581	27527	44191	13330	0	0	0	0	0	0	0	0	1380	0		0	0	4558	16185	80443	15108	0	0	0			14	0																									0	0	0	0	0	0	0	0	0	0	0	0		230026	455	0	455								
451246																																																										0	3456	1404		206	46			9181	10923	3097	0	33	126754	0	0	0	30446	398	8392	23042	1039	5808	11262	6089	4022	1779	14866	22080	35059	11003	7170	99								965	71			0	0	737	3081	21495	41261			0			119	365																									0	0	0	0	0	0	0	0	0	0	0	0		19319		0	0								
451853																																																										0	450	0		53	0			4128	0	2549	0	216	12155	0	0	0	2248	0	2247	4187	407	170	694	759	217	0	1148	2548	2414	3571	226	0								0	0			0	0	739	0	1772	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
451965	449165000	29351000	5460000	221000	111720000	3870000	67731000	220000	3506000	718344000	0	7427000	226763000	353536000	16842000	52562000	32209000	38233000	10633000	234000	3010000	586000	32000	10054000	16700000	4809000	1924000	592000	59790000	41202000	331000	11565000	475000	0	0	0	0	501000	0	0	0	0	27759000	27230000	0	0	0	0	0	0	0	0	0	0	0	0	281592000	12456000	2975000	10631000	1887000	5460000		111594000	529000	112123000	103589000	67731000	220000	3506000	701148000	0	10600000		198641000	16393000	69822000		60632000	9110000	7389000	7109000	13589000	92748000							3234000			586000	8636000			16700000	4809000					3956000	27613000	40688000	42979000			51145000	15069000	2491000	6222000	16082000	0	0	102000	27652000	5000	0	0	475000	0	0	0	0	0	0	95000	27130000	5000	0	0	501000	0	0	0	0															2821000	15370000	4708000								
452104																																																										0	492	3175		61	104			13678	19102	4475	0	0	138211	132	0	0	26709	2276	5801	40411	1060	928	2114	4536	11808	6190	33123	5300	18201	35268	17178	2508								465	33			0	0	1925	5426	60526	0			0			142	0																									0	0	0	0	0	0	0	0	0	0	0	0		12279		0	0								
452159																																																										0	314	2126		0	0			42304	0	2479	0	0	75649	0	42	0	6367	136	3969	57497	1736	2445	1463	595	55	73	38365	17178	10513	957	2037	24								0	23			0	0	0	2357	12956	6514			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		6001		0	31								
452739																																																										0	648	12387		242	1588			2565	1164	2912	0	772	64874	0	0	0	13362	548	0	29257	1354	2805	5293	3748	122	0	13781	11317	16323	6985	243	1417								0	25			0	0	498	9938	14999	4814			0			10	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
452841																																																										0	10249	846		3130	10			8210	374	12520	0	1333	106900	0	0	0	51274	1889	3185	10198	77	915	2870	3001	23444	19948	2555	7482	7344	11510	13219	13088								413	0			0	0	416	1399	0	14847			0			511	333																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
452850																																																										0	2631	2168	0	919	4797	19981	0	19981	0	6363	0	1772	163774	0	0	0	18672	678	9188	36201	279	2585	7044	6239	1608	579	43770	26234	48143	21878	4782	103	0	0	0	0	0	0	0	0	110	0		0	0	9039	20897	37775	42769	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	163774	0	0	0							0	
453026																																																										0	163	14706		329	558			713	261	22	0	0	91853	119	0	0	28974	287	14612	3745	1569	3208	8684	8685	3002	1852	5799	7453	17169	24447	5475	589								49	11			0	0	0	4079	6743	35635			0			484	1367																									0	0	0	0	0	0	0	0	0	0	0	0		39690		0	0								
453147																																																										0	15698	594		1008	776			3138	0	872	0	3134	51830	0	1831	0	7840	58	17	31854	582	2903	3946	0	0	0	8332	20351	4578	1442	5626	2168								73	0		0	0	0	557	2216	10705	2752			0			0	409																									0	0	0	0	0	0	0	0	0	0	0	0		6084		1340	14								
453446																																																										0	2744	0		451	0			10817	279	5458	0	95	75662	0	0	0	15853	851	2573	34394	2582	6518	5522	529	702	0	7720	21281	22565	4150	3925	0								420	0			0	0	935	3441	0	34318			0			22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		67858		0	0								
453839																																																										0	1692	5768		325	0			7551	4681	1217	0	19	60977	0	0	0	14341	1023	8807	16472	1928	5826	4314	1248	85	797	11254	7532	15655	8414	3322	0								73	45			0	0	3204	4087	10478	6440			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	33							0	
454340																																																										0	0	0		0	0			4180	13	3625	0	0	18956	0	0	0	7052	0	0	7339	1355	795	2552	1968	311	0	3920	2340	3523	1582	301	11								0	0			0	0	56	791	2846	360			0			0	45																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	33								
454546																																																										0	585	8587		0	0			21646	8857	3604	0	5044	105241	0	0	0	14034	1875	7349	23946	1666	863	515	285	3783	6922	13286	12409	17135	14593	17749	13599								374	197			0	0	2286	6080	13450	18573			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		10349		0	49								
454658																																																										0	2419	0		3072	0			24871	0	25114	0	40	87835	0	1152	0	17331	3	14693	30601	292	368	800	780	14845	212	19890	10051	12679	14778	12300	369								0	0			0	0	353	0	12522	426			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		14055		0	532								
454742																																																										0	3278	0		4323	0			1865	0	303	0	890	13713	0	0	0	1984	0	12	10363	50	776	873	285	0	0	4010	5527	1823	208	133	0								0	0			0	0	0	0	0	1070			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
455150																																																										0	7737	728		5424	0			18027	114	15308	0	0	74726	2	1836	0	22378	810	20680	16382	897	5124	6234	9671	139	184	8830	14969	13505	11993	2963	49								0	0			0	0	638	0	1691	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	37								
455253																																																										0	0	0		0	524			3366	519	209	0	0	65118	200	0	0	9842	376	0	18046	460	1500	7570	289	0	23	8130	7956	11942	11397	12510	0								0	36			0	0	5646	4753	7079	33486			0			412	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	6								
455459																																																										0	803	584		2732	0			8980	0	8621	0	1380	45727	0	22	295	10686	0	8958	11042	375	1464	2943	1246	1305	3353	7350	10197	4759	5841	4090	1483								0	32			0	0	365	1409	4327	5592			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	194								
455552																																																										0	35431	3569	0	41699	0	33757	0	33757	3288	102722	0	266	297702	0	170	0	47530	1794	142	149640	3171	2392	8230	16336	12630	3054	105964	42195	25155	38262	35111	2894	0	0	0	0	0	0	0	0	266	0		0	0	2983	77	21696	2454	0	170	0			0	1983																									0	0	0	0	0	0	0	0	0	0	0	0		156396	0	0	0								
455945																																																										0	2586	0		1749	0			14087	0	7017	0	1511	49508	0	0	0	12544	55	5334	22403	1104	4034	6538	398	63	249	13409	8000	9583	4864	613	0								0	0			0	0	0	0	0	9927			0			0	21																									0	0	0	0	0	0	0	0	0	0	0	0		12843		0	32								
455972																																																										0	62621	25131	0	27962	1169	69723	0	69723	87182	81213	0	0	935025	0	0	0	146128	17424	57265	115441	11446	19934	21532	12655	6779	70030	88467	68466	173742	155280	119532	159047	0	0	0	0	0	0	0	511	2139	0		0	0	21733	107833	145119	140306	0	0	0			886	1802																									0	0	0	0	0	0	0	0	0	0	0	0	15382	419088	0	0	0							74	
456045																																																										0	28824	71046	0	23178	65201	244381	0	244381	54672	30016	0	22125	2363503	0	0	0	397249	36192	49661	1019757	62320	119411	127092	11282	9998	53478	590873	488553	644523	108511	68728	37322	0	0	0	0	0	0	0	23	5906	0		633349	413538	114399	363753	342769	623843	0	0	0			7226	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	785902	5127	0	5127							0	
456054																																																										0	10407	0		36734	0			6771	0	3942	0	2183	68424	0	0	0	4260	300	3766	39933	317	1002	2394	156	170	221	7040	32893	7691	10636	4573	1331								0	0			0	0	109	0	3005	629			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	84								
456157																																																										0	0	18235	0	0	5071	22873	0	22873	11347	1929	0	12728	235854	0	640	7	24219	5119	20690	92991	29	1795	5619	1815	817	13769	42035	58189	52380	30595	14842	4724	0	0	0	0	0	0	0	0	104	0		0	0	2931	33927	49494	51373	0	640	0			420	44																									0	0	0	0	0	0	0	0	0	0	0	0	0	38100	935	0	935							0	
456250																																																										0	18035	0		4162	0			1285	646	5499	0	0	72349	0	0	0	27174	0	1006	37267	4245	8489	6704	3127	4004	362	12687	11846	10280	7668	2264	78								0	0			0	0	741	523	0	13565			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		3100		0	719								
456344																																																										0	844	0		135	0			998	0	399	0	290	7714	0	0	0	418	0	418	1469	55	12	233	40	40	38	958	862	2389	2491	596	0								0	0			0	0	0	0	0	4629			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	1								
456447																																																										0	32275	283		12612	4975			15191	0	24845	0	0	164182	0	0	0	39241	10117	19036	70738	3051	7984	9275	462	3190	13252	25183	34766	35039	14966	4928	5688								389	0			0	0	3547	5512	16829	3341			0			297	1395																									0	0	0	0	0	0	0	0	0	0	0	0		49793		0	0								
456456																																																										0	1486	5579	2000	377	6328	49581	0	49581	18628	3607	0	0	431692	168	246	0	28735	3414	15521	126837	8203	4793	7870	1145	492	1440	143115	31460	82810	16007	7937	527	0	0	0	0	0	0	0	0	236	0		0	0	9723	148404	23597	136174	0	246	0			2721	406																									0	0	0	0	0	0	0	0	0	0	0	0	2682	49020	73	0	2073							36	
456755																																																										0	5012	855		7165	784			10728	288	22004	0	0	117267	0	0	0	38433	1481	31941	19156	5683	11217	4538	6984	3230	6631	11770	10734	14235	16658	12174	12930								0	0			0	0	3627	4143	8359	14580			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		31070		0	592								
456960																																																										0	18340	113411	0	5674	88981	379592	0	379592	196938	33039	0	1637	2440486	0	1272	14207	308368	15010	265247	389965	16882	33361	90212	141927	14261	3411	883497	135525	359890	323373	139459	13127	0	0	0	0	0	0	0	2460	25856	0		9886	5645	10156	335525	446715	544187	0	1272	0			6270	0																									0	0	0	0	0	0	0	0	0	0	0	0	119418	661029	2306	0	2306							238	
457060																																																										0	0	1147		484	78			17832	518	14070	0	0	126346	0	0	0	59579	4741	50467	23054	3816	4865	20148	2070	11810	16808	12471	12692	14387	8293	11575	6924								0	0			0	0	3547	6831	13710	3765			0			76	231																									0	0	0	0	0	0	0	0	0	0	0	0		48413		0	122								
457220																																																										0	14855	2075		546	0			4710	3382	2381	0	36	94852	342	0	0	49451	1494	2050	3018	124	1010	370	410	9055	37239	4788	1271	2749	2127	14557	15162								0	0			0	0	0	0	1491	14748			0			0	336																									0	0	0	0	0	0	0	0	0	0	0	0		30866		0	25								
457426																																																										0	12073	0	0	10760	0	53133	0	53133	5092	30053	0	577	310153	0	0	0	44377	326	0	169317	4331	8979	8253	17043	771	64	108765	47242	36197	42743	8242	1991	0	0	0	0	0	0	0	435	349	0		0	0	0	57249	95029	0	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	700	0	700								
457547																																																										0	19283	86598	1798	13128	0	83835	0	83835	47605	3434	0	3000	765060	0	0	8	123207	12809	40191	246642	9026	34504	30530	8333	21774	16876	130445	134732	181356	42469	57066	3423	0	0	0	0	0	0	0	0	239	0		0	0	6578	82662	160896	118535	0	0	0			278	1446																									0	0	0	0	0	0	0	0	0	0	0	0	31297	152165	1180	273	2978							9	
457659																																																										0	1698	577		2331	0			1263	0	940	0	0	13068	0	0	0	4273	0	0	4851	101	581	1605	1679	307	0	1775	2394	2176	2069	131	0								0	0			0	0	208	0	0	1775			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	3								
457752																																																										0	1887	16222		0	0			37853	7071	3487	0	1727	160604	0	0	11446	21406	4734	3275	47770	4581	2102	6442	3709	1151	3421	53249	9482	38561	30144	3977	367								471	114		0	48938	39092	1139	12883	26813	24720			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		77	0								
458049																																																										0	2932	0		5039	0			6833	97	2084	0	0	25671	0	0	0	4521	251	0	6010	91	510	832	1035	1264	402	606	4803	4676	4007	4777	1643								0	0			0	0	131	406	0	3377			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
458142																																																										0	5171	260		3092	0			3373	0	22313	0	118	77817	0	0	0	33188	2044	6651	25382	2334	8789	11146	9850	916	0	3267	10992	12157	14580	3324	0								0	136			0	0	690	1316	4718	1333			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	65								
