"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ651	RCONJ652	TEXTA545	
256553															294925	0	25724	2907	1555	6	1184474	89936	345946	496	1557699	0	1480195	0	0	0	0	0	0	0	0	0	0	134200	257.00		
256964																0	5545	229	1609	3	159540	10177	59389	115	226083	0			0	0	0	0	0	0	0	0	0	9780	20.00		
257233																0	20104	1002	4120	10	196345	13064	103116	124	323685	0			43	0	0	0	0	0	0	0	2755	6292	14.00		
257345																0	13251	585	930	3	97673	11006	30512	38	142366	0			0	0	0	0	0	0	0	0	0	2070	4.00		
257466																0	4243	172	259	1	57101	4405	23358	42	84961	0			0	0	0	0	0	0	0	0	0	4975	10.31		
257653																0	2012	144	0	0	29686	2281	6159	10	37857	0			0	0	0	0	0	0	0	0	0				
257756																0	1416	31	0	0	42133	4319	16518	26	60067	0			0	0	0	0	0	0	0	0	0	4860	7.00		
257868															197133	0	19932	1161	791	3	548127	116716	222204	313	792140	1087	800692	578	0	0	0	0	0	0	0	0	15746	31651	84.00		
258146																0	1406	118	0	0	23220	2340	2566	5	27191	0			0	0	0	0	0	0	0	0	0	1361	1.76		
258306																0	18205	1240	259	1	241845	21130	69640	110	329949	0			0	0	0	0	0	0	0	0	4704	18413	27.80		
258351																0	4463	241	256	1	82620	10290	28661	48	116000	0			0	0	0	41	0	0	0	0	0				
258379																0	13835	786	831	3	61031	6541	2654	8	78351	0			0	0	0	0	0	0	0	0	0			N/A	
258445																0	36510	2377	1090	3	414713	36291	39890	76	492203	0			0	0	0	0	0	0	0	0	0	0	0.00		
258539																0	12129	556	680	2	57279	4376	7028	16	77116	0			0	0	0	0	0	0	0	0	0	1341	4.00		
258632																0	834	43	0	0	40197	5084	15692	26	56723	0			0	0	0	0	0	0	0	0	0	7413	9.52		
258771															57508	0	84292	2902	2866	10	1792816	63999	440868	554	2320842	0	2301263	0	0	0	0	0	0	0	0	0	148	69905	175.00		
259059																0	4225	180	0	0	57012	5508	16685	29	77922	0			0	0	0	0	0	0	0	0	0	6858	10.78		
259330																0	36300	1788	1474	5	379346	32713	101365	103	518485	0			0	0	0	0	0	0	0	0	0	9392	21.24		
259442																0	13243	692	301	1	174149	14554	29128	45	216821	0			0	0	0	0	0	0	0	0	1554	8682	10.95		
259657															248038	0	104919	3770	3432	9	1255049	39611	471368	688	1834768	0	1875320	0	0	0	0	0	0	0	0	0	154203	50924	48.50		
259956																0	3774	299	0	0	70187	7938	19557	24	93518	0			0	0	0	0	0	0	0	0	0	250	1.00		
260055															1128553	0	25391	1343	2015	6	1278550	96481	776416	937	2082372	0	2113368	0	0	0	0	0	0	0	0	0	134892	258112	300.00		
260354																0	5292	341	296	1	64578	5023	10930	22	81096	0			0	0	0	0	0	0	0	0	0	2255	6.04		
260831																0	379	23	0	0	30810	3084	4632	8	35821	0			0	0	0	0	0	0	0	0	0	1981	3.79		
260868																0	4423	117	0	0	126679	3932	28068	75	159170	0			0	0	0	0	0	0	0	0	0	1769	4.00		
261070																0	5002	343	0	0	97343	5288	29745	43	132090	0			0	0	0	0	0	0	0	0	0	9529	12.00		
261146																0	8456	390	0	0	64594	6042	27209	36	100259	0			0	0	0	0	0	0	0	0	0	3458	8.10		
261258																0	9716	479	0	0	96934	11143	11353	20	118003	0			0	0	0	0	0	0	0	0	0	4426	6.02		
261360																0	8977	497	254	1	202087	18884	98004	97	309321	0			0	0	0	0	0	0	0	0	0	22041	43.00		
261940																0	17727	734	1251	3	226387	17762	59132	91	304497	0			0	0	0	0	0	0	0	0	0	10243	16.00		
262059																0	10470	499	709	2	141683	9431	73295	78	226158	0			0	0	0	0	0	0	0	0	19261	10755	26.00		
262237																0	5617	376	1036	3	62264	6405	27169	49	96086	0			0	0	0	0	0	0	0	0	0	3484	6.00		
262358																0	7612	302	324	1	118382	8991	52627	100	178945	0			333	333	0	0	0	0	0	0	0	6731	13.84		
262451																0	3893	220	773	2	77742	7225	39961	57	122369	0			0	0	0	0	0	0	0	0	0	2939	6.00		
262741																0	11351	502	582	2	86256	9112	7673	12	105862	0			0	0	0	0	0	0	0	0	0	0	0.00		
262844																0	18966	814	2320	3	201871	16662	88425	137	311582	0			0	0	0	0	0	0	0	0	19046	14651	13.00		
262956																0	4571	222	1660	5	65484	9683	17319	35	89034	0			0	0	0	0	0	0	0	0	1452	1215	3.98		
263243																0	19458	1196	873	3	243934	24817	39340	65	303605	0			0	0	0	0	0	0	0	0	0	8136	10.33		
263551																0	822	68	0	0	17384	1894	9542	11	27748	0			0	0	0	0	0	0	0	0	0				
263627																0	8259	464	264	1	82125	8051	42835	39	133483	0			0	0	0	0	0	0	0	0	0				
264156																0	1968	69	0	0	13815	1069	460	1	16243	0			0	0	0	0	0	0	0	0	0				
264455																0	10950	515	1076	3	194995	21289	74241	99	281262	0			0	0	0	0	0	0	0	0	0	26845	52.00		
264558																0	16513	1180	0	0	180553	22732	74264	60	271330	0			0	0	0	0	0	0	0	0	12466	12048	16.29		
265340																0	15850	816	1827	6	90876	6564	36505	56	145058	0			0	0	0	0	0	0	0	0	0	1708	3.69		
265407																0	76432	3835	5880	14	671890	65212	101450	223	855652	0	849959	0	0	0	0	0	0	0	0	0	7422	30135	62.82		
265452																0	2860	276	0	0	37071	3541	10208	18	50138	0			0	0	0	0	0	0	0	0	0	1099	1.00		
265676																0	8835	663	0	0	120058	10191	12078	20	140971	0			0	0	0	0	0	0	0	0	0	5074	4.00		
266066																0	3038	113	0	0	83035	4596	30947	53	117020	0			0	0	0	0	0	0	0	0	10275	4807	9.83		
266244																0	5420	202	510	2	87538	7281	20217	22	113685	0			0	0	0	0	0	0	0	0	0	1993	2.55		
266253																0	534	29	0	0	44980	2804	10918	23	56767	335			0	0	0	0	0	0	0	0	2698				
266271	11532796	15877	11563387	22233	0	0	0	0	0	0	121020	75000	0	0	1268486	0	261363	25774	14554	44	9471070	2222845	1769932	3159													0				
266655																0	3469	161	336	1	34172	4129	5520	11	43497	0			0	0	0	0	0	0	0	0	0				
266851																0	10751	416	309	1	112513	13523	26460	33	150033	0	132021	0	0	0	0	0	0	0	0	0	0	3402	6.00		
266879																0	7256	427	251	1	61515	8552	1887	7	70909	0			0	0	0	0	0	0	0	0	0				
266945																0	31949	1130	4018	12	367354	27784	147143	227	550464	0			0	0	0	0	0	0	0	0	5824				
267652																0	4029	235	0	0	58636	6378	18144	23	80809	0			0	0	0	0	0	0	0	0	0	7488	9.25		
267737															170522	0	34718	1905	326	1	1053185	64286	260303	403	1348532	0	1348532	0	0	0	0	0	0	0	0	0	9363	65057	98.00		
268136																0	10408	622	1579	5	97811	9709	11782	28	121580	0			0	0	0	0	0	0	0	0	0	1551	3.55		
268257																0	14805	731	309	1	326227	30821	106829	170	448170	0			0	0	0	0	0	0	0	0	0	37826	53.00		
268556																0	19037	1586	942	3	352447	40426	98478	179	470904	0	480411	0	0	0	0	0	0	0	0	0	0	0	0.00		
268828																0	16833	520	998	2	100101	12044	173734	504	291666	0			0	0	0	0	0	0	0	0	0	1011	0.23		
268976																0	21029	724	3640	9	243825	17615	160617	242	429111	0			0	0	0	0	0	0	0	0	0	27769	34.00		
269049																0	13490	659	0	0	247178	17910	80841	93	341509	0			0	0	0	0	0	0	0	0	0	21744	28.00		
269058																0	12330	402	1845	4	71355	9428	17081	24	102611	0			0	0	0	0	0	0	0	0	0	1111	2.00		
269478																0	4510	308	332	1	63283	5424	6928	18	75053	0			0	0	0	0	0	0	0	0	0	0	0.00		
269759																0	2224	111	665	2	23036	1765	9850	22	35775	0			0	0	0	0	0	0	0	0	0				
270148																0	3154	342	971	1	69796	7782	15431	29	89352	0			0	0	0	0	0	0	0	0	0				
270335																0	33143	1693	1925	7	259018	20738	41552	59	335638	0			0	0	0	0	0	0	0	0	0	26924	41.00		
270353																0	2465	104	276	1	36765	4201	4096	8	43602	0			0	0	0	0	0	0	0	0	0	1034	1.84		
270504																0	35144	1744	1505	5	287354	42397	96320	151	420323	0			0	0	0	0	0	0	0	0	4501	13642	35.00		
270531																0	10460	249	572	2	121701	3178	15954	43	148688	0			0	0	0	0	0	0	0	0	0	3917	8.00		
270652																0	8657	381	252	1	42747	4279	6282	10	57938	0			0	0	0	0	0	0	0	0	0				
271136																0	2037	136	0	0	65238	6485	12462	25	79737	0			0	0	0	0	0	0	0	0	0				
271154																0	6942	325	297	1	58194	5114	6605	14	72038	0			0	0	0	0	0	0	0	0	0	1560	3.88		
271275																0	9831	606	251	1	158148	22027	10405	19	178635	0			0	0	0	0	0	0	0	0	0	3102	5.98		
271341																0	15954	804	869	3	50193	6923	4537	8	71553	0			0	0	0	0	0	0	0	0	0				
271529																0	0	0	0	0	105118	14907	91349	92	196467	0			0	0	0	0	0	0	0	0	0				
271631																0	18763	765	901	3	264854	19950	71220	134	355738	0			0	0	0	0	0	0	0	0	0	12205	23.62		
271743																0	1863	146	449	1	31640	2751	3924	9	37876	0			0	0	0	0	0	0	0	0	0				
271752																0	1983	117	0	0	58344	4865	17485	39	77812	0			0	0	0	0	0	0	0	0	0	10706	18.00		
271855																0	7688	386	906	3	253340	20321	216038	248	477973	0	478954	0	0	0	0	0	0	0	0	0	0				
272030																0	13	1	0	0	16934	1385	6626	11	23573	0			0	0	0	0	0	0	0	0	0	0	0.00		
272058																0	1995	85	310	1	16953	682	6550	18	25808	0			0	0	0	0	0	0	0	0	0				
272151																0	472	31	0	0	18662	1464	2121	5	21255	0			0	0	0	0	0	0	0	0	0				
272218															1369955	0	255197	27691	12875	33	4315015	330083	2686565	1864	7439603	169951	7022388	122409	0	0	0	0	0	0	0	0	0	1381005	1043.00		
272245																0	262	26	0	0	11068	1629	950	3	12280	0			0	0	0	0	0	0	0	0	0				
272272																0	27667	1191	597	2	338946	23834	74219	148	441429	0			0	0	0	0	0	0	0	0	3171				
272302															164859	0	63090	2732	12159	31	619395	37763	230626	410	925270	0	900687	0	0	0	0	0	0	0	0	0	0	2593	6.74		
272870																0	1195	25	633	2	35948	3262	22142	31	59918	0			0	0	0	0	0	0	0	0	0				
273149																0	14920	438	2208	7	162482	12509	85215	131	264825	0			0	0	0	0	0	0	0	0	4786	6183	10.51		
273251																0	4925	256	0	0	62159	7210	11273	17	78357	0			0	0	0	0	0	0	0	0	0	1069	3.00		
273336																0	7034	251	898	3	356392	14544	505170	704	869494	0			0	0	0	0	0	0	0	0	0	217380	323.00		
273550																0	12103	1048	362	1	131220	13545	53830	75	198610	1094			0	0	0	0	0	0	0	0	0	5347	14.00		
273653																0	2364	314	0	0	37699	3138	5650	10	45713	0			0	0	0	0	0	0	0	0	0	859	2.00		
273662																0	10098	638	807	3	279964	18266	287094	275	577963	0			0	0	0	0	0	0	0	0	0	34134	59.00		
273840																0	3403	210	723	2	54418	3455	9768	20	68312	0			0	0	0	0	0	0	0	0	0	2790	5.00		
273859																0	0	0	0	0	13224	1111	2018	6	15242	0			0	0	0	0	0	0	0	0	0	1129	3.00		
274025																0	0	0	0	0	11736	1567	1449	3	13185	0			0	0	0	0	0	0	0	0	0	0	0.00		
274052																0	2432	188	0	0	27227	2927	3889	8	33548	0			0	0	0	0	0	0	0	0	0	456	1.01		
274164																0	13304	440	518	2	161817	14048	60915	125	236554	0			0	0	0	0	0	0	0	0	0	12342	17.00		
274548																0	5086	524	0	0	107581	8972	33593	56	146260	0	142867	0	0	0	0	0	0	0	0	0	0	2777	6.00		
274641																0	3274	153	0	0	36500	2658	5866	17	45640	0			0	0	0	0	0	0	0	0	0	0	0.00		
274753																0	1093	130	0	0	11688	1610	3158	10	15939	0			0	0	0	0	0	0	0	0	0	0	0.00		
274829																0	29331	1664	2693	7	275499	24366	71269	114	378792	0			0	0	0	0	0	0	0	0	0	41601	35.00		
274856																0	7633	760	0	0	57207	4821	10407	22	75246	0			0	0	0	0	0	0	0	0	545	2931	6.67		
275255																0	2535	85	678	2	33734	1521	9395	16	46342	0			0	0	0	0	0	0	0	0	2078	1262	2.35		
275358																0	8709	88	804	1	144802	9700	52205	75	206520	0			0	0	0	0	0	0	0	0	0	6288	11.18		
275509																0	18499	1268	1442	2	231893	15649	23762	65	275596	0			0	0	0	0	0	0	0	0	857	5051	12.26		
275657																0	579	107	0	0	35455	2348	9623	19	45657	0			0	0	0	0	0	0	0	0	0				
275750																0	9749	573	347	1	174829	20485	78728	96	263654	0	264731	0	0	0	0	0	0	0	0	0	0				
276159																0	3191	196	266	1	59276	4683	24409	38	87142	0			0	0	0	0	0	0	0	0	0	10518	20.17		
276355																0	1355	104	0	0	39190	4269	10877	15	51422	0			0	0	0	0	0	0	0	0	0	2420	5.00		
276551																0	4568	282	1304	3	57137	5634	20769	28	83778	0			0	0	0	0	0	0	0	0	0	1586	4.00		
276579	14591752	2310837	14332548	2036129	278	0	0	129	0	0	0	0	2310837	2036129	5098594	0	222130	17411	12171	36	6989127	713033	5057488	5047													0	1117402	1203.00		
276645																0	3410	191	0	0	61716	6738	18144	26	83270	0			0	0	0	0	0	0	0	0	0	2053	2.00		
276654																0	1912	256	0	0	49697	10343	13194	20	64803	0			0	0	0	0	0	0	0	0	0	1238	2.30		
276775																0	2574	123	0	0	12586	1902	0	0	15160	0			0	0	0	0	0	0	0	0	0	0	0.00		
276850																0	21857	1535	0	0	439973	44902	152210	206	614040	0			0	0	0	0	0	0	0	0	3767	19167	39.28		
276953																0	915	276	0	0	28891	2745	2390	6	32196	0			0	0	0	0	0	0	0	0	0				
277053																0	13452	578	324	1	123201	12919	20850	51	157827	0			0	0	0	0	0	0	0	0	0	1297	2.00		
277240																0	12015	473	0	0	184415	6177	47370	104	243801	0			0	0	0	0	0	0	0	0	0	5714	12.00		
277277																0	1628	190	0	0	66467	1482	1300	2	69395	0			0	0	0	0	0	0	0	0	0			Slovak Savings Bank	
277558																0	6209	376	0	0	57369	7028	16676	25	80254	0			0	0	0	0	0	0	0	0	0	1587	4.34		
277567																0	4344	222	0	0	120227	10895	43927	73	168498	0			0	0	0	0	0	0	0	0	0	20193	31.00		
277736																0	9988	380	508	2	100959	7955	13113	31	124568	0			0	0	0	0	0	0	0	0	0				
277820																0	16867	574	3984	10	188193	21410	181389	222	390433	0			0	0	0	0	0	0	0	0	0	14536	27.00		
278078																0	7682	477	1635	5	139681	7902	62787	122	211785	0			0	0	0	0	0	0	0	0	0				
278153																0	1908	99	0	0	54658	6419	25687	48	82252	0			0	0	0	0	0	0	0	0	0				
278256																0	6552	263	549	2	50056	4138	15212	26	72369	0			0	0	0	0	0	0	0	0	0	5661	6.07		
278555																0	20722	1155	287	1	301058	26486	85813	108	407880	0			0	0	0	0	0	0	0	0	19157				
278733																0	3248	199	0	0	41990	3292	9520	17	54758	0			0	0	0	0	0	0	0	0	0	1586	4.21		
278751																0	475	19	0	0	15532	1469	13441	18	29448	0			0	0	0	0	0	0	0	0	0	5241	6.21		
278818																0	22583	1941	1080	3	335168	34204	78033	140	436864	0			0	0	0	0	0	0	0	0	0	8930	16.79		
278957																0	13877	621	516	2	157155	9450	43996	93	215544	0			0	0	0	0	0	0	0	0	0	7755	17.22		
279105															66466	0	67534	5047	7355	19	611872	70534	104012	227	790773	0	798754	0	0	0	0	0	0	0	0	0	0	24322	50.50		
279338																0	6353	87	251	1	298379	7545	150688	252	455671	0			0	0	0	0	0	0	0	0	375	14614	28.18		
279673																0	8401	334	982	3	72884	7935	20060	38	102327	0			0	0	0	0	0	0	0	0	0	3867	10.39		
279842																0	36656	1407	3901	10	234884	18480	50189	96	325630	0			0	0	0	0	0	0	0	0	0	3255	10.00		
279954																0	25423	886	1326	4	154448	13468	95566	93	276763	0			0	13	78	145	0	0	0	0	0	22137	31.95		
280044															135303	0	43278	3274	1577	5	613030	67955	192345	228	850230	0	841186	0	0	0	0	0	0	0	0	0	9738	60408	46.99		
280110	66456505	5144144	66497584	4693253	48504	1530077	130495	3094006	622902	324375	1111470	1484805	5144144	4693253	21338667	0	2909932	179717	159151	457	33332440	3021990	24910838	19323													0	0	0.000000		
280138																0	7132	537	0	0	51370	7977	20168	23	78670	0			0	0	0	0	0	0	0	0	0				
280352																0	741	36	0	0	22020	1508	11361	16	34122	0			0	0	0	0	0	0	0	0	0				
280558																0	1330	163	0	0	23481	2589	3222	8	28033	0			0	0	0	0	0	0	0	0	0	1092	2.00		
280950																0	6594	525	251	1	69069	7372	10808	19	86722	0			0	0	0	0	0	0	0	0	0				
281144																0	11151	634	550	2	190570	11325	28727	74	230998	0			0	0	0	0	0	0	0	0	0	8090	16.00		
281210																0	13323	1317	0	0	137665	23448	65291	81	216279	0			0	0	0	0	0	0	0	0	0				
282048																0	3456	149	254	1	50915	3558	2213	8	56838	0			0	0	0	0	0	0	0	0	0	484	1.11		
282075																0	63746	3571	0	0	436355	33712	177366	236	677467	0			0	0	0	0	0	0	0	0	16153	23528	37.27		
282226																0	13110	510	1753	5	127962	19114	46868	51	189693	0			0	0	0	0	0	0	0	0	0	22152	21.00		
282329															303211	0	169586	5626	9506	32	1543530	82465	264067	497	1986688	0	1967341	0	0	0	0	0	0	0	0	0	0				
282824																0	9023	1051	0	0	125273	10898	30563	57	164859	0			0	0	0	0	0	0	0	0	0	2431	6.63		
283157																0	4640	175	273	1	23800	1793	5125	9	33838	0	31984	0	0	0	0	0	0	0	0	0	0				
283438																0	9909	651	0	0	218170	25490	168536	130	396615	0			0	0	0	0	0	0	0	0	0	52266	30.00		
283652																0	5062	89	1936	3	80067	5040	42820	57	129885	0			0	0	0	0	0	0	0	0	11883	13778	24.00		
283737																0	54049	1687	7770	16	375904	45379	79562	142	517285	0			0	0	0	0	0	0	0	0	0	23875	41.62		
283858																0	4214	549	300	1	61568	8006	11892	19	77974	0			0	0	0	0	0	0	0	0	0	1403	2.75		
283867																0	8387	302	316	1	212327	9951	25338	50	246368	0			0	0	0	0	0	0	0	0	1817	12958	20.13		
284154																0	1076	60	0	0	32044	2716	5103	9	38223	0			0	0	0	0	0	0	0	0	0				
284239																0	7172	377	0	0	88092	7290	9224	17	104488	0			0	0	0	0	0	0	0	0	0				
284248																0	4302	372	0	0	55337	5692	14882	31	74521	0			0	0	0	0	0	0	0	0	600	3498	8.00		
284556																0	4917	219	0	0	83104	6486	14851	30	102872	0			0	0	0	0	0	0	0	0	5840	5355	7.00		
284958																0	2525	99	0	0	18215	2186	1548	3	22288	0			0	0	0	0	0	0	0	0	0	0	0.00		
285151																0	3616	131	261	1	62402	5314	24036	27	90315	0			0	0	0	0	0	0	0	0	0	6938	13.75		
285348																0	10263	738	0	0	73396	12845	77370	282	161030	0			0	0	0	0	0	0	0	0	0	1035	3.00		
285544																0	1975	147	269	1	111184	4582	46915	65	160343	0	171855	0	0	0	0	0	0	0	0	0	4939	21300	28.24		
285553																0	3041	130	0	0	22768	2863	3523	9	29332	0			0	0	0	0	0	0	0	0	0				
285740																0	11061	1130	333	1	272643	24789	123057	128	407094	0			0	0	0	0	0	0	0	0	1282				
285759																0	2230	92	604	1	61785	6785	15850	32	80469	0			0	0	0	0	0	0	0	0	0	2806	7.00		
285777																0	2539	104	0	0	15783	1991	618	2	18940	0			0	0	0	0	0	0	0	0	0				
285852																0	9990	423	0	0	97431	13383	57267	51	164697	9			0	0	0	0	0	0	0	0	0	4076	9.06		
285928																0	23437	1235	2039	7	142946	13254	25010	44	193432	0			0	0	0	0	0	0	0	0	0	5741	10.00		
286251																0	0	0	0	0	30700	2382	2725	6	33425	0			0	0	0	0	0	0	0	0	0				
286457																0	2362	168	0	0	23415	3192	4257	11	30033	0			0	0	0	0	0	0	0	0	0	517	1.51		
286840																0	3966	153	612	2	35336	3346	8259	13	48173	0			0	0	0	0	0	0	0	0	0	2499	4.00		
287007																0	3734	295	1074	4	90946	7620	44413	36	140169	0			0	0	0	0	0	0	0	0	0	11325	18.34		
287342																0	1171	60	1572	2	26279	2437	6523	15	35545	0			0	0	0	0	0	0	0	0	0	487	1.00		
287539																0	16042	929	0	0	185604	17868	50652	75	252299	0			0	0	0	0	0	0	0	0	0	16797	27.00		
287650																0	1095	191	402	1	24533	2644	11546	20	37576	0			0	0	0	0	0	0	0	0	0	3852	6.04		
287856																0	1499	49	0	0	17522	2060	4322	6	23343	0			0	0	0	0	0	0	0	0	0				
287922																0	2797	115	0	0	29654	4589	5681	9	38132	0			0	0	0	0	0	0	0	0	0	940	2.00		
287959																0	6217	343	265	1	55253	6771	22977	24	84712	0			0	0	0	0	0	0	0	0	0				
288152																0	571	28	0	0	10077	1007	1401	4	12049	0			0	0	0	0	0	0	0	0	0	482	1.00		
288358																0	4411	228	530	1	120068	11416	69228	77	194237	0			0	0	0	0	0	0	0	0	9956	8472	14.86		
288376																0	13525	1150	0	0	134311	10181	34959	59	182795	0	180926	0	0	0	0	0	0	0	0	0	0	2457	6.00		
288853															284305	0	28805	1593	828	3	485972	38257	428627	368	944231	0	912117	0	0	0	0	0	0	0	0	0	0				
289056																0	6989	562	352	1	58044	7621	10466	19	75851	0			0	0	0	0	0	0	0	0	0				
289225																0	838	85	0	0	20461	1985	12902	23	34201	0			0	0	0	0	0	0	0	0	0				
289449																0	8412	264	308	1	89940	4825	7218	18	105878	0			0	0	0	0	0	0	0	0	0	0	0.00		
289515																0	46321	2575	2140	5	553773	50944	126261	224	728495	0			0	0	0	0	0	0	0	0	19816	18661	30.00		
289702																0	49855	2870	2139	6	517898	64274	121674	208	691566	0	689259	0	0	0	0	0	0	0	0	0	20710	27555	54.13		
289739																0	3187	147	0	0	89005	6016	14497	27	106689	0			0	0	0	0	0	0	0	0	0	1907	4.00		
289757																0	10386	480	1361	3	69968	6787	20465	23	102179	0			0	0	0	0	0	0	0	0	0	303	1.15		
290052																0	41217	2862	1206	4	482859	52234	217552	210	742834	0			0	0	0	0	0	0	0	0	50559				
290230																0	14439	529	574	2	129202	12623	24654	49	168869	0			0	0	0	0	0	0	0	0	2626	3290	7.00		
290249																0	24086	1557	4362	14	413957	68235	165296	196	607700	0	602362	0	0	0	0	0	0	0	0	0	0				
290838																0	1805	67	1336	3	17850	2266	1710	5	22736	37			0	0	0	0	0	0	0	0	0				
290922																0	4396	437	0	0	45742	4958	12257	17	62396	0			0	0	0	0	0	0	0	0	0				
291059																0	2654	78	0	0	69453	3435	14585	25	86692	0			0	0	0	0	0	0	0	0	0				
291152																0	17982	878	0	0	287159	27880	58992	119	364133	0	364548	0	0	0	0	0	0	0	0	0	0				
291273																0	12873	391	0	0	220515	3704	24741	54	258129	0			0	0	0	0	0	0	0	0	0	1168	2.00		
291330																0	2622	148	0	0	48043	5151	11129	17	61794	0			0	0	0	0	0	0	0	0	0	1803	4.00		
291611																0	20900	766	0	0	224337	24301	55229	99	300466	0			0	0	0	0	0	0	0	0	0				
291732																0	2995	206	708	2	30479	3769	14248	16	48430	0			0	0	0	0	0	0	0	0	0				
292234																0	17511	760	1221	4	123854	15272	16137	30	158723	0			0	0	0	0	0	0	0	0	0	1716	5.92		
292467																0	3620	155	0	0	44263	5276	9038	15	56921	0			0	0	0	0	0	0	0	0	0	1053	2.51		
292524																0	33442	1143	4021	11	460191	30780	230212	260	727868	0			0	0	0	0	0	0	0	0	28427	26394	43.00		
292850																0	2183	197	0	0	36589	6323	9145	13	47918	0			0	0	0	0	0	0	0	0	0				
292908																0	17073	950	990	3	375123	33682	144008	222	537194	0			0	0	0	0	0	0	0	0	0	26729	50.17		
293053																0	8012	384	331	1	366587	17573	139842	175	514772	0			0	0	0	0	0	0	0	0	0	121097	175.00		
293352																0	2012	153	0	0	21474	2111	4158	6	27644	0			0	0	0	0	0	0	0	0	0	333	1.15		
293437																0	9396	310	509	2	78980	4758	30803	41	119690	0			0	0	0	0	0	0	0	0	0	3586	7.00		
293651																0	1959	120	288	1	39716	3439	16620	13	58583	0			0	0	0	0	0	0	0	0	0	2946	7.00		
293754																0	4858	341	1171	3	58847	3902	13570	30	78446	0			0	0	0	0	0	0	0	0	0	1955	4.22		
294023																0	14190	1234	561	2	132864	20516	41434	57	189049	0			0	0	0	0	0	0	0	0	3581	2973	6.45		
294153																0	1740	92	0	0	24738	3285	3587	8	30065	0			0	0	0	0	0	0	0	0	0	252	0.70		
294256																0	30122	1432	1006	3	336697	29446	67381	120	435206	0			0	0	0	0	0	0	0	0	6905	8092	19.95		
294564																0	18037	527	1712	6	240408	12262	102435	163	362946	353			0	0	0	0	0	0	0	0	9029	15896	22.30		
294751																0	3790	219	1438	2	137345	47895	73848	70	216421	0			0	0	0	0	0	0	0	0	0				
294779																0	37617	1500	509	1	477727	55285	65011	128	580864	0			0	0	0	0	0	0	0	0	0	11994	21.00		
294827																0	4831	294	0	0	89162	11936	10318	19	104311	0			0	0	0	0	0	0	0	0	0	6042	8.00		
295011																0	30987	2240	1836	6	207813	21067	53865	59	294501	0			0	0	0	0	0	0	0	0	0	18251	26.33		
295057																0	4052	971	0	0	58626	5825	6193	16	68871	0			0	0	0	0	0	0	0	0	0	1540	4.00		
295646																0	526	146	0	0	15313	2131	252	1	16092	0			0	0	0	0	0	0	0	0	0	0	0.00		
295758																0	3530	97	268	1	29971	2685	10746	13	44515	0			0	0	0	0	0	0	0	0	0	681	1.00		
296456																0	5638	274	295	1	119615	12048	38474	76	164023	0			0	0	0	0	0	0	0	0	0	9720	17.00		
296559																0	17625	820	626	2	115883	12552	53974	59	188108	0			0	0	0	0	0	0	0	0	0	10798	15.00		
296755																0	1523	75	562	2	51181	3135	15568	31	68834	0			0	0	0	0	0	0	0	0	0				
296858																0	0	0	0	0	20258	1959	10345	12	30602	0			0	0	0	0	0	0	0	0	0	7430	3.00		
297051																0	4115	299	0	0	65188	9722	9037	22	78340	0			0	0	0	0	0	0	0	0	0				
297257																0	3707	120	263	1	49188	2491	5614	18	58772	0			0	0	0	0	0	0	0	0	0	1501	4.00		
297453																0	15812	721	538	2	335649	35363	81472	164	433470	0	431576	0	0	0	0	0	0	0	0	0	0				
297547																0	1225	55	0	0	9376	1047	491	1	11092	0			0	0	0	0	0	0	0	0	0				
297631																0	3407	991	515	2	66079	7306	39148	52	109149	0			0	0	0	0	0	0	0	0	0	4952	16.02		
297761																0	6726	237	0	0	178875	5027	34433	64	220036	0			0	0	0	0	0	0	0	0	0	17187	30.00		
298049																0	9343	438	252	1	76856	6716	8360	20	94811	0			0	0	0	0	0	0	0	0	0	257	1.00		
298218																0	18170	1522	848	2	286132	46176	45857	68	351008	0			0	0	0	0	0	0	0	0	0	9037	22.00		
298245																0	9315	840	0	0	151146	11935	40475	62	200936	0			0	0	0	0	0	0	0	0	0				
299046															213495	0	66990	6306	1942	6	650755	74174	292984	309	1012671	0	962556	0	0	0	0	0	0	0	0	0	0				
299251																0	3308	139	0	0	23607	2915	586	2	27501	0			0	0	0	0	0	0	0	0	0	0	0.00		
299644																0	8667	679	271	1	73289	6603	29547	43	111774	0			0	0	0	0	0	0	0	0	0	2517	6.00		
299653																0	2027	108	0	0	26627	2526	5573	14	34228	0	34114	0	0	0	0	0	0	0	0	0	0	120	0.36		
299868																0	9386	329	2606	9	251128	3667	23582	57	286702	0			0	0	0	0	0	0	0	0	0				
300009																0	49315	2978	2367	8	356080	43730	53630	93	461392	0			0	0	0	0	0	0	0	0	0	2607	6.00		
300036																0	12875	746	0	0	286505	27858	65477	90	364857	0			0	0	0	0	0	0	0	0	4504	37554	39.00		
300063																0	742	78	0	0	88466	5010	49284	84	138494	0			0	0	0	0	0	0	0	0	0	736	1.99		
