"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	
163343																																	0	896	2831	732	7052		0		2162	0			7785	529	2944	0	0	38266	14	0	0	12549	800	9115	9477	1393	4834	778	451	2325	2761	8077	9392	3200	1570	3213	194								0	0		0	0	0	653	243	4436	2616			0			
163370																																	0	14038	0	7914	39732		0		0	0			6171	9297	1616	0	0	182664	0	0	0	96909	6861	34397	15519	856	2037	13386	16370	39551	24709	23820	2944	10448	20013	27779	743								0	126			0	0	6057	7981	20073	19659			0			
163549																																	0	126166	114	11257	207806	0	389	389	807	1279	140082	0	140082	36269	11001	0	3809	670850	0	0	0	106229	26561	4058	297682	17133	26641	29877	8516	18041	4649	216869	116526	155104	46911	23430	1665	0	0	0	0	0	0	0	0	360	0		0	0	19257	106909	156479	51327	0	0	0			
163857																																	0	9010	4271	739	12819		2761		4751	0			12862	78	5131	0	0	72531	0	1940	0	16982	976	5797	35492	1016	3620	4594	720	1893	4765	26213	4619	12855	7715	2877	856								161	50			0	0	3104	5906	9475	3344			0			
164032																																	0	1888	2676	356	18878		0		579	0			1523	0	1394	0	765	37677	0	0	0	9189	429	0	21655	1356	3370	3429	880	153	0	10499	6430	7572	1613	2297	0								0	0			0	0	1335	553	10489	8389			0			
164153																																	0	7702	1760	395	18017		0		1579	41			20703	475	4531	0	1574	73652	0	0	0	12875	3734	1972	18911	2460	3782	2688	2370	1575	0	17638	14500	14503	4934	6527	1771								0	307			0	0	2014	5688	0	18017			0			
164331																																	0	0	0	0	19643		45		0	0			15920	513	14812	0	0	106073	0	0	0	53199	1941	996	12664	1310	1387	4742	5895	31814	8023	9672	8578	8992	7959	16489	1170								0	0			0	0							0			
164377																																	0	0	0	2484	6048		1094		0	0			662	0	372	0	4	123402	636	0	0	104869	6675	4313	4259	945	4277	1521	2384	9617	85932	2003	1240	44	4229	3346	8307								77	1753			0	0							0			
164854																																	0	22335	11272	3535	34408		236		6070	0			27542	5093	5902	0	7054	158502	5	151	0	26239	7900	16686	43353	3648	5253	11383	3180	1575	763	57194	17591	26344	18872	10035	1292								682	88			0	0	14071	8264	28628	5780			0			
164957																																	0	2207	1362	0	8622		7		1500	0			3758	474	1549	0	0	34615	0	0	0	14516	614	8913	6461	798	5659	6600	911	461	87	5714	7015	3410	1750	1062	1112								0	6			0	0	966	1241	0	8622			0			
164975																																	0	562	0	1070	1573		4		0	0			146	1307	5133	0	0	63734	0	0	0	49043	4891	18976	110	997	4261	10493	3697	11363	18234	1739	1068	2958	2879	4891	1144								0	5			0	0							0			
165039																																	0	18585	525	1073	26569		0		19	5			5080	3100	8442	0	2145	119142	0	0	0	51957	1353	1245	35120	2231	6266	3346	12367	11558	16014	26675	7312	14579	11011	6612	975								0	294			0	0							0			
165628																																	0	221162	71976	58448	584147	794	18652	17858	29409	574	531365	0	531365	258704	130131	0	10921	2593515	0	500	850	627226	21721	367602	512917	47932	86465	145400	59644	216302	67839	986355	163340	305016	283809	184114	34157	0	0	0	0	0	0	0	24904	4249	0		0	0	17805	203357	347817	236330	0	500	0			
165758																																	0	17356	2114	1872	23349		87		18	0			5817	7198	1601	0	864	65667	0	0	0	4528	823	0	30297	449	1763	2232	84	0	0	10127	17958	22526	5445	3726	181								0	40			0	0	3570	13786	12585	10764			0			
165806																																	0	23019	29252	15851	87219	0	347	347	43724	150	103474	0	103474	30912	15229	0	0	429949	0	0	0	72569	7641	30785	163452	4231	6236	8875	9933	23174	20066	149518	5775	53947	63275	58189	25015	0	0	0	0	0	0	0	0	712	0		0	0	13924	9095	41702	45517	0	0	0			
166111																																	0	1475	0	755	2818		74		0	0			896	4462	11198	0	0	205827	0	0	318	179160	4989	158951	958	6681	37740	59183	40856	23456	10405	3788	6330	5948	7478	2526	433								0	0		0	0	0							0			
166531																																	0	2751	8104	110	42061		40		3097	0			15254	843	18788	0	1000	135820	284	0	0	43297	759	5622	68113	8871	16322	15017	2932	155	0	29368	35501	17519	9490	929	0								0	0			0	0	1416	1335	2265	39796			0			
166652																																	0	81858	19981	6945	98399	16	6259	6243	22123	0	154881	0	154881	37640	34289	0	0	505659	0	0	0	31823	10857	5464	309110	9000	8344	10766	2704	490	406	349800	39226	52339	16426	4826	2550	0	0	0	0	0	0	0	0	604	0		0	0	4911	76947	57072	41327	0	0	0			
166803																																	0	41008	2352	26656	219995	0	3847	3847	0	0	80791	0	80791	55316	7229	0	2886	738866	0	0	0	292950	5668	19519	152003	2304	4867	8606	19371	128063	129004	103643	33467	93732	94153	101167	10763	0	0	0	0	0	0	0	0	168	0		0	0	16425	24583	110495	109500	0	0	0			
166849																																	0	489	13610	0	2281		0		3869	0			1724	0	4309	0	38	33682	0	0	0	7253	93	0	10483	670	1233	5155	111	0	84	3253	5327	12739	3576	537	896								0	16			0	0							0			
167060																																	0	50612	5138	56339	246280	0	333	333	1	0	88367	0	88367	21096	2023	0	468	491630	362	0	0	14979	5389	11091	131529	1798	0	0	6953	4249	1491	188867	54974	56958	103535	61913	0	0	0	0	0	0	0	0	935	32	0		0	0	14378	36234	73118	173162	0	0	0			
167453																																	0	12394	6353	478	4514		155		5516	0			7859	981	4538	0	405	64843	0	0	0	16522	4330	417	30581	2502	5361	7101	1199	74	0	14800	12419	13576	6075	1131	27								602	196			0	0	7216	5178	4424	90			0			
167556																																	0	3492	2184	0	7040		0		5078	0			3512	2244	5746	0	0	42861	0	223	0	12714	628	2009	22361	1074	3640	3514	1487	2999	0	12424	9161	4231	3371	834	0								0	0			0	0							0			
167565																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0					0	0	0			
167752																																	0	0	523	0	832		0		1150	0			1212	478	655	0	0	7858	0	596	0	2282	130	1267	2201	228	643	938	136	309	0	1561	1110	1765	982	31	125								0	0			0	0							0			
167855																																	0	17904	5128	4160	29319		146		15714	0			21376	6237	6211	0	189	120504	0	753	0	10598	2515	393	44318	814	1134	4092	2253	899	1298	48482	13398	20707	17433	7931	1932								0	254			0	0	7872	10032	14776	14543			0			
167864																																	0	8865	350	5040	17365		301		344	0			67992	0	7432	0	0	117826	0	0	0	10003	134	944	62011	1385	1499	2396	4436	287	0	80999	4610	10451	7367	944	0								0	0			0	0							0			
168366																																	0	69310	6562	307	40113		63		806	0			25061	0	10911	0	0	183030	0	0	0	28005	1892	8882	91171	9480	2982	6212	3402	3775	2154	83410	42866	16641	8141	1507	1842								0	0			0	0	56367	12943	19079	21034			0			
168441																																	0	17921	343	25104	47030		64		0	562			19691	15442	1910	0	1102	200635	0	0	533	63655	8271	20794	26440	783	5226	4127	2440	13576	36944	31169	27969	21437	34001	20527	803								0	102			0	0	5193	12728	22281	24749			0			
168571																																	0	1803	147	0	6463		0		231	302			1444	0	1559	0	0	22352	27	0	0	10188	544	3411	3436	230	710	3004	1344	2885	1780	1501	1952	3230	2337	2368	0								0	0			0	0	0	1803	5077	1386			0			
168731																																	0	36454	597	12333	62349		1012		15	0			45596	16491	2342	0	445	191709	83	0	1159	11775	2089	3932	84216	2628	2772	2460	2632	996	49	90686	24459	31950	18334	11692	757								0	294			0	0	8230	28224	30279	32070			0			
169073																																	0	20579	62	10286	99974	0	0	0	0	0	17104	0	17104	6224	3356	0	0	248239	178	0	0	85006	5826	28355	54059	9935	1114	6685	13194	41813	12085	52075	10530	23628	63829	12088	773	0	0	0	0	0	0	0	0	0	0		0	0	9666	10913	30322	69652	0	0	0			
169233																																	0	10212	4985	1683	23842		3052		44	711			2707	54	6449	0	1478	66687	0	0	0	11666	515	1604	27905	2627	2453	5920	338	221	107	25790	11706	12931	2197	700	1168								0	0			0	0	1285	8927	8916	14926			0			
169327																																	0	10672	11136	0	64328		121		2537	0			19945	14625	6307	0	2961	168999	0	0	0	34387	1980	274	46277	767	5530	8642	3040	16049	122	39642	21967	26762	21786	24169	94								0	0			0	0	4088	6584	21984	42344			0			
169354																																	0	607	2972	0	6121		4		24562	0			11782	0	4239	0	0	52367	0	0	1200	2080	0	0	28256	791	9	605	675	0	0	31819	5322	5507	7098	468	0								0	0			0	0							0			
169653																																	0	2052051	110366	144352	2116612	1493	28732	27239	28106	0	2115722	39	2115761	293002	63483	0	33989	8132773	12214	12239	80576	1041420	96418	643363	3165618	103184	126721	299625	280348	158449	42375	4166230	605580	820294	803456	625905	18031	0	0	0	0	0	0	0	44	8412	0		853	762	1340468	711583	990775	1125837	1756	10483	8317			
169756																																	0	3714	4812	632	45015		38		3686	0			37459	2239	4680	0	0	139447	102	0	0	36339	935	1974	13396	1566	940	2148	5589	11141	14837	22675	40391	7562	7851	12634	11157								0	0			0	0							0			
169952																																	0	2627	2951	551	17653		66		1968	0			26954	1086	4410	0	0	72158	0	0	0	10987	2269	10987	30331	1716	3225	4533	64	544	905	19537	15229	15856	5119	2219	843								297	339			0	0	2269	358	4037	13616			0	0	0	
170051																																	0	57444	28	5807	139794	0	80	80	0	2320	66931	0	66931	2871	2741	0	12509	294780	617	0	0	5667	1389	5198	152515	5198	13	450	6	0	0	119164	79364	58349	18674	3318	5300	0	0	0	0	0	0	0	0	136	0		0	0	51292	6152	16504	123290	0	0	0			
170257																																	0	343	2426	0	3643		55		5491	0			2407	0	5028	0	456	27425	0	0	0	7379	197	0	6568	360	202	515	949	5225	128	6518	1974	3664	5380	2510	0								0	0			0	0							0			
170332																																	0	1580	0	6647	32584		0		0	0			8323	3029	26296	0	1329	144160	0	0	0	62696	1380	59895	10414	2607	7676	17242	595	4584	29993	14362	13080	26929	14070	9607	3417								0	296			0	0	175	1405	18262	14322			0			
170640																																	0	0	1512	0	639		0		2622	0			1144	0	3427	0	0	13098	0	0	0	3283	453	21	3131	0	21	1171	1610	481	0	414	2990	2277	3393	697	0								0	18			0	0							0			
170716																																	0	396832	0	0	510330	0	5323	5323	22205	15835	526086	3859	529945	0	1253198	0	303892	4218460	9371	0	0	1132414	12688	62	1775643	47846	129038	274508	208669	390340	62467	1552973	330859	685780	361124	108325	464	0	0	0	0	0	0	0	52001	9003	0	0	0	0	310571	86261	3504	506826	0	0	0			
170976																																	0	2526	0	3389	2557		60		0	0			0	2584	603	0	0	34036	130	0	0	20632	1696	9801	1435	307	1010	4314	3727	4201	6800	5133	962	1728	2937	1131	1389								0	119			0	0							0			
171133	216460	427	0	0	22237	3920	2220	0	0	318700	811	0	151563	93062	49276	30089	27472	51411	6655	0	0	0	0	72991	0	1256	10032		0	0	0	0	61604	41563	882	17190	93320	0	427	427	0		22237	3920	26157	2970	2220	0	0	307313	811	0		58950	1585	26748		1541	7684	17533	12033	2275	17884							0			0	61604			0	1256					19324	22239	25645	67675			0			
171348																																	0	11728	2202	2211	31394		13		692	0			13770	1884	2192	0	1470	104853	0	0	0	32342	4851	50	28118	542	2532	9698	7110	10333	1821	18607	10258	18835	16113	7152	0								0	104			0	0	3656	8072	13522	17872			0			
171656																																	0	6182	998	0	18456		0		1074	0			14339	895	3958	0	128	56385	0	0	0	9443	853	6215	15241	2255	1271	4285	473	904	255	19942	4860	15243	4304	2493	0								0	59			0	0	2416	3766	9585	8871			0			
171759																																	0	3960	9707	1021	5501		54		9642	0			7322	2702	2819	0	1927	55384	0	96	0	7852	2569	195	12842	569	1563	2352	1498	774	217	10966	4315	14378	9436	6848	1250								0	212		0	0	0	1696	2264	3254	2247			0			
171768																																	0	18854	9100	1390	19237		125		6737	0			9422	0	8287	0	267	99852	0	0	0	26012	231	3490	32680	8903	1248	2433	1345	5762	6321	21178	10633	15026	10421	7930	8457								190	0			0	0	5439	13415	13832	5405			0			
172158																																	0	637	6631	13	1909		57		11544	0			5530	0	5448	0	0	40751	0	0	0	8982	0	7066	8982	911	3145	2535	981	648	762	3129	15744	9490	2712	694	0								0	0			0	0							0			
172251																																	0	9065	1347	0	5428		34		823	0			2141	0	1292	0	273	29874	0	0	0	8488	976	0	21291	1691	3526	2816	33	28	0	8142	7584	3710	593	630	127								0	7			0	0	6457	2608	5428	0			0			
172457																																	0	61670	4565	1505	56206		89		40	0			19703	1244	13130	0	0	201199	0	0	0	34444	7217	30010	60681	5499	6150	18464	2865	467	999	86753	12163	41335	22656	2212	0								898	488			0	0	45853	15817	25669	30537			0			
172747																																	0	19466	0	11653	43977		334		0	0			37244	14232	2404	0	1370	148486	54	0	0	17099	761	0	68405	6573	2309	3186	3991	10	864	75992	15105	12091	21431	2909	1825								0	0			0	0	15885	3581	24874	19103			0			
172840																																	0	23695	2492	2622	23532		10		291	763			5769	0	3961	0	485	76109	0	456	0	11311	1097	163	12204	3334	6581	815	62	242	215	29046	19621	12906	1319	489	522								353	35			0	0	5324	18371	3108	20424			0			
172859																																	0	351	5960	252	1405		141		29343	0			6614	0	3445	0	140	54571	0	0	0	4559	11	849	24016	477	1158	711	1034	789	390	5956	24409	6899	10041	2579	95								2350	0		0	0	0	351	0	1368	37			0			
173306																																	0	6138	484	4549	31749		107		170	0			9945	10328	2197	0	2420	157825	52	0	100	86820	2915	60276	10557	3108	58580	169	254	23320	1375	30604	6447	3334	5169	10771	14732								0	55			0	0	4113	2025	24336	7413			0			
173342																																	0	1343	3019	348	4757		31		2316	0			4343	0	2788	0	598	31339	0	0	0	11385	411	0	10793	600	1822	2523	1942	3613	849	3233	5138	4664	4903	1896	94								0	0			0	0							0			
173548																																	0	8	9176	0	0		0		4772	0			12204	0	2658	0	0	40905	0	0	0	12038	0	0	4454	755	1177	4140	3174	2356	346	4610	5171	7071	8081	3504	387								0	49			0	0							0			
173557																																	0	52241	526	3392	132411	103	311	208	0	0	15088	0	15088	6623	5221	0	838	255173	0	0	0	35312	2885	14555	107908	8547	7101	13253	5885	91	95	88144	26025	91416	11179	2063	0	0	0	0	0	0	0	0	0	325	0		0	0	988	51253	50106	82305	0	0	0			
173575																																	0	48451	0	18383	47175	0	82	82	0	0	10105	0	10105	20249	5109	0	0	443688	0	0	0	282296	11288	170511	37846	1635	27598	40278	55945	92228	64339	59688	10501	27489	24106	30914	8408	0	0	0	0	0	0	0	0	550	0		0	0	27706	20745	29356	17819	0	0	0			
173641																																	0	12812	6322	516	22047		85		3253	0			10728	0	4773	0	2722	80373	0	0	0	14885	2211	9776	26682	2293	6193	1112	370	2016	2784	17041	28407	10342	6288	2888	395								0	19			0	0	2590	10222	0	22047			0			
173959																																	0	0	247	0	1290		1912		164	0			2858	0	9233	0	2260	20441	0	0	998	2477	0	0	4664	0	133	18	167	1564	595	7032	2210	2625	2503	3336	251								0	0			0	0							0			
174321																																	0	20	19	46	4813		89		0	0			411	0	2151	0	0	28306	0	0	0	20757	0	0	1380	36	81	140	358	10380	9762	383	880	858	638	3794	996								0	0			0	0							0			
174367																																	0	256	427	18	1169		122		1925	0			1225	0	2085	0	0	9878	1	0	0	2652	0	502	3490	318	474	1272	373	215	0	884	3045	1694	911	689	0								0	0			0	0							0			
175056																																	0	3041	25743	730	15415		49		18139	0			18242	0	5137	0	0	102434	390	0	0	15081	1247	6470	41998	4666	5853	1102	2749	711	0	58470	11168	6746	9519	1743	3								0	0			0	0							0			
175140																																	0	35376	10373	2041	51664		59		2810	0			19446	5815	4175	0	4242	166100	0	0	0	26676	2941	19021	59039	3797	6846	7115	4121	3506	1291	51039	23987	33622	22907	3297	1801								239	243			0	0	6836	28540	26481	25183			0			
175458																																	0	412	590	0	488		37		3474	70			1616	0	1369	0	150	11642	0	37	0	3247	209	0	4929	122	596	1049	1480	0	0	3039	1690	1756	1792	80	13								0	13			0	0							0			
175609																																	0	894	376	0	20976		188		0	0			7533	4565	5955	0	0	90443	196	0	0	47869	1601	46338	4229	2684	6521	17224	20816	624	0	14729	11846	10512	5048	635	0								392	290			0	0							0			
175672																																	0	6758	0	3734	17266		0		0	0			4050	2712	2176	0	0	135873	91	0	456	91384	7194	62314	8906	5251	16278	46608	4205	13773	4396	5051	9661	10214	3272	10437	4281								0	690			0	0	3950	2808	13378	3888			0			
176053																																	0	1376	3119	0	6739		7		2026	0			4483	0	1065	0	371	21006	0	0	0	1635	44	0	12427	233	448	954	0	0	0	5668	7752	4829	618	331	0								106	35			0	0	0	1376	2961	3778			0			
176101																																	0	5151	1205	3698	85947	0	702	702	0	87	67840	0	67840	6852	796	0	0	228697	0	0	0	50071	6209	643	43132	261	21	548	881	27505	20855	55112	6974	22597	46714	42254	4659	0	0	0	0	0	0	0	0	226	0		0	0	538	4613	84670	1277	0	0	0			
176325																																	20	505	492	915	8945		65		101	0			4925	795	3732	0	0	43761	0	0	0	21503	1593	18842	4041	1999	3887	5941	8689	610	0	4952	1713	7288	5629	739	1577								0	170			0	0	250	255	4523	4422			0			
176437																																	0	11424	400	0	400		594		1180	0			16197	100	5117	0	0	43613	0	0	0	7986	0	165	31958	950	2357	4088	505	86	0	19855	8796	4193	1868	457	0								215	0			0	0							0			
176464																																	0	18174	20040	3083	79515	0	1100	1100	28165	0	32779	0	32779	0	31868	0	18849	338651	0	3215	0	97490	2515	29795	66061	6041	9621	20711	3469	50881	6564	75629	26194	54749	33373	43279	6475	0	0	0	0	0	0	0	1560	298	0		0	0	11657	6517	0	79515	0	3215	0			
176642																																	0	7747	3669	967	16191		1146		538	185			2328	946	5055	0	0	77563	0	0	0	37248	1637	18553	12006	2694	9202	13900	6366	4120	523	6359	11950	11032	7762	2837	348								0	91			0	0	6228	1519	0	16191			0			
177135																																	0	2271	0	0	206		0		7	0			1151	0	1371	0	131	8264	1	0	0	3070	58	0	4909	0	1324	121	58	1010	557	24	3562	151	217	1235	0								0	0			0	0							0			
177443																																	0	1827	9312	424	9490		2		8633	21			7556	120	3822	0	876	57665	1	150	0	13449	1561	12216	18652	1181	2492	7074	2169	70	463	6305	15909	10309	7766	3562	366								393	51			0	0							0			
177500																																	0	2510	1463	0	1439		0		424	0			2149	0	2150	0	509	26519	0	0	0	15036	839	0	9432	808	3138	9268	610	860	314	2532	2954	3957	1281	659	52								0	0			0	0							0			
177546																																	0	28155	6792	5826	38231		227		890	4209			13988	1904	4727	0	0	122776	0	0	0	18528	2669	8732	72492	4496	4413	6145	238	671	2521	42421	29962	20218	5784	850	44								0	839			0	0	16607	11548	20035	18196			0			
177555																																	0	0	1817	0	0		24		2488	68			560	0	1115	0	0	8141	0	0	0	2137	0	0	2433	48	115	696	1278	0	0	936	1378	815	1319	225	1331								0	0			0	0							0			
177751																																	0	28680	0	0	128025	0	2019	2019	0	0	82359	0	82359	0	835	0	2313	247804	316	0	0	3349	540	1072	124487	1135	105	1848	261	0	0	102797	20450	42763	77638	814	0	0	0	0	0	0	0	0	0	0	0		0	0	0	28680	109269	18756	0	0	0			
177920																																	0	2399	438	0	23274	0	187	187	453	0	63695	0	63695	27446	4086	0	221	261475	0	0	0	134445	4090	110263	16543	8150	24542	59938	21470	12983	5774	43195	5264	32107	21027	24823	89	0	0	0	0	0	0	0	601	140	0		0	0	1052	1347	13667	9607	0	0	0			
177957																																	0	64325	10877	15924	90592	0	278	278	2014	1702	36609	0	36609	10368	4789	0	885	280262	334	45	0	38141	5712	12255	117866	19475	6980	6261	3938	188	485	119101	32362	47061	30377	11924	9	0	0	0	0	0	0	0	0	37	0		0	0	40158	24167	54824	35768	45	0	0			
178057																																	0	0	1011	0	335		112		1278	0			583	0	2092	0	23	11905	0	0	0	6423	48	0	2529	275	461	2713	2101	873	0	287	1486	1929	1520	260	0								0	0			0	0							0			
178150																																	0	2547	302	337	6495		241		33	0			31771	1360	6524	0	3090	90006	0	0	0	37023	201	3879	29886	3642	5617	24768	1838	35	216	9124	11503	23324	5162	2185	145								60	22			0	0							0			
178244																																	0	2157	5274	0	3517		35		8604	0			5152	0	6959	0	1046	43771	0	0	79	10494	526	580	17042	799	1933	6983	357	422	0	6689	7621	11658	4505	2630	0								0	7			0	0							0			
178271																																	0	1813	0	0	681		0		0	0			201	713	833	0	0	27384	63	0	0	22631	569	2989	682	130	935	811	1230	3406	16119	1112	1131	753	355	973	492								0	6			0	0							0			
178356																																	0	3750	445	0	6080		1331		0	0			1871	0	7903	0	0	39813	0	0	0	18398	35	0	10962	989	2126	5408	9852	27	0	4949	2968	5098	8367	29	0								0	0			0	0	1249	2501	0	6080			0			
178851																																	0	51023	12618	1598	34455		17		5810	0			7879	5341	2340	0	0	131507	0	0	0	7712	2566	1653	74023	1799	1807	585	1609	664	1248	72782	22618	15340	10855	1584	616								0	148			0	0	23690	27333	22462	11993			0			
179148																																	0	235	25433	0	9441		80		17835	0			5452	0	2886	0	0	70338	4	0	0	8605	225	8363	18461	315	1620	3249	3084	240	29	22899	11540	9426	10472	7040	139								132	18			0	0							0			
179335																																	0	15418	0	0	17107		0		0	0			23855	3	22858	0	0	117125	0	0	0	36178	1706	89	45658	4047	6690	8602	5943	10896	0	14726	21481	18904	23387	2106	0								0	0			0	0	428	14990	1429	15678			0			
179700																																	0	26229	0	12504	38352	0	0	0	0	0	11761	0	11761	13849	23588	0	0	343035	0	0	0	206639	9708	84206	27849	2259	6795	36340	21193	41840	94764	37596	10041	19831	9204	39762	18714	0	0	0	0	0	0	0	0	405	0		0	0	15214	11015	20530	17822	0	0	0			
179755																																	0	6382	6859	0	16949		138		7227	0			8583	4406	3237	0	1267	68131	0	0	0	10822	2137	0	23197	1327	2706	5216	545	822	0	17372	4943	20237	6216	3499	2802								75	49			0	0	873	5509	11110	5839			0			
180041																																	0	5091	10343	0	3136		0		14042	0			21551	223	4772	0	0	72124	0	0	0	12908	0	0	36975	2888	2064	4369	1600	1703	249	21505	10569	13096	8377	2400	1288								0	58			0	0							0			
180078																																	0	54039	0	1051	82374	0	0	0	0	0	13004	0	13004	11997	1242	0	0	318876	0	0	0	152622	2547	28082	63126	4315	9765	14225	3569	113813	5674	62893	13090	34040	34341	18283	1164	0	0	0	0	0	0	0	0	0	0		0	0	24564	29475	59822	22552	0	0	0			
180144																																	0	552	5553	0	1739		95		3538	0			2918	0	6570	0	0	34358	9	0	1089	13331	0	2966	6677	1055	2551	1263	4765	3259	424	2066	5840	4845	6213	1640	116								0	71			0	0							0			
180201																																	0	717	45	0	5715		1		19	0			2101	0	1680	0	910	35620	0	0	0	23850	582	13287	2280	1195	3249	4526	3596	7951	3333	2962	2414	1775	1309	2722	206								0	0		0	0	0							0			
180416																																	0	4198	0	67	40774		75		0	0			18858	1175	23138	0	2726	159018	11	0	121	62589	5429	38145	5463	465	6497	17751	12406	10152	14871	22253	7335	25231	27649	9723	3751								0	0			0	0	2526	1672	0	40774			0			
180443																																	0	200	8501	0	2804		0		10243	0			3760	7	2747	0	0	33861	0	0	0	5471	128	3877	11190	359	1341	1119	2624	28	0	8282	4651	5850	8495	576	536								0	0		0	0	0							0			
180537																																	0	980	154	0	16225		137		607	0			6351	0	18342	0	0	52097	1601	0	0	10701	201	0	25066	859	2929	4729	1564	33	0	6064	15214	13242	7840	375	0								0	0			0	0	401	579	13779	2446			0			
180649																																	0	106292	469	40305	113093	0	127	127	0	0	68940	0	68940	62103	5106	0	376	523006	0	0	48	95155	27268	57052	185071	15610	34565	30101	5756	3563	4060	176651	59155	71582	86865	19718	1598	0	0	0	0	0	0	0	3772	0	0		0	0	8409	97883	96	112997	0	0	0			
180845																																	0	2774	7949	360	6182		0		5021	0			4496	413	2324	0	425	40823	0	0	0	10566	90	6812	12132	334	1044	5666	3183	154	157	7329	8187	8245	6496	0	0								223	0			0	0							0			
181347																																	0	35010	14630	4122	56882	73	148	75	12775	58	71405	0	71405	4879	6657	0	533	244045	0	0	443	32870	4112	0	98682	2531	7848	13992	1981	3199	3265	86303	28049	49988	33454	4069	2213	0	0	0	0	0	0	0	0	22	0		0	0	19324	15686	43695	13187	0	0	0	0	0	
181459																																	0	10908	36492	3666	26354	86	2569	2483	72145	0	43619	2	43621	2293	33596	0	3167	354511	0	0	340	29226	8477	3014	71592	4638	3414	6438	7612	1720	5399	111521	68856	50639	66405	25160	1478	0	0	0	0	0	0	0	80997	1000	0	0	0	0	5230	5678	12382	13972	0	0	0			
181758																																	0	2353	0	0	6617		10		0	0			4345	0	4338	0	0	26473	0	0	2331	8261	23	94	10709	1519	1978	2530	497	1252	431	4650	5510	2808	3481	249	438								378	148			0	0							0			
181851																																	0	154258	28764	3186	109892	878	878	0	7575	580	51626	0	51626	8683	7849	0	4933	443937	220	1064	0	55019	10183	20143	190523	8051	17949	12742	4063	5889	5481	173314	101376	68204	25343	15760	2062	0	0	0	0	0	0	0	0	247	0		0	0	36010	118248	55948	53944	1064	0	0			
181963																																	0	5234	3532	0	11804		95		3937	0			11892	499	1193	0	28	56998	0	0	315	14912	2301	1286	12526	1258	1083	1414	4114	6246	443	23867	3135	4507	6940	2951	264								1426	145			0	0							0			
182054																																	0	8440	3710	6053	15110		11		1860	0			12277	3584	1349	0	286	72446	0	0	0	19454	101	3093	25922	2598	1498	4707	3223	7082	346	17428	7925	14829	9805	1244	1374								135	76			0	0	3900	4540	6923	8187			0			
182157																																	0	7246	0	1038	8695		0		0	0			253	11	226	0	0	30643	0	0	0	13111	60	4702	18537	3538	2470	4909	589	164	104	5128	7402	2637	525	69	0								3	0			0	0	6155	1091	7119	1576			0			
182175																																	0	21064	1381	44	13659		39		0	0			1864	4475	970	0	0	150623	0	0	0	101573	5527	53024	792	1654	17431	30592	2969	19812	29115	8397	9626	14329	2323	7376	6998								0	27			0	0	16984	4080	6690	6969			0			
182353																																	0	317	5575	0	429		20		5099	0			1092	0	1449	0	0	17497	0	24	0	3492	0	2240	3879	33	393	804	995	1095	172	1845	2796	2675	2613	3835	241								0	0			0	0							0			
182401																																	0	603	0	0	2725		0		0	0			0	916	462	0	0	27256	0	0	0	21734	816	437	175	110	18	324	114	14817	6351	916	36	410	214	3799	146								0	0			0	0							0			
182652																																	0	224	711	0	609		283		648	0			431	0	837	0	325	6330	0	0	431	2262	0	2262	5339	671	1579	0	12	0	0	795	2294	539	208	232	0								0	0			0	0							0			
182951																																	0	4379	11601	825	15997		265		8185	0			12897	0	8571	0	3333	88109	0	0	0	21058	985	479	23009	96	65	197	1649	9394	9657	22095	8546	7533	17149	9481	2114								0	13			0	0							0			
183042																																	0	4118	10604	336	9695		36		16862	0			14111	43	4455	0	141	83476	0	0	0	19886	3189	0	31854	770	2272	10565	2866	3415	0	10917	17895	21948	10724	1325	714								0	0			0	0							0			
183051																																	0	379	2809	0	1479		44		400	0			1433	0	3258	0	0	13658	0	0	0	3573	283	48	3645	220	499	2311	498	45	0	1457	2478	3268	2375	507	0								0	0			0	0							0			
183154																																	0	0	911	0	1957		49		4098	0			1835	48	3122	0	12	15001	0	0	0	2969	0	479	5678	269	239	861	1251	250	50	3190	2354	2314	1907	1745	262								0	0			0	0							0			
