"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ651	RCONJ652	RCONJ944	RCONJ945	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AVG DAILY AMT NONINT ACTS GT 250K	AVG DAILY NBR NONINT ACT GT 250K	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	PB/PSA FDIC CERTIFICATE NUMBER	
41937																0	7421	327	508	2	40075	6099	4899	10	52903	0			0	0	0	0	0	0	0	0	0			0	0		
41955																0	2530	121	0	0	22554	2257	3920	8	29004	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
42037																0	0	0	0	0	41477	4278	13195	17	54672	0			0	0	0	0	0	0	0	0	0	3276	7.00	0	0		
42055																0	2567	244	461	1	41966	4612	10778	17	55772	0			0	0	0	0	0	0	0	0	0			1910	5		
42354																0	2659	106	0	0	67439	6043	26673	48	96771	0			0	0	0	0	0	0	0	0	0	6269	10.60	6045	11		
42420															765172	0	296774	26914	15996	45	3152285	398590	1177669	1374	4642724	0	4736508	0	0	0	0	0	0	0	0	0	7589	252339	285.00	198286	257		
42448																0	55793	2352	7416	19	347775	34290	97792	118	508776	0			0	0	0	0	0	0	0	0	0	9418	16.00	19240	31		
42457																0	994	64	0	0	14761	1586	4869	10	20624	0			0	0	0	0	0	0	0	0	0			668	2		
43052																0	5504	331	0	0	59460	5667	5628	12	70592	0			0	0	0	0	0	0	0	0	0	1823	2.37	1393	2		
43351																0	292	19	0	0	9437	689	1690	5	11419	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
43454																0	928	102	0	0	14341	1900	2747	7	18016	0			0	0	0	0	0	0	0	0	0	342	1.13	526	2		
43511																0	20998	1900	992	3	304696	31013	61312	98	387998	0			0	0	0	0	0	0	0	6000	9486	18390	28.00	17720	26		
43744																0	3957	199	0	0	52886	4688	13154	23	69998	0			0	0	0	0	0	0	0	0	0	1733	3.20	664	2		
43856																0	1338	79	264	1	25104	2664	14115	23	40820	0			0	0	0	0	0	0	0	0	0	1530	2.00	1799	3		
43959																0	2067	118	0	0	58026	5036	45417	61	105510	0			0	0	0	0	0	0	0	0	0			8804	14		
44040																0	17648	666	515	2	159203	12019	80248	102	257614	0			454	0	0	0	0	0	0	0	0	7214	13.87	7799	15		
44433																0	2945	108	538	2	99602	3716	88549	120	191634	0			0	0	0	0	0	0	0	0	0	10545	21.00	7792	16		
44741																0	18904	1255	965	3	200042	24740	74506	74	294417	0			0	0	0	0	0	0	0	0	1678	40540	35.25	4605	10		
44750																0	11519	843	549	1	98727	6322	43489	35	154284	0			0	0	0	0	0	0	0	0	0	1465	4.05	562	1		
44929																0	8356	506	1257	4	89326	14056	19027	26	117966	0			0	0	0	0	0	0	0	0	0			0	0		
45038																0	14101	603	522	2	76001	6600	17679	24	108303	0			0	0	0	0	0	0	0	0	625	1882	4.57	1539	2		
45047																0	5574	254	613	2	76225	8893	20977	37	103389	0			0	0	0	0	0	0	0	0	0	4739	9.68	4654	9		
45056																0	3142	313	600	1	35081	3336	8887	16	47710	0			0	0	0	0	0	0	0	0	0	3240	5.30	3618	5		
45430																0	9914	390	531	2	69358	6976	12880	34	92683	0			0	0	0	0	0	0	0	0	0	2113	1.00	1366	1		
45458																0	489	51	0	0	5849	253	3068	3	9406	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
45551																0	29337	194	0	0	334217	30869	163776	195	527330	0			0	0	0	0	0	0	0	0	0	26626	40.00	48356	52		
45560																0	12129	579	571	2	341863	21168	277845	368	632408	0			0	0	0	0	0	0	0	0	0	108148	168.00	0	0		
45775																0	14103	700	259	1	115347	7850	14281	36	143990	0			0	0	0	0	0	0	0	0	0	3494	6.75	3609	8		
46053																0	12149	593	274	1	103752	10669	41961	46	158136	0			0	0	0	0	0	0	0	0	200	0	0.00	0	0		
46941																0	7083	460	362	1	61187	6556	15780	19	84411	0			0	0	0	0	0	0	0	0	0			0	0		
47153																0	1060	52	0	0	15169	1385	1648	6	17877	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
47247																0	22394	989	4250	12	138864	13355	47955	76	213463	0			0	0	0	0	0	0	0	0	0	10992	18.55	11510	18		
47256																0	2501	146	264	1	23130	2668	2794	7	28689	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
47452																0	2190	59	263	1	24468	1436	17962	27	44883	0			0	2000	0	0	0	0	0	0	0	4051	8.22	3816	8		
47500																0	26970	1412	1302	4	211681	23801	20475	40	260428	0			0	0	0	0	0	0	0	0	10541	3646	7.88	710	2		
48057																0	4195	189	0	0	72985	6437	12095	21	89275	0			0	0	0	0	0	0	0	0	0	1191	3.80	2110	3		
48150																0	1132	59	0	0	16503	1728	3379	7	21014	0			0	0	0	0	0	0	0	0	0	280	0.86	278	1		
48374																0	31354	1137	2233	7	428014	27584	84835	146	546436	0			0	0	0	0	0	0	0	0	11201	14030	24.51	10885	19		
48440																0	6085	340	0	0	57033	6840	15846	20	78964	0			0	0	0	0	0	0	0	0	0	293	1.00	1111	2		
48730																0	8294	405	274	1	178497	14332	31673	61	218738	0			0	0	0	0	0	0	0	0	0	15411	15.75	11562	14		
49054																0	0	0	0	0	159948	2047	23738	45	183686	0			0	0	0	0	0	0	0	0	0	7022	5.38	6200	4		
49148																0	5380	271	582	2	52837	4827	9736	12	68535	0			0	0	0	0	0	0	0	0	0			2000	4		
49241																0	12079	665	0	0	222129	22409	92075	112	326283	0			0	0	0	0	0	0	0	0	45845	27489	31.33	16808	29		
49344																0	3202	188	0	0	53462	5022	25577	26	82241	0			0	0	0	0	0	0	0	0	0	5260	7.00	0	0		
49643																0	881	48	0	0	25096	2701	5516	10	31609	116			0	0	0	0	0	0	0	0	0	1725	1.21	0	0		
49652																0	3149	185	0	0	54542	5215	27679	35	85370	0			0	0	0	0	0	0	0	0	0	8264	14.00	5866	9		
49821																0	42998	1529	4806	14	378497	26088	176513	247	602814	0			0	0	0	0	0	0	0	0	58284	27628	46.90	19407	48		
49858																0	2580	243	0	0	55902	3817	8899	21	67381	0			0	0	0	0	0	0	0	0	0	2985	6.44	3600	8		
49951																0	2947	125	301	1	64170	4093	23814	40	91232	0			0	0	0	0	0	0	0	0	0	1587	3.97	2218	5		
50144																0	6224	327	767	2	37889	4223	4839	9	49719	0			0	0	0	0	0	0	0	0	0			0	0		
50461																0	287	32	337	1	54857	974	17938	37	73419	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
50546																0	3290	112	284	1	23027	2163	12308	26	38909	0			0	0	0	0	0	0	0	0	0			887	3		
50854																0	1648	73	0	0	43587	3824	10658	22	55894	0			0	0	0	0	0	0	0	0	0			5218	11		
50957																0	2984	163	0	0	85658	1914	8001	18	96643	0			0	0	0	0	0	0	0	0	0	5146	8.00	2401	6		
51253																0	7382	221	329	1	96420	9921	24738	32	128869	0			0	0	0	0	0	0	0	0	0	5616	11.86	1848	5		
51356																0	1442	63	0	0	36182	3998	26214	30	63838	0			0	0	0	0	0	0	0	0	0			0	0		
51459																0	8938	528	541	2	127769	10940	59470	66	196718	0			0	0	0	0	0	0	0	0	3560	0	0.00	0	0		
51730																0	6022	260	0	0	44073	5734	4483	8	54578	0			0	0	0	0	0	0	0	0	0	1659	3.00	1441	3		
51842																0	24034	1532	0	0	119336	14167	92368	336	235738	0			0	0	0	0	0	0	0	0	2011	16455	20.24	7520	10		
52410																0	2202	123	0	0	47292	6069	1484	4	50978	0			0	0	0	0	0	0	0	0	0	635	2.00	0	0		
52719															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0		
52951																0	2097	60	0	0	46126	3396	32027	33	80251	0			0	0	0	0	0	0	0	0	0			3479	7		
53015																0	3567	136	0	0	16296	2488	2237	5	22100	0			0	0	0	0	0	0	0	0	0			0	0		
53033															982454	0	13446	498	1389	2	633398	27410	1288630	1219	1936863	0	1713929	0	0	0	0	0	0	0	0	0	0	429943	761.00	0	0		
53051																0	3640	251	0	0	40649	4052	5388	11	49677	0			0	0	0	0	0	0	0	0	0	1570	4.22	1610	4		
53239																0	7861	240	1412	4	86990	7842	17069	23	113332	0			0	0	0	0	0	0	0	0	0	10730	14.00	13404	15		
53453																0	1643	65	0	0	31895	2267	4742	9	38280	0			0	0	0	0	0	0	0	0	0	255	1.00	0	0		
53752																0	2140	69	0	0	33888	2129	7102	11	43130	0			0	0	0	0	0	0	0	0	0			310	1		
54049																0	4858	214	834	2	57043	7782	16544	23	79279	0			0	0	0	0	0	0	0	0	149	1633	3.32	1713	3		
54058																0	17768	794	1078	4	182259	10216	42192	72	243297	0			0	0	0	0	0	0	0	0	0	3691	5.38	4669	7		
54357																0	0	0	0	0	38298	1605	2987	10	41285	0			0	0	0	0	0	0	0	0	0	778	2.00	496	1		
54375																0	21816	1302	900	3	329381	31020	158700	152	510797	0			0	0	0	0	0	0	0	0	0	47570	36.85	59663	85		
54441																0	8262	379	0	0	92562	8194	10814	22	111638	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
54656																0	43624	1105	3728	13	224268	15921	102569	141	374189	0			0	0	0	0	0	0	0	0	0	10640	19.1800	11629	20		
55176																0	36846	950	5094	15	154097	9855	57378	78	253422	7			0	0	0	0	0	0	0	0	0	2389	2.67	3873	8		
55336																0	12368	815	1264	3	224906	20573	52688	111	291226	0			0	0	0	0	0	0	0	0	0	18557	42.00	17855	39		
55635																0	599	108	0	0	68116	3189	6990	14	75705	0			0	0	0	0	0	0	0	0	26954	4279	6.00	4209	7		
55653																0	3406	283	258	1	54955	4458	16536	34	75155	0			0	0	0	0	0	0	0	0	0	13707	19.58	7005	13		
56258																0	6762	492	0	0	101762	10221	57730	60	166254	0			0	0	0	0	0	0	0	0	0	3943	8.99	5335	10		
56351																0	32161	1884	1037	4	515335	93408	223519	285	772052	0			0	0	0	0	0	0	0	0	0	72002	102.12	74610	96		
56427																0	7406	379	797	2	55365	5720	4684	8	68252	0			0	0	0	0	0	0	0	0	0			799	2		
56548																0	7124	462	392	1	266650	11013	25102	51	299268	0			0	0	0	0	0	0	0	4000	1482	6014	11.62	4965	11		
56557	1921733	129983	1978853	138980	0	0	0	0	0	0	0	0	129983	138980	411591	0	11108	344	579	1	700297	22206	1079766	1191													157679	581514	590.00	584169	556		
56717																0	34239	1224	6008	13	316197	27826	100191	147	456635	0			0	0	0	0	0	0	0	0	3860			6381	11		
57040																0	6155	288	0	0	64257	6329	8889	19	79301	0			0	0	0	0	0	0	0	0	0	414	1.15	538	2		
57228																0	8722	457	1372	4	185031	19193	28774	61	223899	0			0	0	0	0	0	0	0	0	0	7527	16.00	6969	16		
57255																0	265	19	0	0	63799	6469	20026	28	84090	0			0	0	0	0	0	0	0	0	0	7668	13.08	0	0		
57451																0	27671	937	1631	6	222274	20935	98819	116	350395	0			0	0	0	0	0	0	0	0	1844	30832	31.6666	32024	32		
57572																0	3437	439	0	0	34243	4828	2988	8	40668	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
57956																0	1830	105	294	1	71780	5709	80490	94	154394	0	130840	0	0	0	0	0	0	0	0	0	0	25585	30.00	54713	40		
58074																0	15472	1121	1831	6	110221	15883	17611	38	145135	0			0	0	0	0	0	0	0	0	0			1689	4		
58207																0	12999	492	762	3	157403	11653	29067	67	200231	0			0	0	0	59	0	0	0	0	0	12985	25.45	0	0		
58225																0	21971	659	2789	8	177230	17920	21532	49	223522	0			0	0	0	0	0	0	0	0	0	2289	4.66	2426	5		
58243	4161586	258677	4513992	335858	897	869	0	0	0	0	0	25000	258677	335858	658943	0	147952	7243	9328	27	2395426	115576	1350203	1414													75512	559888	479.80	513498	463		
58355																0	600	19	0	0	5582	787	372	1	6554	0			0	0	0	0	0	0	0	0	0			0	0		
58551																0	2088	67	837	2	78306	4947	45096	71	126327	0			0	0	0	0	0	0	0	0	0			2341	6		
58636																0	7624	415	286	1	147293	21478	42180	63	197384	0			0	0	0	0	0	0	0	0	0	18483	36.00	13157	24		
58757																0	6486	822	0	0	39381	3690	590	1	46457	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
58971															909084	0	64463	4053	3027	6	1655750	143517	1588484	1830	3311724	0	3396093	0	0	0	0	0	0	0	0	0	53955	505409	569.00	325754	477		
59316																0	25202	2240	320	1	291234	28445	78971	118	395727	0			0	0	0	0	0	0	0	0	0	11648	24.35	12553	24		
59352																0	9445	626	0	0	191425	13794	69268	91	270138	0			0	0	0	0	0	0	0	0	0	8108	17.33	7474	15		
59679																0	2444	128	261	1	14381	2104	3872	7	20958	0			0	0	0	0	0	0	0	0	0			0	0		
59754																0	1140	39	0	0	8636	1235	3537	6	13313	0			0	0	0	0	0	0	0	0	0			1137	2		
60143	41272584	1338882	40889136	1311867	859742	157757	0	0	0	0	280489	1662977	1338298	1311288	11929577	0	670768	62103	35269	97	14145276	1271666	25082389	15481													0			10937331	6629		
60330																0	25528	1268	0	0	304169	42248	85013	145	414710	0			0	0	0	0	0	0	0	0	6250	19141	39.68	9055	17		
60433																0	6143	363	254	1	67472	1899	9904	29	83773	0			0	0	0	0	0	0	0	0	0	200	0.43	0	0		
60545																0	24219	743	3811	9	107970	7786	28362	49	164362	0	0	0	0	0	0	0	0	0	0	0	0	3320	7.3700	3525	6		
60554																0	3044	142	0	0	38114	3866	11481	25	52639	0			0	0	0	0	0	0	0	0	0	3091	6.12	1319	3		
60648																0	16281	580	2155	5	143427	17315	49167	62	211030	0			0	0	0	0	0	0	0	0	216	8573	18.54	4547	11		
61122															362916	0	65833	3962	1803	6	857815	65080	380559	290	1306010	0	1321128	0	0	0	0	0	0	0	0	0	71094	30570	57.26	29597	46		
61355																0	33365	2493	961	3	398832	41641	85458	143	518616	0			0	0	0	0	0	0	0	0	0	15827	20.00	20892	32		
61476																0	13705	438	3006	7	95010	7316	37614	75	149335	0			0	0	0	0	0	0	0	0	0			0	0		
61757																0	9512	1241	902	2	125273	15206	51095	42	186782	0			0	0	0	0	0	0	0	0	0			0	0		
61832																0	6750	295	0	0	128819	10822	29327	63	164896	0			0	0	0	0	0	0	0	0	0	7931	14.00	8960	16		
61953																0	7958	515	0	0	41144	5380	10956	18	60092	34			0	0	0	0	0	0	0	0	0	1486	3.10	0	0		
62044																0	969	110	0	0	13626	613	2362	5	16957	0			0	0	0	0	0	0	0	0	0	0	0.00	1857	5		
62110																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0		
62147																0	3320	319	0	0	43159	5061	12932	24	59411	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
63050																0	5036	33	0	0	85521	12150	12691	33	103248	0			0	0	0	0	0	0	0	0	0	1826	6.00	1974	4		
63069	18215911	0	18723651	0	0	0	0	0	152800	0	104572	74853	0	0	10835032	0	89448	4620	10282	29	4467315	187805	13648866	10902													8905	0	0.00	1068319	962		
63078															146980	0	82525	2923	2530	9	1087909	76905	321487	500	1494451	0	1535101	0	0	0	0	0	0	0	0	0	9206	50913	84.53	50058	82		
63201																0	4450	587	0	0	65934	10217	26225	47	96609	0			0	0	0	0	0	0	0	0	0	1710	4.13	2845	4		
63359																0	6639	439	258	1	128347	7139	37169	74	172413	0			0	0	0	0	0	0	0	0	0	6921	15.82	5204	13		
63573																0	25286	1900	1312	4	187460	10935	45017	101	259075	0			0	0	0	0	0	0	0	0	0	3440	6.93	3329	6		
63733																0	36395	1171	3595	10	266312	25538	55821	195	362123	0			0	0	0	0	0	0	0	0	0			19218	60		
63742																0	1683	103	479	1	109366	8744	45996	75	157524	0			0	0	0	0	0	0	0	0	0	12835	29.00	12908	28		
63751																0	483	138	0	0	6079	1008	1012	3	7574	0			0	0	0	0	0	0	0	0	0	264	1.00	0	0		
64150																0	452	26	0	0	66483	3919	40867	64	107802	0			0	0	0	0	0	0	0	0	0	14051	21.85	7429	14		
64543																0	18759	739	0	0	239090	21237	87229	109	345078	0			0	0	0	0	0	0	0	0	0	6886	14.49	9370	14		
64552																0	1742	49	280	1	57265	2881	13179	20	72466	0			0	0	0	0	0	0	0	0	22145			2929	5		
64619	1986790	0	1958294	0	0	0	0	0	0	0	0	0	0	0	913814	0	21142	616	1706	2	845586	29580	1118356	928													11025	522835	422.00	568612	418		
64730																0	14268	697	291	1	117020	8395	48461	40	180040	0			0	0	0	0	0	0	0	0	0	17762	18.38	12953	12		
65205																0	80340	4988	1103	3	542240	35877	34234	79	657917	0	667494	0	0	0	0	0	0	0	0	0	0	2450	6.43	1449	3		
65241																0	4490	217	0	0	73038	5557	18150	25	95678	0	100501	0	0	0	0	0	0	0	0	0	0	622	1.55	0	0		
65513	303350	0			14500	0	0	0	0	0	0	0	0			0	0	0	0	0	66745	2655	236605	158													0			39179	34		
65559																0	9556	504	0	0	224474	17091	136563	184	370593	0			979	0	0	0	0	0	0	0	0			0	0		
65746																0	21764	1180	3124	10	353975	25996	146331	144	525194	0	552867	0	0	0	0	0	0	0	0	0	0	23200	21.00	17046	22		
65858															302099	0	61016	3378	1632	5	757090	83070	447352	448	1267090	0	1249097	0	0	0	0	0	0	0	0	0	42280	126097	164.00	114987	150		
66015	305114	12961			0	0	0	0	0	0	0	0	12961			0	0	0	0	0	112057	2167	180096	214													0	0	0.00	0	0		
66154																0	12763	302	3337	9	47060	5145	7895	24	71055	0			0	0	0	0	0	0	0	0	0			670	1		
66172																0	17717	1190	516	2	255509	21346	53451	117	327193	0			0	0	0	0	0	0	0	0	0	5360	11.69	8386	12		
66275																0	6430	284	1041	3	101634	6887	30998	68	140103	0			0	0	0	0	0	0	0	0	0	3044	5.00	2594	4		
66837																0	9198	599	997	3	194403	9092	41064	63	245662	0			0	0	0	0	0	0	0	0	0	24101	33.00	5480	8		
67142																0	6890	537	0	0	72598	4393	16110	26	95598	0			22	0	0	0	0	0	0	0	0			266	1		
67151																0	7202	273	2079	7	216983	12516	205292	179	431556	0			0	0	0	0	0	0	0	0	27314	21105	35.58	15798	28		
67209																0	32728	1074	5069	14	312965	21967	105509	155	456271	0			0	0	0	0	0	0	0	0	0	10347	18.84	9738	15		
67254																0	0	0	0	0	12024	15681	878	2	12902	0			0	0	0	0	0	0	0	0	0			0	0		
67311															1903733	0	541754	35760	10116	30	8105763	869536	2655631	3513	11313264	0	11435631	0	0	0	0	0	0	0	0	0	5635			1255209	1198		
68345																0	17094	642	4775	9	117585	12693	39235	32	178689	0			0	0	0	0	0	0	0	0	0			910	2		
68448																0	6230	304	0	0	49411	6114	20404	34	76046	0			0	0	0	0	0	0	0	0	0			2461	6		
68756																0	6674	237	576	1	122918	9887	55410	93	185578	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
68831																0	5844	430	580	2	62386	6058	16974	26	86262	478			0	0	0	0	0	0	0	0	0	7303	7.51	5372	8		
68840																0	9496	591	0	0	114502	11666	48374	63	172372	0			0	0	0	0	0	0	0	0	0	1216	3.00	0	0		
68859																0	11562	784	1995	6	242711	24956	94141	184	350414	4			0	0	0	0	0	0	0	0	2149	17570	34.86	0	0		
68943																0	5974	351	0	0	71449	6108	8792	17	86215	0			0	0	0	0	0	0	0	0	0	3644	6.67	4545	8		
69333															139041	0	41118	2095	1559	5	681182	57340	233959	293	957818	0	980303	0	4	0	0	0	0	0	0	0	23211	51995	101.00	33769	64		
69678																0	21605	1012	700	2	274527	21015	110330	186	407162	0			0	0	0	0	0	0	0	0	0	19488	36.98	18262	35		
69847																0	452	52	0	0	13036	1195	1059	4	14547	0			0	0	0	0	0	0	0	0	0			553	2		
70049																0	8143	373	722	1	147233	14414	60208	96	216461	157			0	0	0	0	0	0	0	0	0	21722	33.32	20173	25		
70058																0	5529	217	0	0	53410	5439	21286	22	80225	0			0	0	0	0	0	0	0	0	0	824	2.00	827	2		
70218																0	1258	281	0	0	66507	4596	11627	25	79392	0			0	0	0	0	0	0	0	0	0			3249	8		
70414																0	27734	978	1368	5	281607	25427	64807	105	375516	0			0	0	0	0	0	0	0	0	0	1283	3.00	0	0		
70638																0	12302	583	0	0	139695	14863	30474	39	182471	0			0	0	0	0	0	0	0	0	14976	3316	8.25	4047	9		
70955																0	0	0	0	0	10309	749	1124	3	11433	0			0	0	0	0	0	0	0	0	0			0	0		
71318																0	22816	1425	1153	4	339849	26183	130012	213	493830	0			0	0	0	621	0	0	0	0	0	11031	22.00	14127	28		
71457																0	12490	609	2784	8	116768	10512	32373	59	164416	0			0	0	0	0	0	0	0	0	0			5325	14		
71859																0	0	0	0	0	4659	548	1600	5	6259	0			0	0	0	0	0	0	0	0	0			581	2		
72258																0	5087	523	788	2	161543	12468	113822	145	281240	0			0	0	0	0	0	0	0	0	0	2748	7.00	3026	8		
72351																0	5293	465	0	0	41509	4184	4793	10	51595	0			0	0	0	0	0	0	0	0	0	0	0.00	1565	4		
72454																0	13134	1560	302	1	48250	6222	12413	22	74099	0			0	0	0	0	0	0	0	0	0	742	1.75	1409	4		
72678																0	32313	976	3294	10	238510	13273	23410	40	297527	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
73031																0	212	38	0	0	68668	3287	37304	62	106184	0			0	0	0	0	0	0	0	0	0	14438	27.00	13107	24		
73116																0	51552	2800	835	3	457906	34945	52541	133	562834	0			0	0	0	0	0	0	0	0	0	21488	51.05	9658	24		
73152																0	2393	138	0	0	50028	4549	19003	28	71424	0			0	0	0	0	0	0	0	0	0	4069	10.00	0	0		
73554																0	6300	277	562	2	95422	6802	18286	42	120570	0			0	0	0	0	0	0	0	0	0	2671	6.11	1562	2		
73956																0	1915	88	0	0	32885	3369	6288	16	41088	0			0	0	0	0	0	0	0	0	0	1704	4.86	2506	7		
74056																0	3309	182	0	0	65629	7851	4921	12	73860	0			0	0	0	0	0	0	0	0	0	2873	7.00	1660	4		
74140															151736	0	53815	3922	2554	7	633505	66786	189679	267	879553	0	880262	0	0	0	0	0	0	0	0	0	16205	26552	48.50	26282	48		
74159																0	0	0	0	0	21154	2591	3708	9	24862	0			0	0	0	0	0	0	0	0	0	1523	4.00	490	1		
74403																0	28884	2142	0	0	370912	37884	51839	127	451636	1			0	0	0	0	0	0	0	0	15818	19368	38.00	11451	27		
74449																0	874	45	0	0	12195	3178	4707	8	17776	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
74458																0	3010	158	0	0	66532	5437	15253	30	84795	0			0	0	0	0	0	0	0	0	360	4248	9.50	5540	8		
75053																0	17874	675	542	2	182107	13374	48418	59	248941	0			0	0	0	0	0	0	0	0	0			10410	15		
75259																0	1426	25	0	0	52390	1705	39846	81	93663	0			0	0	0	0	0	0	0	0	0			0	0		
75446																0	9699	415	254	1	129538	10208	49048	69	188539	0			0	0	0	0	0	0	0	0	0	5574	10.68	4321	10		
75455																0	2299	164	0	0	21042	2439	3408	8	26749	0			0	0	0	0	0	0	0	0	0			0	0		
75558																0	5819	263	0	0	123096	9421	48793	90	177708	0			0	0	0	0	0	0	0	0	0	20522	33.57	15481	24		
75633	36483000	4236965	33880084	2283815	2650261	1100000	0	0	0	0	100000	100000	4236965	2283815	6697186	0	1030040	54303	61598	166	16200567	1214920	14953829	10292													199916	0	0.00	6459877	3074		
75651																0	4952	171	415	1	24576	6033	4460	13	34403	0			0	0	0	0	0	0	0	0	0	501	0.51	557	2		
76135																0	907	111	0	0	62436	4671	28548	30	91891	0			0	0	0	0	0	0	0	0	0	1776	3.50	1622	3		
76153																0	2280	117	0	0	25500	2788	4664	10	32444	0			0	0	0	0	0	0	0	0	0			4351	9		
76443																0	5396	681	0	0	58892	6801	19668	21	83956	0			0	0	0	0	0	0	0	0	0			0	0		
76854																0	3205	154	0	0	127000	5119	33600	53	163805	0			0	0	0	0	0	0	0	0	6591	8678	14.36	7746	15		
77150																0	358	36	0	0	20355	3942	12370	20	33083	0			0	0	0	0	0	0	0	0	0	479	1.14	1629	3		
