"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ651	RCONJ652	RCONJ944	RCONJ945	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	AVG DAILY AMT NONINT ACTS GT 250K	AVG DAILY NBR NONINT ACT GT 250K	AMT NONINT ACTS GT 250K DODD FRANK A	NBR NONINT ACT GT 250K DODD FRANK AC	PB/PSA FDIC CERTIFICATE NUMBER	
1189041																0	32276	1745	645	2	450369	34123	166259	219	649549	0			0	0	0	0	0	0	0	0	869	28882	52.00	31097	56		
1189993															134899	0	67005	4639	821	3	1175297	89984	377306	578	1620429	0	1655299	0	53882	0	0	0	0	0	0	0	0			156330	219		
1190074															1068860	0	70500	2231	11073	28	1352293	45416	822982	1342	2256849	0	2301839	0	0	0	0	0	0	0	0	0	106220	87267	174.50	115806	181		
1190476															1111539	0	57546	1116	1385	5	1007171	26309	1248437	1110	2314540	0	2188791	0	0	0	0	0	0	0	0	2500	160529	353957	330.00	403802	334		
1191352																0	5895	258	254	1	71651	5139	44664	62	122464	0			0	0	0	0	0	0	0	0	0	12420	11.00	12099	12		
1191482																0	17586	804	432	1	307570	7501	65378	145	390966	0			0	0	0	0	0	0	0	0	1440			17533	29		
1198605																0	5580	268	0	0	184342	18687	115777	169	305699	0			0	0	0	0	0	0	0	0	3695	22197	62.00	39175	48		
1198614																0	12027	433	537	1	135804	8708	72927	120	221295	0			0	0	0	0	0	0	0	0	3018	9803	15.21	12545	18		
1198641	662159	7819			0	0	0	0	0	0	0	0	7819			0	137	7	0	0	142173	5646	512030	551													0	270276	251.49	214502	185		
1211371																0	12191	659	2237	5	147471	12335	77968	111	239867	0	238375	0	0	0	0	0	0	0	0	0	0			4809	11		
1213777																0	18626	792	625	2	256448	10842	39600	77	315299	0			0	0	0	0	0	0	0	0	0	3650	6.00	5015	9		
1215726																0	3794	249	0	0	71725	7771	24797	36	100316	0			0	0	0	0	0	0	0	0	0	27943	26.00	16476	16		
1216059																0	9759	693	0	0	68731	7755	9493	24	87983	0			0	0	0	0	0	0	0	0	0			259	1		
1216321															337679	0	12589	511	1850	5	323371	12908	431579	325	769389	0	801951	0	0	0	0	0	0	0	0	0	0	34920	25.57	71627	63		
1216808																0	3376	199	0	0	44821	3366	5620	13	53817	0			0	0	0	0	0	0	0	0	0			0	0		
1216826																0	0	0	0	0	205919	3756	64409	75	270328	0			0	0	0	0	0	0	0	0	0	5102	5.00	4750	4		
1216992																0	5889	351	1624	3	87742	5244	52892	69	148147	0			0	0	0	0	0	0	0	0	0	3330	6.33	3799	9		
1218446																0	0	0	0	0	22012	227	79473	76	102465	980			0	0	0	0	0	0	0	0	0	80269	80.00	79473	76		
1222519																0	16193	767	2123	6	240940	18414	118716	147	377972	0			0	0	0	0	0	0	0	0	0	27393	18.01	8316	18		
1222948																0	15238	972	851	3	363542	25576	108813	186	488444	0			0	0	0	0	0	0	0	0	0			7191	13		
1225033																0	8084	476	0	0	119098	5120	42836	66	170018	0			0	0	0	0	0	0	0	0	0	5399	10.00	0	0		
1225752																0	14470	734	1888	5	91948	5751	42788	79	151094	0			0	0	0	0	0	0	0	0	2471	12310	23.07	13304	24		
1225761															0	0	0	0	0	0	2957	16141	0	0	2957	0	2694	0	0	0	0	0	0	0	0	0	0	0	0.00	0	0		
1225798																0	7242	202	2461	6	28187	2584	3173	4	41063	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
1228034																0	18120	657	853	2	225413	23462	186287	156	430673	0			0	0	0	0	0	0	0	0	0	18076	71.00	24375	45		
1229198																0	2969	206	0	0	57401	3554	12486	28	72856	0	73817	0	0	0	0	0	0	0	0	0	0	1659	3.98	972	2		
1229424																0	12192	623	0	0	399391	17943	234937	343	646520	0			0	0	0	0	0	0	0	0	31303	59943	86.07	57142	85		
1293078																0	5303	266	0	0	68370	11386	7637	12	81310	0			0	0	0	0	0	0	0	0	0			6110	7		
1356115																0	7621	236	0	0	138669	8349	15548	39	161838	0			0	0	0	0	0	0	0	0	0	0	0.00	1963	5		
1356526																0	16464	561	1820	6	226028	13544	78222	140	322534	0			0	0	0	0	0	0	0	0	0	8294	17.00	12866	19		
1356535																0	22998	891	542	2	353145	31257	119986	209	496671	0			0	0	0	0	0	0	0	0	0	47659	55.30	21879	34		
1356768															380048	0	45336	2606	2339	7	663508	39166	534990	721	1246173	0	1261972	0	0	0	0	0	0	0	0	0	19043	117570	201.00	119531	181		
1356852																0	15009	709	263	1	266951	15311	133969	148	416191	0			0	0	0	0	0	0	0	0	13501	11696	26.23	10640	22		
1357466																0	868	59	0	0	48675	5152	17651	30	67193	0			0	0	0	0	0	0	0	0	0			6557	9		
1362246																0	12946	951	767	3	307778	43034	109389	141	430880	0			0	0	0	0	0	0	0	0	0	12605	24.93	10806	21		
1369870																90291	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0	The Savings Bank	
1377521																0	486	26	0	0	57174	1987	6761	14	64421	0			0	0	0	0	0	0	0	0	0	4570	9.35	3456	7		
1386251															1062279	0	113715	6928	5263	17	2469752	271181	1756991	1896	4345721	0	4324733	0	0	0	0	0	0	0	0	0	0			518453	598		
1390324																0	2143	124	0	0	44068	5018	8916	13	55127	0			0	0	0	0	0	0	0	0	3932	630	1.78	288	1		
1391778															0	0	0	0	0	0	676617	294098	0	0	676617	0	646675	0	0	0	0	0	0	0	0	0	0	0	0.00	0	0		
1393624																0	21070	1558	577	2	401464	30895	76561	148	499672	0			0	0	0	0	0	0	0	0	860	14232	26.6700	19582	35		
1394621																0	53585	1344	10786	31	369908	26437	98784	182	533063	0			0	0	0	0	0	0	0	0	0			6810	11		
1394676	17684377	5533630	18652584	6156399	0	3148703	5000	1296753	0	0	0	0	5533630	6156399	74740	0	2212488	570040	14111	20	9750097	7718089	174051	299													0	0	0.00	1847	2		
1396483																0	11930	595	0	0	154077	15852	21984	48	187991	0			0	0	0	0	0	0	0	0	0	2081	4.52	1443	4		
1396700																0	6525	333	0	0	108774	10583	26860	55	142160	0			0	0	0	0	0	0	0	0	0	11461	19.41	10073	18		
1396764															106554	0	20655	754	1576	5	478306	15194	172133	263	672670	0	674691	0	0	0	0	0	0	0	0	0	0	29966	38.38	32052	48		
1397471																0	7179	231	0	0	115478	8436	28814	58	151471	0			0	0	0	0	0	0	0	0	0	8201	14.00	0	0		
1398580															658906	0	21715	2427	263	1	1270601	58285	897406	953	2191506	1521	2200677	2489	0	0	0	0	0	0	0	0	2301	158105	240.00	169411	245		
1401387																0	3463	197	329	1	236548	6509	100877	179	341217	0			5669	0	0	0	0	0	0	0	21070	25787	39.00	31986	48		
1401686																0	12749	470	832	3	258883	14623	137114	233	409578	0			0	0	0	0	0	0	0	0	7419	59421	94.35	45701	72		
1401891																0	3500	89	0	0	24642	2427	1787	2	29929	0			0	0	0	0	0	0	0	0	0	390	0.83	1197	1		
1401903																0	0	0	0	0	80088	1176	402511	251	482599	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
1402384																0	4782	151	0	0	87803	4671	20336	40	112921	0			0	0	0	0	0	0	0	0	0	3140	3.00	3339	4		
1402610															346615	0	33546	1536	3272	7	587263	41763	635841	495	1259922	0	1300437	0	0	0	0	0	0	0	0	0	0	40831	75.34	32934	58		
1402629																0	2454	86	0	0	82666	2085	10536	31	95656	0			0	0	0	0	0	0	0	0	0	2748	3.55	1921	3		
1404481																0	6402	241	538	2	109750	12201	21361	38	138051	0			0	0	0	0	0	0	0	0	0	2763	6.12	1971	4		
1404883																0	839	50	758	2	35571	2119	54721	84	91889	0			0	0	0	0	0	0	0	0	0	12816	15.00	15650	19		
1404940																0	0	0	0	0	0	0	500	1	500	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
1406980																0	527	43	0	0	20975	1518	7060	12	28562	0			0	0	0	0	0	0	0	0	0			0	0		
1407530																0	11710	585	523	2	153396	9410	46686	51	212315	0			0	0	0	0	0	0	0	0	0	12997	23.22	13190	19		
1407932															361136	0	59149	4725	1606	6	1102641	72728	598615	699	1762083	72	1806697	39	14451	0	0	8000	0	0	12000	0	0			107347	173		
1411032																0	10451	767	609	2	258840	13357	77865	84	347765	0			0	0	0	0	0	0	0	0	6497	41525	52.67	37606	56		
1412619																0	13977	698	1204	4	280367	11614	249636	319	545184	0			0	0	0	0	0	0	0	0	0	30151	74.00	38045	67		
1412712																0	10080	226	3454	11	321046	8201	202444	348	537023	0			0	0	0	0	0	0	0	0	10465	11791	25.67	10160	21		
1414819																0	63	1	0	0	205482	11985	500340	1492	705885	0			0	0	0	0	0	0	0	0	0	162638	217.00	0	0		
1416327																0	18277	1034	582	1	448123	19817	261346	422	728327	0			0	0	0	0	0	0	0	0	0	65111	105.51	70718	109		
1418255																0	4091	112	740	2	39958	901	3651	9	48441	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
1421040																0	8777	542	2067	7	143180	12327	78766	73	232790	0			0	0	0	0	0	0	0	0	3598			7321	5		
1421095																0	7608	123	536	2	454088	3968	103470	87	565702	0	579145	0	0	0	0	0	0	0	0	0	0	0	0.00	0	0		
1421161																0	38861	1379	1966	7	370201	24347	131909	175	542936	0			0	0	0	0	0	0	0	0	0	44397	75.27	35691	55		
1427770																0	491	36	0	0	14040	1410	2758	2	17289	0			0	0	0	0	0	0	0	0	0			765	2		
1429028																0	1363	72	0	0	30364	2826	796	3	32523	0			0	0	0	0	0	0	0	0	0			0	0		
1434826																0	9152	546	595	2	260107	15921	71375	154	341229	0			0	0	0	0	0	0	0	0	11790	8417	19.00	10513	24		
1435092																0	3188	132	745	2	52703	5564	12523	20	69159	0			0	0	0	0	0	0	0	0	0	5872	6.65	6857	9		
1436071																0	2862	150	263	1	90346	11367	64244	66	157715	0	147330	0	0	0	0	0	0	0	0	0	0	23184	29.42	10191	20		
1436204															310532	0	17906	657	3077	11	485275	26265	516527	635	1022785	0	1028127	0	0	0	0	0	0	0	0	5000	67261	136559	249.00	167704	249		
1436473																0	6832	197	894	3	135588	5883	75782	163	219096	0			0	0	0	0	0	0	0	0	278	15630	25.45	10607	21		
1438589															775378	0	39149	3711	5573	7	753052	50224	915343	630	1713118	0	1808993	0	0	0	0	0	0	0	0	0	0	350219	260.33	189156	225		
1439054																0	2465	110	0	0	30493	933	11451	19	44409	0			0	0	0	0	0	0	0	0	0	268	1.00	0	0		
1439456																0	27287	1328	995	3	193398	16122	26856	61	248536	0			0	0	0	0	0	0	0	0	0	7298	13.43	5576	11		
1440117																0	31304	767	1972	7	353174	21406	62095	92	448545	0			0	0	0	0	0	0	0	0	0			0	0		
1441600																0	2413	213	338	1	144400	17128	53208	87	200359	0			0	0	0	0	0	0	0	0	5770	11038	23.91	8075	20		
1442661																0	8446	670	687	2	118302	7439	27888	63	155323	0			0	0	0	0	0	0	0	0	8423	1883	2.93	0	0		
1443266															253	0	0	0	0	0	0	0	503	1	503	0	502	0	0	0	0	0	0	0	0	0	0	0	0.000000	0	0	N/A	
1444021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0			0	0		
1444580																0	1812	82	251	1	162770	3637	49498	91	214331	0			0	0	0	0	0	0	0	0	14014	7004	13.00	4792	10		
1445121																0	1129	99	0	0	115538	3314	118676	135	235344	0			0	0	0	0	0	0	0	0	19215	22262	39.33	31048	48		
1445943															437293	0	85258	3045	7772	21	915754	63378	293720	303	1302504	0	1299595	0	0	0	0	0	0	0	0	0	2762	21807	42.00	24869	48		
1447639																0	15908	743	2682	7	371658	19585	395292	544	785540	0	792351	0	0	0	0	0	0	0	0	0	0	91233	146.00	89249	152		
1451636																0	0	0	0	0	2878	38	106575	74	109453	0			0	0	0	0	0	0	0	0	0	114741	74.00	106575	74		
1456501															15013000	0	11240000	1148894	985000	1628	25971000	4560247	19093000	14310	57289000	0	55953000	0	120000	0	0	0	0	0	0	1500000	0			0	0		
1457003															179076	0	50161	2332	1140	4	944919	73968	273600	375	1269820	0	1282348	0	0	0	0	0	0	0	0	0	742	85600	141.91	234698	152		
1458608															53198	0	12600	658	253	1	626160	29635	99692	185	738705	0	741073	0	0	0	0	0	0	0	0	0	0			33084	57		
1459034															406021	0	66772	4104	1302	4	790613	90802	569610	524	1428297	0	1369389	0	0	0	0	0	0	0	0	20000	0	140237	140.00	151268	159		
1459575																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0		
1459717																0	38280	2516	1654	4	441449	38856	66207	136	547590	0			0	0	0	0	0	0	0	0	0	9718	15.95	7655	14		
1459735																0	19280	1606	251	1	278068	23558	38333	94	335931	0			0	0	0	0	0	0	0	0	0	10048	22.00	9447	19		
1459799																0	2685	259	0	0	47054	6718	18237	13	67976	0			0	0	0	0	0	0	0	0	0	5843	3.73	11496	2		
1462986																0	0	0	0	0	41176	1492	2293	7	43470	0			0	0	0	0	0	0	0	0	0			0	0		
1464122															700090	0	57246	3841	3488	11	1324143	81025	962765	465	2347642	0	2202240	0	6	13	14	13	0	0	0	0	0	138150	201.00	882155	628		
1466489																0	32036	1748	8151	19	470575	19392	184502	242	695264	0			0	0	0	0	0	0	0	0	30601			24027	42		
1469677																0	27612	1358	876	3	267098	16012	41766	64	337352	0			0	0	0	0	0	0	0	0	21010	11404	14.00	5241	13		
1470150																0	3285	258	1179	1	44336	8157	19998	33	68798	0			0	0	0	0	0	0	0	0	3666	994	2.42	4190	6		
1471577																0	5063	153	0	0	178896	8785	178993	261	362952	0			0	0	0	0	0	0	0	0	0	92771	145.03	92618	127		
1474309																0	8406	204	300	1	64675	6651	9492	17	82873	0			0	0	0	0	0	0	0	0	0	1227	4.00	0	0		
1478222															10832	0	53080	2174	4006	9	703446	26656	134982	252	895514	0	933518	0	0	0	0	0	0	0	0	0	2536	75664	97.02	63265	79		
1478231																0	5489	241	519	1	79698	5149	18884	33	104590	0			0	0	0	0	0	0	0	0	0	2672	7.00	2082	6		
1479470																0	16289	915	565	2	179645	24806	45023	70	241522	0			0	0	0	0	0	0	0	0	2675	5644	16.00	5975	15		
1479676																0	11051	351	1192	4	126726	3572	89303	170	228272	0			0	0	0	0	0	0	0	0	0	11571	16.00	9866	18		
1480207																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0		
1481745																0	9851	637	256	1	149452	13430	22833	47	182392	0			0	0	0	0	0	0	0	0	0	3193	8.04	6143	13		
1481754																0	6992	408	592	1	112349	8030	18476	50	138409	0			0	0	0	0	0	0	0	0	0	1949	3.59	1120	2		
1484595															240592	0	33830	2563	1695	5	708788	51527	434464	525	1178777	0	1242900	0	7223	0	0	20287	0	0	6000	0	0			92631	109		
1492817																0	1607	260	0	0	51452	4249	19808	26	72867	0			0	0	0	0	0	0	0	0	0			1742	4		
1494240	21666588	2581843	20812152	1870212	18503	0	0	0	0	0	300000	200000	2581843	1870212	6596470	0	695938	52639	37476	112	10992833	1154335	7358498	6766													64805			1524211	1761		
1494482																0	0	0	0	0	28348	847	14806	45	43154	0			0	0	0	0	0	0	0	0	0	2199	1.06	1204	3		
1494914															340658	0	9497	359	0	0	486485	39967	344445	470	840427	0			0	0	0	0	0	0	0	0	0	0	0.00	57855	92		
1496150																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0		
1516423																0	27045	683	251	1	245964	5281	24444	58	297704	0			0	0	0	0	0	0	0	0	0	1005	2.00	351	1		
1629903																5296	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0	Associated Bank, N. A.	
1718188															313236	0	17652	1054	1681	3	493116	42371	385697	556	898145	0	900733	0	0	0	0	0	0	0	0	0	0	175974	267.00	144955	211		
1820979																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0		
1826382																0	2909	66	0	0	40161	1445	8427	21	51497	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
1830035	98590356	5813578	93803935	5266885	13747852	0	0	0	0	1979074	0	0	5813578	5266885	22869301	0	19681345	2474638	2047734	3077	40665629	2772029	30382070	17591													0	0	0.000000	2772709	6		
1836701																0	5047	233	0	0	127543	4619	30286	48	162876	0			0	0	0	0	0	0	0	0	0			6250	10		
1842065															5353870	0	80119	4570	9875	19	2050498	90324	9145862	3227	11286354	0	11106512	0	0	0	0	0	0	0	120000	0	862603	2659378	1618.00	2389192	1349		
1852569																0	151	34	0	0	62518	7979	84592	108	147262	0			0	0	0	0	0	0	0	0	0	5246	11.00	0	0		
1861927																0	22074	972	2257	7	461237	26539	108412	213	593980	0			0	0	0	0	0	0	0	0	0	49979	78.94	44928	79		
1862719																0	25633	1232	805	3	453902	24759	203639	331	683979	0			0	0	0	0	0	0	0	0	0	87543	132.00	63718	87		
1863097																0	10438	653	1040	3	226062	33169	71012	138	308552	0			0	0	0	0	0	0	0	0	5297	6622	12.00	0	0		
1864197																0	8083	469	0	0	237205	20638	231800	288	477088	0			0	0	0	0	0	0	0	0	3797	45954	75.98	55665	58		
1864601																0	2137	175	541	2	221267	5487	94033	197	317978	0			0	0	0	0	0	0	0	0	1007	11905	10.00	0	0		
1865680																0	1510	94	0	0	352789	13391	139008	231	493307	0	529785	0	0	0	0	0	0	0	0	0	0	38437	72.51	40775	72		
1867983															147030	0	18676	845	546	2	795281	59990	235485	354	1049986	0	1029549	0	0	0	0	0	0	0	0	0	0	74417	53.53	67877	54		
1872941																0	6293	391	287	1	86676	7367	34099	50	127355	0			0	0	0	0	0	0	0	0	0	4575	9.60	2577	7		
1872996																0	17882	705	1580	4	175167	13218	81734	99	276362	0	268078	0	0	0	0	0	0	0	0	0	0	7758	16.00	8689	16		
1877665																0	1540	94	0	0	56137	6399	30321	47	87998	0			0	0	0	0	0	0	0	0	520	10156	19.00	0	0		
1879016																0	1916	111	251	1	48236	2546	12090	8	62493	0			0	0	0	0	0	0	0	0	0	142	0.43	364	1		
1882070																0	9580	290	2309	8	83341	4125	152082	155	247312	0			0	0	0	0	0	0	0	0	0			6346	16		
1885932																0	31400	973	629	2	420672	8250	45078	95	497686	-93			0	0	0	0	0	0	0	0	0	3537	5.80	1397	4		
1890525																0	33305	2540	1061	4	488734	34660	200554	241	723654	0			0	0	0	0	0	0	0	8500	13046	63293	44.00	63205	47		
1892154																0	5233	291	426	1	71017	5177	22204	40	98879	0			0	0	0	0	0	0	0	0	0	3174	8.00	635	2		
1897168																0	620	45	0	0	45130	3931	15574	28	61325	0			0	0	0	0	0	0	0	0	0	3689	6.00	3889	4		
1897270																0	13284	371	0	0	186216	10094	54103	114	253603	0			0	0	0	0	0	0	0	0	1526	14515	20.00	14572	24		
1898419																0	5904	224	533	2	68600	6212	16841	35	91878	0			0	0	0	0	0	0	0	0	0	3990	7.00	0	0		
1899902																0	11709	829	0	0	257829	12526	23874	59	293412	0			0	0	0	0	0	0	0	0	0	9033	17.35	6928	15		
1900675																0	4892	165	632	2	49345	4742	13648	23	68518	0			0	0	0	0	0	0	0	0	0	6364	7.04	1846	6		
1904020																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0		
1908082															162571	0	45672	1429	2418	6	809441	34695	971813	588	1829343	0	1837172	0	0	0	0	0	0	0	0	8000	57021	15266	52.00	29623	48		
1914421																0	2019	119	936	3	69711	7470	23189	39	95855	0			0	0	0	0	0	0	0	0	0	10342	14.00	11360	13		
1917301															343402	0	25832	982	3955	10	748609	26492	651264	803	1429660	0	1623402	0	0	0	0	0	0	0	51000	0	0	175266	100.33	184252	121		
1918344															244048	0	2630	112	512	1	612309	16386	467331	573	1082782	0	1115313	0	0	25996	0	0	0	0	0	0	0	164720	198.00	137527	167		
1929247															395323	0	59449	1946	3227	11	944997	78240	540095	581	1547768	0			0	0	0	0	0	0	0	0	31131	109624	149.00	90309	112		
1933927																0	7743	292	1291	4	224187	8169	99062	168	332283	0			0	0	0	0	0	0	0	0	14325	14533	22.93	6474	10		
1940747																0	0	0	0	0	113841	12464	38532	40	152372	0			0	0	0	0	0	0	0	0	0			22249	28		
1945247																0	1030	326	0	0	32176	8552	34131	103	67338	0			0	0	0	0	0	0	0	0	0	2583	6.00	1883	5		
1962888																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0		
1972298																0	6762	337	538	2	108095	12236	23360	46	138755	0			0	0	0	0	0	0	0	0	0	5832	16.00	6072	15		
1973129																0	5563	376	1945	4	292688	11200	103482	156	403678	0			0	0	0	0	0	0	0	0	0	28426	43.00	46435	70		
1977248																0	262710	73308	31501	77	162121	31302	29588	66	485920	0			0	0	0	0	0	0	0	0	0			0	0		
1996762																0	949	53	0	0	20162	1959	5181	9	26292	0			0	0	0	0	0	0	0	0	0			0	0		
2002222																0	11601	305	262	1	122410	6654	13027	26	147300	0			0	0	0	0	0	0	0	0	0			5350	11		
2006024																0	7309	539	1355	3	177208	3253	20321	39	206193	0			0	0	0	0	0	0	0	0	5002	873	3.00	867	2		
2007991																0	16531	762	530	2	150082	11689	61362	78	228505	0			0	0	0	0	0	0	0	0	4734	2239	5.00	3285	9		
2009605																0	15854	1313	255	1	365273	25342	254669	306	636716	666			0	0	0	0	0	0	0	0	12727	56604	71.36	40576	71		
2010722																0	9989	580	1511	4	157417	14651	52816	96	221733	0			0	0	0	0	0	0	0	0	6403	19663	23.00	7234	16		
2017570															216872	0	0	0	0	0	5109165	51652	287134	141	5396299	0	5200298	0	31701	199603	0	0	0	0	0	0	0	0	0.00	0	0		
2037185																0	8091	299	254	1	136109	11618	18003	30	162532	75			0	0	0	0	0	0	0	0	7895			613	2		
2044811																0	33454	1057	1172	4	413959	11648	167525	185	616110	0			0	0	0	0	0	0	0	0	0	36752	62.00	0	0		
2044820																0	9002	581	0	0	117372	7848	19278	41	152243	6591			0	0	0	0	0	0	0	0	0	0	0.00	4039	8		
2047504																0	5611	177	733	2	179817	8076	89218	189	275379	0			0	0	0	0	0	0	0	0	0	27962	52.00	24671	51		
2051127																0	2964	172	0	0	165465	3398	34596	56	203025	0			0	0	0	0	0	0	0	0	0	4529	8.00	1985	6		
2059758																0	7989	418	286	1	98188	8256	29744	58	136207	0			0	0	0	0	0	0	0	0	2143	11624	16.38	9488	12		
2068107																0	1275	97	0	0	64197	4678	24792	41	90264	0			0	0	0	0	0	0	0	0	0	3637	8.00	4910	14		
2078290															1041681	0	74351	4379	1912	5	1991171	240159	1422048	1449	3489482	0	3504383	0	0	0	0	0	0	0	0	0	38312	539800	637.76	382809	486		
2085177																0	13488	700	618	2	351680	31566	114650	101	480436	0			0	0	0	0	0	0	0	0	0	18057	15.52	26757	21		
2087845																0	2805	259	263	1	82037	9846	40351	48	125456	0			0	0	0	0	0	0	0	0	0	0	0.00	19514	14		
2107341																0	6336	266	561	2	65606	5127	13810	21	86313	0			0	0	0	0	0	0	0	0	0	0	0.00	0	0		
2108348																0	5123	271	0	0	83127	5128	54737	77	142987	0			0	0	0	0	0	0	0	0	2100	5666	10.00	6312	12		
2110640																0	9274	484	1274	4	248483	21126	109994	204	369025	0			0	0	0	0	0	0	0	0	0	50003	73.00	50665	60		
2111553																0	17132	1001	254	1	155132	13547	28636	52	201154	0			0	0	0	0	0	0	0	0	0	9271	11.00	2702	8		
2114282															87675	0	22710	1266	962	3	586853	68358	160307	295	770832	0	793085	0	0	0	0	0	0	0	0	0	61077	67076	93.41	46778	75		
2119773															169834	0	47632	1669	2438	6	782500	41747	313906	416	1146476	0	1146400	0	0	0	0	0	0	0	0	6000	0	69433	112.09	65687	80		
2121196															3413602	0	1057644	39344	1092097	2083	1478965	18463	4264255	5688	7892961	0	7389312	0	0	1028051	0	0	0	0	0	0	0	0	0.00	1352	2		
2122997																0	0	0	0	0	0	0	500	1	500	0			0	0	0	0	0	0	0	0	0			0	0		
2123930																0	4939	161	0	0	47309	4258	2542	7	54790	0			0	0	0	0	0	0	0	0	0	95	0.21	494	1		
2129008															347	0	0	0	0	0	3	14	597	1	600	0	596	0	71754	0	0	0	0	0	0	0	0			0	0		
2132594																0	9294	424	252	1	179738	12581	101639	106	290923	0			0	0	0	0	0	0	0	1800	10226	6371	15.00	6068	14		
2132941	1242865	34788	1195188	42000	0	0	0	0	0	0	0	5000	34760	41978	651656	0	19789	999	2360	7	281401	24658	904526	2649													0	202057	247.00	207618	260		
2140348																0	5965	284	325	1	101622	13192	29114	32	137026	0			0	0	0	0	0	0	0	0	0	836	2.00	1251	4		
2142016																0	0	0	0	0	0	0	49407	2	49407	0			0	0	0	0	0	0	0	0	0			0	0		
2142155																0	16858	1090	288	1	318125	18730	265621	241	600892	0	594133	0	0	0	0	0	0	0	0	0	20999	145397	142.00	152910	124		
2145389																0	731	45	0	0	40354	1505	11305	17	52390	0			0	0	0	0	0	0	0	0	0	2786	8.00	3227	8		
2146023																0	8360	455	0	0	187520	14332	49321	60	245202	0			0	0	0	0	0	0	0	0	0	5042	15.33	13447	11		
2163477																0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0			0	0		
2164111																0	2280	157	0	0	38035	2723	11551	30	51866	0			0	0	0	0	0	0	0	0	400	1813	4.96	2166	5		
2171100															65620	0	42391	1539	1031	4	673754	23567	95647	243	812823	0	835038	0	0	0	0	0	0	0	0	0	0	26646	61.00	26765	62		
2182786	32374000	0	32441000	0	243000	46000	0	44000	0	0	0	5000000	0	0	12834000	0	2841000	411290	366000	768	14454000	575901	14713000	8840													0			15000	3		
