"IDRSSD"	RCFDF240	RCFDF241	RCFDF242	RCFDF243	RCFDF244	RCFDF245	RCFDF246	RCFDF247	RCFDF248	RCFDF249	RCFDF250	RCFDF251	RCFDF252	RCFDF253	RCFDF254	RCFDF255	RCFDF256	RCFDF257	RCFDF258	RCFDF259	RCFDF260	RCFDF261	RCFDF262	RCFDF263	RCFDF682	RCFDF683	RCFDF684	RCFDF685	RCFDF686	RCFDF687	RCFDF688	RCFDF689	RCFDF690	RCFDF691	RCFDF692	RCFDF693	RCFDF694	RCFDF695	RCFDF696	RCFDF697	RCONF240	RCONF241	RCONF242	RCONF243	RCONF244	RCONF245	RCONF246	RCONF247	RCONF248	RCONF249	RCONF250	RCONF251	RCONF252	RCONF253	RCONF254	RCONF255	RCONF256	RCONF257	RCONF258	RCONF259	RCONF260	RCONF261	RCONF262	RCONF263	RCONF682	RCONF683	RCONF684	RCONF685	RCONF686	RCONF687	RCONF688	RCONF689	RCONF690	RCONF691	RCONF692	RCONF693	RCONF694	RCONF695	RCONF696	RCONF697	
2963547																																																																																	
2963864																																																																																	
2966614																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2967349																																																																																	
2967796																																																																																	
2970657																																																																																	
2973041																																																																																	
2975269																																																																																	
2975625																																																																																	
2976042																																																																																	
2978297																																																																																	
2980209																																																																																	
2981813																																																																																	
2981822																																																																																	
2986304																																																																																	
2989006																																																																																	
2994493																																																																																	
2996536																																																																																	
2997216																																																																																	
2997748																																																																																	
2997926																																																																																	
2998576																																																																																	
2998660																																																																																	
2999845																																																																																	
3005097																																																																																	
3008306																																																																																	
3009778																																																																																	
3010000																																																																																	
3010318																																																																																	
3010363																																																																																	
3013823																																																																																	
3015939																																																																																	
3016347																																																																																	
3017737																																																																																	
3019982																																																																																	
3020193																																																																																	
3020447																																																																																	
3020746																																																																																	
3022076																																																																																	
3022610																																																																																	
3023701																																																																																	
3025134																																																																																	
3025406																																																																																	
3025929																																																																																	
3027174																																																																																	
3027763																																																																																	
3028902																																																																																	
3029589																																																																																	
3030697																																																																																	
3030969																																																																																	
3032833																																																																																	
3034257																																																																																	
3034695																																																																																	
3035759																																																																																	
3037874																																																																																	
3039636																																																																																	
3041349																																																																																	
3041358																																																																																	
3041974	0	0	0	0	0	0	314787	314787	0	0	0	0	0	0	0	287034	287034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																									
3042234																																																																																	
3043651																																																																																	
3044500																																																																																	
3044818																																																																																	
3045299																																																																																	
3045383																																																																																	
3047314																																																																																	
3047659																																																																																	
3048067																																																																																	
3048487																																																																																	
3048861																																																																																	
3048982																																																																																	
3049514																																																																																	
3049635																																																																																	
3049653																																																																																	
3049699																																																																																	
3049701																																																																																	
3049729																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3051021																																																																																	
3051432																																																																																	
3052813																																																																																	
3057818																																																																																	
3058114																																																																																	
3058329																																																																																	
3058619																																																																																	
3066025																																																																																	
3066155																																																																																	
3067929																																																																																	
3068579																																																																																	
3069343																																																																																	
3070545																																																																																	
3071083																																																																																	
3071391																																																																																	
3072053																																																																																	
3073199																																																																																	
3075278																																																																																	
3075474																																																																																	
3076190																																																																																	
3076220																																																																																	
3076248																																																																																	
3076284																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3076453																																																																																	
3076604																																																																																	
3077629																																									0	0	0	858	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3077937																																																																																	
3082052																																																																																	
3083741																																																																																	
3085240																																																																																	
3086256																																																																																	
3089752																																									0	0	0	0	0	0	0	0	0	9087	7625	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	
3090310																																																																																	
3090338																																																																																	
3090833																																																																																	
3093964																																																																																	
3095641																																																																																	
3097243																																																																																	
3101654																																																																																	
3101775																																																																																	
3102530																																																																																	
3102893																																																																																	
3103591																																																																																	
3105308																																																																																	
3108907																																																																																	
3109043																																																																																	
3109146																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3109584																																																																																	
3110197																																																																																	
3112070																																																																																	
3115129																																																																																	
3115277																																																																																	
3116274																																																																																	
3116519																																																																																	
3116809																																																																																	
3117431																																																																																	
3118447																																																																																	
3119163																																																																																	
3119378																																																																																	
3120646																																																																																	
3120897																																																																																	
3121045																																																																																	
3121072																																																																																	
3121081																																																																																	
3121308																																																																																	
3122828																																																																																	
3122994																																																																																	
3123106																																																																																	
3125016																																																																																	
3125137																																																																																	
3125315																																																																																	
3125557																																																																																	
3125566																																																																																	
3128174																																																																																	
3128914																																																																																	
3128923																																																																																	
3129902																																																																																	
3130216																																																																																	
3130999																																																																																	
3131400																																																																																	
3132667																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3133011																																																																																	
3133570																																																																																	
3134250																																																																																	
3134399																																																																																	
3134698																																																																																	
3134885																																																																																	
3135097																																																																																	
3138146																																									22163	22163	0	0	0	0	22163	22163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3138182																																																																																	
3139321																																																																																	
3140309																																																																																	
3140822																																																																																	
3141726																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3142358																																																																																	
3143805																																																																																	
3145162																																																																																	
3145797																																																																																	
3145984																																																																																	
3146150																																																																																	
3148613																																																																																	
3149012																																																																																	
3150205																																																																																	
3150474																																																																																	
3150586																																																																																	
3151417																																																																																	
3151837																																																																																	
3153233																																																																																	
3153288																																																																																	
3153297																																																																																	
3153626																																																																																	
3154780																																																																																	
3157183																																																																																	
3157697																																																																																	
3158005																																																																																	
3158546																																																																																	
3158863																																																																																	
3160978																																																																																	
3161144																																																																																	
3165320																																																																																	
3165357																																																																																	
3165599																																																																																	
3166699																																																																																	
3166729																																																																																	
3167883																																																																																	
3168563																																																																																	
3170276																																																																																	
3172038																																																																																	
3174920																																																																																	
3175619																																																																																	
3176812																																																																																	
3177378																																																																																	
3177426																																																																																	
3178825																																																																																	
3179082																																									22741	22741	0	0	0	0	22741	22741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3179729																																																																																	
3179831																																																																																	
3180136																																																																																	
3181197																																									0	0	0	1791697	169473	1622224	0	0	0	0	0	0	5690930	5690930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3182082																																																																																	
3183584																																																																																	
3184228																																																																																	
3184460																																																																																	
3184693																																																																																	
3185485																																																																																	
3185579																																																																																	
3185896																																																																																	
3187395																																																																																	
3187612																																																																																	
3187630																																																																																	
3188646																																																																																	
3188712																																																																																	
3189063																																																																																	
3189634																																																																																	
3192960																																																																																	
3194179																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3194638																																																																																	
3194692																																																																																	
3195037																																																																																	
3195064																																																																																	
3195653																																																																																	
3195895																																																																																	
3198421																																																																																	
3198980																																									7240	7240	0	0	0	0	7240	7240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3199811																																																																																	
3200034																																																																																	
3201527																																																																																	
3201853																																																																																	
3202702																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3202962																																																																																	
3203996																																																																																	
3204993																																																																																	
3205253																																																																																	
3205909																																																																																	
3206399																																																																																	
3206465																																																																																	
3207921																																																																																	
3208049																																																																																	
3208441																																																																																	
3211937																																																																																	
3212149																																									0	0	0	0	0	0	16930140	374263	55297	0	0	0	0	0	0	138403	138403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16500580	0	0	0	0	0	0	
3212402																																																																																	
3213333																																																																																	
3213735																																																																																	
3214059																																																																																	
3216017																																																																																	
3216316																																																																																	
3217331																																																																																	
3217957																																																																																	
3219175																																																																																	
3219214																																																																																	
3219335																																																																																	
3220500																																																																																	
3220818																																																																																	
3220863																																																																																	
3221468																																																																																	
3223305																																																																																	
3223408																																																																																	
3223417																																																																																	
3223444																																																																																	
3223695																																																																																	
3223800																																																																																	
3224302																																																																																	
3224375																																																																																	
3224478																																																																																	
3224580																																									0	0	0	9656	0	9656	0	0	0	14712	0	14712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3227442																																																																																	
3228908																																																																																	
3229875																																																																																	
3232204																																																																																	
3232370																																																																																	
3233407																																																																																	
3234598																																																																																	
3235410																																																																																	
3235689																																																																																	
3236396																																																																																	
3239249																																																																																	
3242575																																																																																	
3243282																																																																																	
3247589																																																																																	
3247598																																																																																	
3248849																																																																																	
3249770																																																																																	
3250114																																																																																	
3251081																																																																																	
3252510																																																																																	
3253571																																																																																	
3253834																																																																																	
3254185																																																																																	
3254297																																																																																	
3255098																																																																																	
3257047																																																																																	
3258286																																																																																	
3259171																																																																																	
3261549																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3262788																																																																																	
3263833																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3264782																																																																																	
3265257																																																																																	
3266487																																																																																	
3266825																																																																																	
3267738																																																																																	
3267934																																																																																	
3268173																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3268249																																																																																	
3269590																																																																																	
3269844																																																																																	
3269974																																																																																	
3270046																																																																																	
3271007																																																																																	
3271799																																																																																	
3271986																																																																																	
3272956																																																																																	
3273823																																																																																	
3274709																																																																																	
3274772																																																																																	
3275283																																																																																	
3275939																																																																																	
3276543																																																																																	
3277241																																																																																	
3277876	0	0	0	0	0	0	0	0	0	724	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																									
3277988																																																																																	
3278387																																																																																	
3278547																																																																																	
3279450																																																																																	
3279469																																																																																	
3280335																																																																																	
3280625																																																																																	
3281293																																																																																	
3281510																																																																																	
3282012																																																																																	
3282021																																																																																	
3282692																																																																																	
3282852																																																																																	
3283372																																																																																	
3283765																																																																																	
3284070																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3284100																																																																																	
3284397																																																																																	
3284445																																																																																	
3284490																																																																																	
3284780																																																																																	
3285246																																																																																	
3285778																																																																																	
3286999																																																																																	
3287325																																																																																	
3287503																																																																																	
3287660																																																																																	
3288265																																																																																	
3288452																																																																																	
3288742																																																																																	
3290231																																																																																	
3290240																																																																																	
3293540																																																																																	
3293746																																																																																	
3294583																																																																																	
3295320																																																																																	
3296149																																																																																	
3296859																																																																																	
3297490																																																																																	
3298769																																																																																	
3299159																																																																																	
3299168																																																																																	
3299793																																																																																	
3299814																																																																																	
3301641																																																																																	
3301865																																																																																	
3302312																																																																																	
3302451																																																																																	
3303298	0	0	0	137993	137993	0	1525662	1525662	0	0	0	0	0	0	0	1366226	1366226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																									
3303476																																																																																	
3303917																																																																																	
3303944																																																																																	
3303953																																																																																	
3304428																																																																																	
3306280																																																																																	
3306299																																																																																	
3306598																																																																																	
3307371																																																																																	
3307410																																																																																	
3308145																																																																																	
3308314																																																																																	
3308471																																																																																	
3308529																																																																																	
3308574																																																																																	
3309393																																																																																	
3309571																																																																																	
3309768																																																																																	
3310287																																																																																	
3311145																																																																																	
3311181																																																																																	
3312124																																																																																	
3313943																																																																																	
3314043																																																																																	
3314119																																																																																	
3316739																																																																																	
3317192																																																																																	
3317932																																																																																	
3320576																																																																																	
3320781																																																																																	
3322347																																																																																	
3322468																																																																																	
3322561																																																																																	
3324994																																																																																	
3325759																																																																																	
3327164																																																																																	
3328376																																																																																	
3329702																																																																																	
3333594																																																																																	
3333848																																																																																	
3335301																																																																																	
3335598																																																																																	
3336607																																																																																	
3337097																																																																																	
3338357																																																																																	
3338704																																																																																	
3338843																																																																																	
3339046																																																																																	
3339925																																																																																	
3340903																																																																																	
3341393																																																																																	
3342671																																																																																	
3343146																																																																																	
3344321																																																																																	
3344536																																																																																	
3344611																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3345065																																																																																	
3345168																																																																																	
3345449																																																																																	
3345944																																																																																	
3346268																																																																																	
3346286																																																																																	
3346295																																																																																	
3346633																																																																																	
3347603																																																																																	
3347911																																																																																	
3348057																																																																																	
3348468																																																																																	
3348888																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3349241																																																																																	
3349429																																																																																	
3349643																																																																																	
3350546																																																																																	
3350658																																																																																	
3350724																																																																																	
3350779																																																																																	
3351440																																																																																	
3351598																																																																																	
3353154																																																																																	
3353172																																																																																	
3353266																																																																																	
3354599																																									0	0	0	0	0	0	0	0	0	0	0	0	14533	14533	0	0	0	0	15109	15109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3354704																																																																																	
3355587																																																																																	
3356191																																																																																	
3357077																																																																																	
3357219																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3357385																																																																																	
3357620																																																																																	
3357705																																																																																	
3357871																																																																																	
3357899																																																																																	
3357910																																																																																	
3357947																																																																																	
3358252																																																																																	
3358270																																																																																	
3358289																																																																																	
3359062																																																																																	
3363920																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3363939																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3363957																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3363966																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3363975																																																																																	
