"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCON1288	RCON1420	RCON1460	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	
494261																																													0	4220	106577	0	25772	25772	0	0	763550	46151	809701	32126	17105	0	0	3935330	9104	0	124424	47469	32741	29682	1861757	26224	3315	5332	3052	8885	380	1654588	181640	500563	401776	1094308	7453	0	0	0	0	0	0	0	206	21741	2276		0	0	120114	488853	690575	1547234	0	0	0			0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
494654																																													0	0	0		122		0	0			735	0	8069	0	0	10447	0	0	857	302	0	198	2116	0	0	0	46	59	197	1657	883	2901	3963	544	178								0	0			0	0	0	437	0	782			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
495044																																													0	3226	3471		0		3916	0			12961	1559	1225	0	0	52677	0	0	0	9640	2425	0	20819	1464	2248	5541	387	0	0	11920	8424	9570	11087	2036	0								0	0			0	0	4379	2145	4124	3606			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
495277																																													0	640	4938		133		109	0			28555	1942	647	0	0	138097	108	0	563	7083	4596	1922	19115	689	31	1821	1269	3273	0	17902	6180	38728	61528	6784	0								0	222			0	0	3687	8403	46933	30317			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
495352																																													0	12174	2548	0	358	358	28282	0	45742	0	45742	9419	20691	0	303	350291	85	0	0	23626	2140	581	116651	3442	4383	8599	5941	141	1120	78211	40434	88531	96286	10977	672	0	0	0	0	0	0	0	279	744	406		0	0	12004	39563	94598	57905	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
495419																																													0	59	1567	0	311	311	299	0	64549	0	64549	12871	40203	0	5276	361406	243	0	0	112222	2645	41756	52931	11611	11902	15763	13309	39568	18517	98222	16170	27241	34203	45150	25932	0	0	0	0	0	0	0	0	325	0		645	505	13681	7890	26687	73064	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
495558																																													0	0	978		100		0	0			980	252	3526	0	0	30910	0	0	0	4454	0	977	9961	440	1268	1631	1094	21	0	6062	6228	7165	6200	135	0								0	16			0	0	682	3582	368	15972			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
495857																																													0	264	0		22		3470	0			1573	0	1000	0	0	8371	0	0	0	544	0	0	4795	142	58	191	124	28	0	6219	679	351	571	7	0								0	0			0	0	0	245	0	1253			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
496434																																													0	554	0		322		271	0			2895	35	1413	0	292	10345	0	0	0	3224	0	3061	2206	72	501	598	2015	38	0	2057	1631	1139	1759	535	0								0	0			0	0	90	0	335	914			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
496845																																													0	17281	0		57		6726	0			44195	3774	22098	0	510	188308	0	1722	0	36488	6687	14161	41075	1665	4097	9855	8084	9329	3197	27662	20368	39030	41825	12882	9736								0	0			0	0	6038	0	0	42732			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
496957																																													0	4653	0		19		7220	0			464	0	1031	0	2	13745	0	0	0	123	0	0	5087	0	0	0	47	60	16	2907	6207	1627	779	875	1227								0	0			0	0	0	0	0	233			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
497039																																													0	1632	8526	49	5116	5067	5510	0	34166	0	34166	11587	24050	0	1187	498388	0	0	0	154840	399	105560	90302	11555	40231	40434	29437	20122	12460	187817	68001	39304	32585	8153	5605	0	0	0	0	0	0	0	1131	190	0		0	0	28884	67678	98235	55257	0	0	0			0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
497404	31934703	1483439	119841	3221	9898581	6469	3257080	0	1042202	49603314	0	297544	8480044	24462177	1789875	4296234	5705086	5116803	1347410	86	0	0	0	10050	632134	106519	11320	687	17247	1118	26285	1085925	0	0	0	0	0	0	0	0	0	0	0	0	10136	39210	1107787	151483	1483439	1331956	119841		9898581	6469	9905050	4254183	3257080	0	1042202	49603314	0	1112210		6556391	2522331	1173328		320107	574626	686358	363304	1888325	2646727							86			0	10050			632134	106519					1043671	2088372	5687696	8635062			0			14599	25610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
497655																																													0	886	165		29		52	0			1107	340	433	0	0	18833	47	0	375	12046	94	2117	354	2139	96	313	344	3952	5202	2463	138	1168	634	1679	753								769	78		0	0	0	199	436	1869	377			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
497851																																													0	4813	1964		197		1869	666			13936	6328	4877	0	1795	81270	0	0	0	17810	1283	8594	17691	1807	4373	4922	3101	2402	795	23385	8273	13787	10380	3229	4261								641	207			0	0	2565	6332	7123	9530			0			392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
497954																																													0	1149	411		21		3509	0			6430	0	3318	0	0	53020	0	0	0	10542	125	1678	16908	1037	4185	4235	922	50	43	23374	4737	5344	1430	203	0								233	61			0	0	7834	4674	8881	5832			0			0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
497972																																													0	256	10192	0	0	0	0	0	1383	0	1383	1322	3448	0	0	209520	1643	0	158	96657	3778	20696	22234	3978	3121	8264	20180	41046	19741	38345	1243	32007	22255	17865	1232	0	0	0	0	0	0	0	0	2344	0		0	0	2274	4809	73701	10999	0	0	0			0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498148																																													0	50519	419	0	324	324	41684	590	65415	0	65415	9137	26929	0	2363	460761	0	10692	0	128596	5990	59203	139564	12533	21901	56128	13511	7197	16485	72265	82483	85570	68096	16291	4345	0	0	0	0	0	0	0	0	187	0		0	0	12750	10999	46140	48617	0	10692	0			33	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498317																																													0	1180	15215	0	3277	3277	0	0	43808	0	43808	13906	95776	0	7216	609788	0	0	0	240936	8257	57091	36999	11460	25926	1160	4717	60680	134845	106023	33199	34362	64739	77316	52170	0	0	0	0	0	0	0	961	3717	0		6193	3378	11976	25994	91539	46030	0	0	0			0	2633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498362																																													335	1130	12030	1138	1138	0	0	0	31135	0	31135	795	11055	0	0	276047	0	3668	0	45154	2995	21012	78750	8915	4860	6760	9151	5132	10183	156728	15187	22698	14602	21087	591	335	0	335	0	0	0	0	0	0	0		0	0	12795	43153	42009	68655	93	3575	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498456																																													0	2037	0		4		1949	0			3945	0	1832	0	0	15829	1	0	0	2481	0	0	5170	73	218	567	1366	257	0	5559	1340	3316	2637	496	0								0	0			0	0	0	151	2563	868			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498531																																													0	3366	5641	0	436	436	874	0	9844	0	9844	2698	27492	0	0	354991	0	0	0	174147	5667	12421	61188	13808	8311	22688	56700	52833	16827	64552	16130	17530	30374	24488	2445	0	0	0	0	0	0	0	0	0	0		0	0	10764	83120	7527	23415	0	0	0			3117	4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498625																																													0	481	0		0		8	0			21667	1237	13049	0	445	77323	0	0	0	38711	460	15597	16065	1071	1686	6941	12404	12951	3570	9409	3899	9285	7465	4687	3124								0	0			0	0	590	0	0	675			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498746																																													0	11659	0		26		9600	0			13065	1904	1399	0	0	61990	0	0	0	13645	274	13643	15335	375	778	3177	3169	550	5596	15112	5283	9865	13119	710	3147								0	124			0	0	147	393	0	9754			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
498942																																													0	6870	0		44		6153	906			5176	0	7618	0	47	39668	0	0	0	7386	956	136	12615	822	815	2327	3311	24	0	5963	9774	6346	8306	742	94								0	0		0	0	0	421	599	346	4052			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499154																																													0	3	0		0		0	0			1402	1189	16071	0	0	25052	0	0	0	2381	691	0	4730	65	383	312	1184	282	155	3096	1186	1556	1730	12262	2619								0	0			0	0	1238	1251	201	625			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499239																																													0	20	3988	0	0	0	15	0	9092	0	9092	3381	2179	0	0	185539	0	0	0	38370	166	17030	124063	15962	5861	10182	4784	710	685	65408	36833	16234	2764	4094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39580	68889	0	19859	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499453																																													0	28293	2575		784		24440	0			31376	3025	9427	0	695	187611	0	42	0	38425	3313	2731	68398	5980	5618	11389	12961	1182	867	39207	23964	29759	43432	9808	2207								0	88			0	0	6955	11094	19972	7107			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499501																																													0	0	1924		0		0	0			8572	10160	5412	0	0	217489	88	0	0	153737	9095	8899	11142	229	1479	5454	5052	33246	108277	20879	5066	13756	7685	12939	3430								0	21			0	0	644	0	22328	5684			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499538																																													1231	7194	1044		1401		711	0			15549	301	2306	0	0	87976	0	0	0	13035	1903	1118	58503	3125	4546	4260	803	0	0	21268	29815	18572	4833	441	0								0	1			0	0	7144	13198	14510	8448			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499743																																													0	5946	0		29		2428	0			3584	201	963	0	0	25168	0	87	0	3759	137	3704	9660	514	2033	871	285	0	0	5306	6074	5018	4554	370	0								0	0			0	0	506	0	0	7528			0			0	0	506	5946	201	3704	137	0	7528	3506	0	0	954	29	506	5946	201	3759	137	0	7528	3506	0	0	954	29	
499752																																													0	4041	1313		422		3114	0			30024	0	20324	0	0	117708	0	0	0	26270	271	1247	17304	1555	697	1706	6183	7651	8465	26742	11210	18615	18760	9666	6125								0	0		0	0	0	1253	5315	13691	11670			0			0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
499855																																													0	77	10179	0	212	212	0	57	26846	0	26846	2194	195667	0	0	295722	0	0	221	6219	92	4510	28213	1966	2477	1246	290	195	45	17548	29037	76978	108730	54080	2885	0	0	0	0	0	0	0	0	51	0		0	0	266	4603	9578	39738	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500050																																													0	19067	10033	15	5630	5615	36203	0	140223	0	140223	18706	187477	0	1116	685400	0	8019	7913	80226	4378	38003	143272	3010	10406	12020	14239	26836	13710	257072	24053	102698	82667	104873	32900	0	0	0	0	0	0	0	37639	1758	0	371	0	0	5053	20354	37007	72511	0	8019	0			0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500256																																													0	4329	900		9		3080	0			10280	0	4925	0	263	38696	0	0	0	6402	396	0	16161	336	1315	2068	2669	14	0	10260	6620	6951	8013	450	0								515	0			0	0	880	0	5952	765			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
500658																																													0	0	0		48		0	0			6331	0	2008	0	0	64525	138	0	0	6016	2615	135	44443	2187	2027	1255	18	529	0	45385	3780	4033	1746	3231	203								0	0			0	0	23655	17806	4339	1845			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501039																																													0	4338	0		0		0	0			503	568	806	0	75	14608	0	0	0	4756	90	0	3451	240	620	1832	943	1015	106	3813	1019	1226	3163	631	0								0	111			0	0	561	756	560	1484			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501105	28571118	1339709	26625	0	11032567	81983	5319251	12644	343050	48279807	0	1928904	11187479	24987456	1161345	3355858	4994474	7369263	937671	0	18351	6436	0	186	0	130126	4173		0	0	0	1397761	0	0	0	0	0	0	0	0	0	0	0	0	24973	45209	2037105	60594	1339709	1279115	26625		11032567	81983	11114550	4520094	5319251	12644	343050	48279807	0	1397761		4998282	496844	1198488		375372	127581	290797	531878	669859	2791691							18351			6436	186			0	130126					855889	3954516	4544696	7118483			847			306	110273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501132																																													0	53801	3198	507	1116	609	3330	496	41737	0	41737	5230	19616	0	4353	341770	0	30	0	53963	8098	26077	131661	4837	4001	2023	26548	11155	4261	83296	58682	20977	86278	26915	10085	0	0	0	0	0	0	0	0	925	0		0	0	12154	38505	52387	43327	0	30	0			0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501459																																													0	244	24303	0	1009	1009	0	0	19897	0	19897	16007	5299	0	3618	331828	0	0	20906	32216	916	13947	0	1673	4702	17068	452	2350	5879	24466	56643	131376	57320	16912	2000	0	0	0	0	0	0	0	0	46	0		0	0	5504	42337	38365	142067	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501655																																													0	2004	0		39		5176	0			8758	0	2232	0	0	29522	0	395	0	9773	0	4755	3845	175	1087	2576	1209	2085	2641	2543	5638	4508	3462	2263	1127								0	0			0	0	314	0	831	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501758																																													0	5069	2818		376		1246	0			27467	16405	19434	0	49	159221	0	0	0	28813	1961	1161	64188	3437	4554	8406	8130	2917	987	58875	24093	18037	24566	3728	770								428	0			0	0	24307	18321	4172	8355			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501767																																													0	9205	298		0		5338	0			6408	0	3732	0	39	95670	50	0	0	18211	1125	5186	30669	2229	5074	8017	1216	1373	255	42351	14604	10680	7532	2251	72								0	488			0	0	3273	8587	4837	34179			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501815																																													0	0	0		0		0	0			44981	3809	6144	0	0	171443	0	0	0	43600	15212	775	24666	0	39	606	1411	16323	25221	34658	2794	11816	29742	40524	7337								0	113			0	0	2532	2479	19496	33077			0			0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
502111																																													3000	0	26288		84		0	0			5868	0	0	0	0	216309	0	0	0	1655	0	1655	12307	0	480	0	1175	0	0	34153	23407	55866	73370	27451	0								0	0			0	0	0	16173	52045	111196			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
502353																																													0	172	1155		608		39	0			37454	0	15466	0	636	140279	0	0	0	25101	307	0	74427	2795	8353	11999	1580	234	0	28630	34649	33136	13879	2905	0								0	0			0	0	3505	5193	0	50643			0			0	0	0	0	0	25101	0	0	50643	0	0	0	0	0	0	0	0	25101	0	0	50643	0	0	0	0	0	
502447																																													0	2734	0		11		1449	0			3021	0	3975	0	0	40901	0	0	0	26676	0	2056	9169	1060	1933	379	1360	11551	10093	3293	5227	1902	1825	1211	404								0	0			0	0	0	15	73	2947			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
502559																																													0	3994	2309		627		1798	327			7251	201	980	0	0	59618	8	0	122	5184	909	3072	11627	1275	108	2180	627	380	613	6969	10488	12713	4269	9148	10137								0	41			0	0	3765	12740	12729	7098			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
502652																																													0	676	0		0		913	0			632	0	1217	0	0	5078	0	0	0	741	0	0	1473	0	1	64	138	340	198	384	1088	522	807	1310	0								0	0		0	0	0	0	0	315	584			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
502746																																													0	2276	144		0		3692	0			15829	5727	5688	0	0	133219	0	0	0	59029	1202	16604	16595	748	514	248	2959	36397	18060	15109	8909	6368	11243	29571	2001								0	139			0	0	1341	6583	22890	8679			0			0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
502849																																													0	58563	11949	211	393	182	51898	148	113128	0	113128	18533	60841	0	3966	767459	0	0	0	153772	2693	88726	193502	11048	34258	44817	47111	12320	1998	155846	94580	127025	149467	60438	16251	0	0	0	0	0	0	0	0	4	0		0	0	12557	43407	109747	126008	0	0	0			0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
503453																																													0	39110	9122	0	389	389	30218	0	39575	0	39575	35871	9884	0	57140	391954	0	0	0	38034	38165	13994	255986	12857	20332	3784	101	1	0	135996	110600	90425	12810	2203	129	0	0	0	0	0	0	0	1180	7229	0		0	0	2372	12806	54024	16835	0	0	0			154	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
503547																																													0	6043	0		23		1715	0			315	0	2287	0	0	17219	0	0	0	5812	266	0	5037	69	322	1578	1707	1818	40	611	4035	2136	2416	1260	721								130	0		0	0	0	0	0	628	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
503640																																													0	2246	0		0		1842	0			864	0	564	0	0	7488	0	0	0	1893	12	0	1594	0	24	252	534	1083	0	633	937	758	1892	1375	0								0	0			0	0	0	0	67	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504142																																													0	12246	0		0		2218	0			5690	359	6530	0	74	70284	0	0	0	32243	846	19080	9543	5492	14503	3444	2290	5982	284	7769	10466	10267	6973	2415	0								0	0			0	0	214	186	6765	2913			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504311																																													0	2239	0		4		992	0			15634	4309	11568	0	0	180650	0	0	0	66843	7972	4308	20450	1765	1324	6233	4463	22232	30665	18912	14830	21763	23344	21699	12474								872	91			0	0	4193	943	33375	31615			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504535																																													0	1829	0		0		1492	0			7876	0	5910	0	0	51242	0	0	0	15733	1668	9609	23299	4066	9846	678	622	56	308	12024	16310	5264	1246	661	0								201	0		0	0	0	2863	5459	7324	887			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504647																																													0	2027	248		26		2356	0			4831	582	1167	0	731	32172	0	0	0	12610	709	171	12830	1111	1600	5972	3372	215	0	4374	5745	5884	2404	499	0								67	0			0	0	837	153	5549	279			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
504713	73204821	4661009	1047420	94179	38791326	610252	18867501	0	3612389	168218666	0	4672774	38372839	86404415	6434707	13890597	14498547	13638444	6852698	75	193427	644065	22	144386	11904576	2956771	26484	472666	450	22	5064887	6515739	0	0	0	0	0	0	0	0	0	0	2685986	2632349	981975	778611	1941899	725879	4661007	3935128	1047420		38791326	187434	38978760	13586981	18867501	0	3612389	167794644	0	11579424		25355271	3838319	8312264		1109978	1802313	4308125	2451781	4680870	10853490							193502			644065	144408			11904576	2956771					1066427	8438468	6850471	11348374			3161			592732	674669	0	0	0	2680958	5028	0	0	0	0	0	0	0	0	0	0	2627320	5028	0	0	0	0	0	0	0	
505242																																													0	1645	0		0		1023	0			1012	0	1464	0	0	10856	0	0	0	4990	47	0	2071	497	1221	3137	94	41	0	844	1228	2754	550	467	0								0	0		0	0	0	0	0	675	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505550																																													0	2656	767		180		1132	0			1385	287	1046	0	70	25170	0	0	0	9824	217	2800	5381	612	1831	6871	386	0	0	4024	3640	5881	1210	0	0								112	185			0	0	150	1293	4435	1431			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505831																																													0	3209	198		118		302	0			9210	3512	17708	0	232	105098	0	0	0	33548	922	10014	51475	14929	6075	4148	7512	660	0	44826	9674	2892	11680	1471	569								0	0			0	0	0	5897	0	30242			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505916																																													0	931	1269		30		602	0			5463	3947	2731	0	100	35905	45	0	4022	13188	471	3477	11378	1320	1612	1771	1799	2519	3898	6220	2226	4071	3484	5722	842								181	271			0	0	472	894	4016	1384			0			0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
506052																																													0	7841	118		459		6254	125			12051	0	3854	0	0	48871	0	0	0	9297	448	0	24380	1598	2744	4296	338	125	0	8851	11188	16074	2620	12	0								357	519			0	0	0	16	0	7657			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
506249																																													0	13337	68223	15884	25737	9853	4002	0	104701	0	104701	61088	14519	0	52	1235145	521	32993	10110	187159	22684	173145	441772	41452	38303	63051	28827	7944	5534	563396	91834	271066	105219	15734	874	0	0	0	0	0	0	0	4679	4399	0		0	0	36125	187890	112430	355648	15117	17876	0			311	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
506838																																													0	1322	2072	81	277	196	468	0	20510	0	20510	9825	12983	0	1912	353432	0	0	20787	54979	5091	17752	180007	12901	16111	20299	2210	375	108	131747	70266	47773	16915	6229	531	0	0	0	0	0	0	0	0	332	0		0	0	204	159047	0	84410	0	0	0			0	1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
506922																																													0	3894	17563	1224	2754	1530	0	0	251731	0	251731	255012	48431	0	0	2483590	0	35099	614	345928	126723	287002	526028	14808	66075	117937	100117	29410	14324	757232	110792	243779	481005	389033	94831	0	0	0	0	0	0	0	0	5514	0		1090	932	252395	379913	501064	257569	0	35099	0			395	0	0	0	0	4541	0	0	0	0	0	0	0	0	0	0	0	4504	0	0	0	0	0	0	0	0	
507068																																													0	67112	31124	0	4504	4504	13433	0	180796	0	180796	65663	43123	0	2159	1196922	0	45108	27864	105199	26422	11862	338967	1717	3334	10569	23151	65579	849	397605	51465	182163	254959	139946	4175	0	0	0	0	0	0	0	0	1193	0		0	0	30978	179096	161999	239013	0	45108	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
507152																																													0	551	4842	0	41	41	0	0	24283	0	24283	10389	10969	0	0	346267	2	0	0	39269	3468	17700	74971	7383	9905	13426	8234	55	0	35859	52154	117701	75142	24234	1495	0	0	0	0	0	0	0	0	0	0		0	0	3617	4678	59125	185037	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
507330																																													0	20048	22730	0	1347	1347	907	0	45348	0	45348	6262	21215	0	8570	521343	15	0	0	92635	18821	5046	321979	44219	11094	22605	12671	1726	0	285321	36627	72474	26915	6432	5	0	0	0	0	0	0	0	2831	532	0		0	0	31923	117717	68272	62200	0	0	0			0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
507349																																													0	5011	157		4		5832	0			1461	148	1227	0	420	21610	0	0	0	4816	25	0	7632	523	790	2501	286	716	0	1172	6652	5208	2038	1119	604								0	0			0	0	16	0	2493	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
507509																																													0	0	3371	0	349	349	0	0	68848	0	68848	83459	24806	0	0	801728	0	1097	0	381555	35752	99340	34689	13762	29338	42232	15252	47680	229932	126830	21636	53905	81671	90391	36820	0	0	0	0	0	0	0	0	340	0		0	0	53732	28384	73974	46061	1097	0	0			0	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
508270																																													0	0	0		0		0	0			0	0	0	0	0	46411	0	0	0	38575	4097	0	13	3	10	41	163	3517	34841	0	0	100	0	1638	6098								0	0			0	0	0	1144	0	2595			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
508346																																													0	43503	31654	4	1595	1591	17340	362	177373	0	177373	12731	27977	0	6546	994559	0	47	4172	210129	13719	41729	338086	24947	29404	56294	57414	36492	3994	241853	130522	223794	164428	10677	3693	0	0	0	0	0	0	0	939	751	0		0	0	51606	82530	153007	163112	0	47	0			788	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
508355																																													0	12122	0		178		3293	0			7016	0	15703	0	289	122627	0	0	0	38931	123	1019	50446	3491	9464	16703	7480	1721	0	10586	31829	26654	10336	4288	0								0	0			0	0	5550	6030	25899	7493			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
